# Testigo factible usado SOLO para generar la instancia.
# No debe usarse como warm start en el benchmark.
estudiante;curso_testigo
1;1
2;5
3;2
4;1
5;3
6;4
7;5
8;2
9;3
10;4
11;5
12;1
13;1
14;2
15;2
16;3
17;3
18;4
19;3
20;4
21;5
22;4
23;1
24;2
25;5
26;1
27;3
28;2
29;3
30;4
31;5
32;4
33;5
34;1
35;1
36;2
37;1
38;2
39;2
40;3
41;4
42;3
43;4
44;5
45;5
46;1
47;2
48;1
49;2
50;3
51;4
52;3
53;5
54;4
55;5
56;1
57;4
58;5
59;2
60;1
61;3
62;4
63;5
64;2
65;1
66;2
67;3
68;3
69;4
70;5
71;1
72;2
73;3
74;4
75;5
76;1
77;2
78;3
79;4
80;2
81;3
82;5
83;4
84;1
85;2
86;3
87;5
88;4
89;5
90;1
