# Testigo factible usado SOLO para generar la instancia.
# No debe usarse como warm start en el benchmark.
estudiante;curso_testigo
1;1
2;1
3;2
4;3
5;4
6;2
7;5
8;3
9;6
10;1
11;2
12;4
13;5
14;6
15;3
16;4
17;1
18;5
19;2
20;6
21;1
22;2
23;3
24;3
25;4
26;4
27;5
28;5
29;6
30;1
31;2
32;3
33;4
34;5
35;6
36;6
37;1
38;2
39;1
40;3
41;2
42;3
43;4
44;5
45;6
46;4
47;5
48;1
49;2
50;3
51;6
52;1
53;4
54;5
55;2
56;3
57;6
58;1
59;4
60;5
61;6
62;1
63;2
64;3
65;2
66;4
67;5
68;6
69;3
70;4
71;5
72;6
73;1
74;1
75;2
76;3
77;4
78;5
79;2
80;6
81;3
82;1
83;4
84;5
85;6
86;1
87;2
88;2
89;3
90;3
91;4
92;4
93;5
94;5
95;6
96;6
97;1
98;2
99;1
100;3
101;4
102;2
103;3
104;4
105;5
106;5
107;6
108;6
109;1
110;2
111;1
112;2
113;3
114;4
115;5
116;6
117;1
118;3
119;2
120;3
121;4
122;5
123;6
124;4
125;1
126;5
127;6
128;1
129;2
130;2
131;3
132;3
133;4
134;5
135;6
136;4
137;1
138;2
139;5
140;3
141;6
142;4
143;5
144;6
145;1
146;2
147;3
148;4
149;1
150;5
151;6
152;1
153;2
154;2
155;3
156;4
157;3
158;5
159;6
160;1
161;4
162;2
163;5
164;3
165;6
166;4
167;5
168;1
169;6
170;1
171;2
172;3
173;2
174;4
175;3
176;5
177;4
178;6
179;5
180;6
181;1
182;2
183;3
184;1
185;2
186;3
187;4
188;4
189;5
190;5
191;6
192;6
193;1
194;1
195;2
196;2
197;3
198;4
199;5
200;3
201;6
202;4
203;5
204;6
205;1
206;2
207;1
208;3
209;2
210;3
211;4
212;4
213;5
214;6
215;5
216;6
