# Testigo factible usado SOLO para generar la instancia.
# No debe usarse como warm start en el benchmark.
estudiante;curso_testigo
1;3
2;1
3;2
4;5
5;6
6;4
7;3
8;4
9;1
10;4
11;2
12;5
13;1
14;6
15;3
16;4
17;1
18;1
19;4
20;3
21;4
22;1
23;2
24;4
25;4
26;5
27;3
28;6
29;6
30;5
31;5
32;4
33;3
34;4
35;1
36;2
37;1
38;5
39;6
40;6
41;2
42;3
43;4
44;5
45;4
46;1
47;2
48;6
49;3
50;1
51;3
52;5
53;2
54;5
55;3
56;5
57;3
58;1
59;5
60;3
61;5
62;2
63;1
64;6
65;4
66;2
67;3
68;1
69;2
70;6
71;4
72;2
73;2
74;4
75;6
76;2
77;5
78;1
79;6
80;2
81;3
82;1
83;2
84;6
85;2
86;4
87;6
88;3
89;5
90;5
91;5
92;1
93;6
94;4
95;3
96;4
97;3
98;1
99;5
100;3
101;6
102;2
103;5
104;6
105;2
106;1
107;6
108;6
