# Testigo factible usado SOLO para generar la instancia.
# No debe usarse como warm start en el benchmark.
estudiante;curso_testigo
1;2
2;3
3;4
4;1
5;2
6;3
7;5
8;4
9;5
10;1
11;1
12;2
13;3
14;4
15;2
16;3
17;4
18;5
19;5
20;1
21;2
22;3
23;4
24;5
25;1
26;2
27;3
28;1
29;2
30;4
31;5
32;3
33;4
34;5
35;1
36;2
37;3
38;1
39;4
40;5
41;2
42;3
43;1
44;2
45;4
46;3
47;5
48;4
49;1
50;5
51;1
52;2
53;2
54;3
55;4
56;3
57;5
58;4
59;5
60;1
61;1
62;2
63;2
64;3
65;4
66;3
67;4
68;5
69;1
70;5
71;2
72;1
73;4
74;5
75;1
76;3
77;2
78;4
79;3
80;4
81;5
82;5
83;1
84;1
85;2
86;3
87;4
88;5
89;2
90;3
91;4
92;5
93;1
94;2
95;3
96;4
97;1
98;5
99;1
100;2
101;3
102;4
103;2
104;3
105;5
106;4
107;1
108;5
109;2
110;3
111;1
112;2
113;4
114;3
115;5
116;1
117;2
118;4
119;5
120;3
121;4
122;1
123;2
124;3
125;5
126;4
127;1
128;2
129;5
130;3
131;1
132;2
133;3
134;4
135;4
136;5
137;1
138;5
139;1
140;2
141;3
142;2
143;3
144;4
145;5
146;1
147;1
148;2
149;3
150;4
151;2
152;5
153;1
154;2
155;3
156;4
157;5
158;3
159;1
160;2
161;3
162;4
163;5
164;4
165;5
166;1
167;1
168;2
169;2
170;3
171;4
172;3
173;4
174;5
175;5
176;1
177;1
178;2
179;2
180;3
181;3
182;4
183;5
184;1
185;2
186;3
187;4
188;5
189;1
190;2
191;4
192;5
193;3
194;4
195;5
196;1
197;1
198;2
199;3
200;4
201;2
202;5
203;3
204;4
205;1
206;5
207;1
208;2
209;3
210;2
211;4
212;3
213;5
214;1
215;4
216;5
217;3
218;2
219;4
220;3
221;4
222;5
223;5
224;1
225;2
226;1
227;3
228;2
229;4
230;3
231;5
232;4
233;1
234;2
235;5
236;3
237;4
238;1
239;5
240;2
241;1
242;2
243;3
244;4
245;3
246;4
247;5
248;1
249;5
250;2
251;1
252;3
253;2
254;4
255;5
256;3
257;1
258;2
259;3
260;4
261;5
262;4
263;1
264;2
265;3
266;5
267;4
268;5
269;1
270;2
271;1
272;2
273;3
274;3
275;4
276;4
277;5
278;5
279;1
280;2
281;3
282;1
283;4
284;5
285;2
286;1
287;2
288;3
289;5
290;4
291;1
292;5
293;1
294;2
295;3
296;4
297;2
298;5
299;3
300;1
301;4
302;2
303;5
304;1
305;2
306;3
307;3
308;4
309;5
310;4
311;5
312;1
313;2
314;3
315;1
316;4
317;5
318;2
319;3
320;4
321;5
322;1
323;2
324;3
325;4
326;5
327;1
328;2
329;3
330;4
331;5
332;1
333;1
334;2
335;2
336;3
337;4
338;3
339;4
340;5
341;1
342;2
343;5
344;1
345;2
346;3
347;3
348;4
349;5
350;4
351;1
352;5
353;1
354;2
355;2
356;3
357;4
358;3
359;4
360;5
