# Testigo factible usado SOLO para generar la instancia.
# No debe usarse como warm start en el benchmark.
estudiante;curso_testigo
1;1
2;2
3;3
4;2
5;4
6;3
7;5
8;1
9;4
10;5
11;2
12;1
13;2
14;3
15;4
16;5
17;3
18;1
19;2
20;3
21;4
22;4
23;5
24;1
25;5
26;1
27;2
28;2
29;3
30;4
31;3
32;5
33;4
34;5
35;1
36;2
37;3
38;4
39;5
40;1
41;2
42;3
43;4
44;1
45;2
46;3
47;5
48;1
49;4
50;2
51;3
52;4
53;5
54;1
55;5
56;2
57;1
58;2
59;3
60;3
61;4
62;4
63;5
64;5
65;1
66;1
67;2
68;2
69;3
70;4
71;5
72;1
73;3
74;4
75;4
76;5
77;1
78;2
79;5
80;1
81;3
82;2
83;3
84;4
85;4
86;5
87;5
88;1
89;2
90;1
91;2
92;3
93;3
94;4
95;5
96;4
97;5
98;1
99;2
100;1
101;2
102;3
103;3
104;4
105;4
106;5
107;5
108;1
109;2
110;1
111;3
112;2
113;3
114;4
115;5
116;1
117;4
118;2
119;3
120;4
121;5
122;5
123;1
124;1
125;2
126;3
127;4
128;5
129;1
130;2
131;2
132;3
133;3
134;4
135;5
136;1
137;2
138;4
139;5
140;3
141;4
142;1
143;2
144;3
145;5
146;1
147;1
148;2
149;3
150;4
151;5
152;1
153;2
154;3
155;2
156;4
157;3
158;5
159;1
160;4
161;5
162;2
163;3
164;1
165;4
166;2
167;5
168;3
169;1
170;2
171;4
172;3
173;5
174;1
175;2
176;4
177;3
178;5
179;4
180;1
181;2
182;5
183;1
184;3
185;2
186;4
187;3
188;5
189;4
190;1
191;5
192;1
193;2
194;2
195;3
196;3
197;4
198;5
199;1
200;4
201;5
202;1
203;2
204;3
205;4
206;5
207;1
208;2
209;2
210;3
211;4
212;3
213;4
214;5
215;5
216;1
217;2
218;3
219;4
220;3
221;4
222;5
223;1
224;2
225;3
226;5
227;4
228;1
229;2
230;5
231;1
232;2
233;3
234;3
235;4
236;4
237;5
238;1
239;2
240;3
241;4
242;5
243;5
244;1
245;2
246;3
247;1
248;2
249;3
250;4
251;5
252;4
253;5
254;1
255;1
256;2
257;3
258;2
259;3
260;4
261;5
262;1
263;2
264;3
265;4
266;5
267;1
268;4
269;2
270;3
271;4
272;5
273;5
274;1
275;1
276;2
277;2
278;3
279;3
280;4
281;5
282;4
283;5
284;1
285;1
286;2
287;2
288;3
289;5
290;4
291;1
292;5
293;2
294;3
295;1
296;4
297;5
298;1
299;2
300;3
301;2
302;3
303;4
304;4
305;5
306;1
307;5
308;1
309;2
310;2
311;3
312;4
313;3
314;4
315;5
316;5
317;1
318;2
319;3
320;1
321;2
322;3
323;4
324;5
325;4
326;1
327;2
328;5
329;1
330;3
331;2
332;3
333;4
334;5
335;1
336;4
337;2
338;3
339;5
340;4
341;5
342;1
343;1
344;2
345;3
346;2
347;3
348;4
349;5
350;4
351;5
352;1
353;1
354;2
355;3
356;2
357;3
358;4
359;5
360;4
