# Testigo factible usado SOLO para generar la instancia.
# No debe usarse como warm start en el benchmark.
estudiante;curso_testigo
1;1
2;2
3;2
4;3
5;1
6;3
7;2
8;3
9;1
10;2
11;1
12;2
13;3
14;1
15;3
16;1
17;2
18;1
19;1
20;2
21;2
22;3
23;3
24;1
25;2
26;3
27;3
28;1
29;2
30;3
31;2
32;1
33;2
34;3
35;3
36;1
37;1
38;2
39;2
40;1
41;1
42;2
43;3
44;3
45;1
46;2
47;1
48;2
49;3
50;3
51;2
52;1
53;2
54;3
55;1
56;2
57;3
58;1
59;1
60;2
61;3
62;1
63;3
64;1
65;2
66;3
67;3
68;2
69;2
70;3
71;3
72;1
73;2
74;1
75;2
76;3
77;1
78;3
79;2
80;1
81;3
