# Testigo factible usado SOLO para generar la instancia.
# No debe usarse como warm start en el benchmark.
estudiante;curso_testigo
1;1
2;2
3;2
4;4
5;2
6;5
7;3
8;3
9;1
10;4
11;1
12;6
13;2
14;2
15;1
16;5
17;5
18;3
19;5
20;4
21;1
22;6
23;6
24;4
25;4
26;1
27;3
28;5
29;1
30;4
31;5
32;6
33;2
34;2
35;4
36;1
37;4
38;2
39;6
40;3
41;1
42;1
43;6
44;1
45;1
46;1
47;3
48;5
49;1
50;5
51;2
52;3
53;6
54;4
55;2
56;3
57;3
58;4
59;5
60;6
61;5
62;2
63;3
64;4
65;3
66;3
67;5
68;1
69;6
70;6
71;6
72;1
73;5
74;2
75;2
76;3
77;4
78;3
79;6
80;5
81;1
82;2
83;6
84;5
85;4
86;6
87;5
88;2
89;3
90;1
91;2
92;4
93;4
94;1
95;4
96;6
97;1
98;3
99;2
100;3
101;6
102;4
103;5
104;5
105;2
106;3
107;4
108;6
109;2
110;1
111;4
112;5
113;5
114;4
115;5
116;5
117;1
118;1
119;6
120;5
121;3
122;6
123;6
124;2
125;3
126;3
127;4
128;2
129;6
130;2
131;1
132;2
133;3
134;6
135;3
136;5
137;4
138;6
139;4
140;2
141;5
142;6
143;3
144;6
145;3
146;2
147;5
148;6
149;1
150;2
151;4
152;3
153;4
154;4
155;5
156;5
157;6
158;1
159;2
160;3
161;1
162;4
