# Testigo factible usado SOLO para generar la instancia.
# No debe usarse como warm start en el benchmark.
estudiante;curso_testigo
1;1
2;2
3;1
4;2
5;3
6;4
7;1
8;2
9;3
10;4
11;1
12;2
13;3
14;3
15;4
16;1
17;2
18;3
19;4
20;1
21;4
22;2
23;1
24;3
25;4
26;2
27;3
28;1
29;4
30;1
31;2
32;2
33;3
34;4
35;3
36;4
37;1
38;2
39;3
40;1
41;4
42;1
43;2
44;3
45;4
46;1
47;2
48;2
49;3
50;3
51;4
52;1
53;2
54;4
55;3
56;1
57;4
58;2
59;1
60;3
61;2
62;4
63;1
64;2
65;3
66;4
67;1
68;2
69;3
70;4
71;3
72;4
73;1
74;2
75;3
76;1
77;2
78;3
79;4
80;1
81;2
82;4
83;1
84;3
85;4
86;1
87;2
88;3
89;4
90;2
91;3
92;1
93;4
94;1
95;2
96;3
97;2
98;3
99;4
100;1
101;4
102;2
103;1
104;2
105;3
106;4
107;1
108;3
109;4
110;2
111;3
112;4
113;1
114;2
115;3
116;1
117;2
118;3
119;4
120;1
121;4
122;1
123;2
124;2
125;3
126;3
127;4
128;1
129;2
130;3
131;4
132;4
133;1
134;2
135;3
136;4
137;1
138;2
139;1
140;2
141;3
142;3
143;4
144;4
145;1
146;1
147;2
148;3
149;4
150;2
151;1
152;3
153;4
154;2
155;3
156;1
157;2
158;3
159;4
160;1
161;4
162;2
163;3
164;4
165;1
166;2
167;3
168;4
169;1
170;1
171;2
172;2
173;3
174;4
175;1
176;2
177;3
178;4
179;3
180;4
181;1
182;2
183;1
184;3
185;4
186;1
187;2
188;2
189;3
190;3
191;4
192;4
193;1
194;1
195;2
196;2
197;3
198;4
199;3
200;4
201;1
202;1
203;2
204;2
205;3
206;3
207;4
208;4
209;1
210;2
211;1
212;2
213;3
214;4
215;3
216;4
217;1
218;1
219;2
220;2
221;3
222;3
223;4
224;4
225;1
226;2
227;3
228;1
229;2
230;4
231;1
232;3
233;2
234;4
235;1
236;2
237;3
238;3
239;4
240;4
241;1
242;1
243;2
244;3
245;4
246;1
247;2
248;3
249;4
250;1
251;2
252;2
253;3
254;3
255;4
256;4
257;1
258;2
259;1
260;2
261;3
262;4
263;3
264;1
265;4
266;2
267;1
268;3
269;2
270;4
271;1
272;3
273;4
274;1
275;2
276;2
277;3
278;3
279;4
280;1
281;4
282;1
283;2
284;2
285;3
286;3
287;4
288;4
