# Testigo factible usado SOLO para generar la instancia.
# No debe usarse como warm start en el benchmark.
estudiante;curso_testigo
1;1
2;5
3;2
4;3
5;6
6;4
7;5
8;7
9;6
10;7
11;1
12;2
13;1
14;3
15;2
16;3
17;4
18;4
19;5
20;5
21;6
22;6
23;7
24;7
25;1
26;2
27;1
28;3
29;2
30;4
31;5
32;6
33;3
34;4
35;7
36;1
37;2
38;3
39;6
40;4
41;5
42;7
43;6
44;7
45;1
46;2
47;3
48;1
49;4
50;2
51;5
52;6
53;3
54;7
55;4
56;5
57;1
58;2
59;6
60;7
61;1
62;2
63;3
64;4
65;5
66;6
67;3
68;7
69;1
70;2
71;4
72;5
73;7
74;1
75;3
76;2
77;3
78;4
79;4
80;5
81;5
82;6
83;7
84;1
85;6
86;2
87;7
88;1
89;3
90;4
91;2
92;3
93;4
94;5
95;5
96;6
97;6
98;7
99;1
100;7
101;1
102;2
103;2
104;3
105;3
106;4
107;5
108;6
109;4
110;5
111;1
112;2
113;3
114;6
115;4
116;7
117;1
118;2
119;5
120;3
121;6
122;7
123;4
124;1
125;2
126;5
127;6
128;3
129;4
130;7
131;1
132;2
133;3
134;5
135;6
136;7
137;1
138;4
139;5
140;2
141;6
142;3
143;4
144;7
145;2
146;5
147;6
148;7
149;3
150;4
151;5
152;1
153;2
154;3
155;6
156;7
157;4
158;1
159;5
160;2
161;3
162;6
163;4
164;7
165;1
166;2
167;3
168;4
169;5
170;5
171;6
172;7
173;6
174;7
175;1
176;2
177;3
178;4
179;5
180;1
181;3
182;4
183;6
184;5
185;6
186;7
187;7
188;1
189;1
190;2
191;3
192;4
193;5
194;6
195;2
196;3
197;7
198;4
199;1
200;2
201;5
202;3
203;4
204;5
205;6
206;7
207;6
208;1
209;7
210;2
211;1
212;3
213;4
214;5
215;6
216;2
217;4
218;5
219;6
220;7
221;1
222;2
223;3
224;4
225;7
226;5
227;6
228;1
229;7
230;2
231;3
232;4
233;5
234;6
235;1
236;7
237;1
238;2
239;2
240;3
241;3
242;4
243;5
244;6
245;7
246;4
247;1
248;5
249;6
250;7
251;2
252;3
