# Testigo factible usado SOLO para generar la instancia.
# No debe usarse como warm start en el benchmark.
estudiante;curso_testigo
1;1
2;2
3;1
4;1
5;1
6;2
7;3
8;2
9;1
10;2
11;1
12;3
13;3
14;3
15;1
16;2
17;2
18;2
19;3
20;3
21;1
22;1
23;3
24;3
25;2
26;3
27;1
28;2
29;1
30;2
31;2
32;1
33;1
34;3
35;2
36;2
37;3
38;1
39;3
40;2
41;3
42;1
43;2
44;1
45;3
46;3
47;1
48;3
49;1
50;2
51;2
52;3
53;3
54;3
55;1
56;1
57;2
58;2
59;1
60;1
61;2
62;2
63;3
64;2
65;1
66;3
67;3
68;1
69;2
70;3
71;3
72;1
73;2
74;1
75;3
76;2
77;2
78;3
79;2
80;3
81;1
