# ------------------------------------------------------------
# Instancia sintetica para pruebas del modelo exacto
# L = 72 estudiantes por curso
# P = 4 preferencias por estudiante
# C = 6 cursos nuevos
# Total = 432 estudiantes
# ------------------------------------------------------------

# INSTANCIA DE REASIGNACION DE ESTUDIANTES
# Este archivo contiene los datos de entrada de la instancia. La solucion se guarda aparte.

[INSTANCIA]
nombre=c_n_72_l_4_s_6_i_9
semilla=40913
N=432
C=6
L=72
P=4

[CURSOS_NUEVOS]
curso;capacidad
1;72
2;72
3;72
4;72
5;72
6;72

[BALANCE_GENERO]
grupos=F,M
diferencia_maxima=1

[CURSOS_ORIGEN]
cursos_origen=O1,O2,O3,O4,O5,O6
minimo_O1=11
minimo_O2=11
minimo_O3=11
minimo_O4=11
minimo_O5=11
minimo_O6=11

[CRITERIOS_BALANCE]
criterios=academico,socioemocional,convivencia
niveles=1,2,3

[ESTUDIANTES]
estudiante;curso_origen;genero;academico;socioemocional;convivencia
1;O1;F;2;1;2
2;O1;F;2;2;1
3;O1;M;2;3;2
4;O1;F;2;1;2
5;O1;F;3;2;1
6;O1;M;1;2;2
7;O1;F;3;2;2
8;O1;F;3;3;1
9;O1;F;1;2;3
10;O1;M;2;3;1
11;O1;M;2;3;3
12;O1;F;1;1;3
13;O1;F;2;2;1
14;O1;F;3;1;3
15;O1;M;1;3;1
16;O1;M;2;3;1
17;O1;M;3;2;2
18;O1;M;3;3;2
19;O1;F;2;3;3
20;O1;F;2;2;3
21;O1;F;1;1;3
22;O1;F;2;2;1
23;O1;F;3;2;3
24;O1;M;3;3;2
25;O1;F;3;2;3
26;O1;M;2;2;2
27;O1;F;1;1;3
28;O1;M;1;3;1
29;O1;M;3;1;3
30;O1;M;1;2;3
31;O1;F;1;1;1
32;O1;M;1;2;1
33;O1;F;3;3;2
34;O1;F;1;1;1
35;O1;M;1;2;2
36;O1;M;2;3;1
37;O1;M;1;2;1
38;O1;M;2;1;3
39;O1;F;2;3;2
40;O1;F;1;3;1
41;O1;M;1;1;2
42;O1;F;2;2;1
43;O1;M;2;1;3
44;O1;M;1;2;2
45;O1;M;1;2;2
46;O1;M;2;2;2
47;O1;M;1;2;2
48;O1;F;2;2;2
49;O1;F;1;3;3
50;O1;M;3;3;2
51;O1;F;1;3;3
52;O1;M;1;2;2
53;O1;M;2;2;1
54;O1;F;2;1;2
55;O1;M;1;1;1
56;O1;F;1;2;2
57;O1;F;2;3;1
58;O1;M;2;2;3
59;O1;M;3;1;2
60;O1;F;2;3;3
61;O1;M;1;3;3
62;O1;M;2;2;2
63;O1;F;2;2;1
64;O1;F;1;3;2
65;O1;F;3;1;3
66;O1;M;1;1;3
67;O1;M;1;3;3
68;O1;F;3;3;1
69;O1;F;1;1;3
70;O1;F;3;1;3
71;O1;M;2;1;1
72;O1;M;2;2;3
73;O2;F;3;3;2
74;O2;F;1;2;2
75;O2;M;3;2;1
76;O2;M;3;3;3
77;O2;F;2;2;2
78;O2;M;1;2;1
79;O2;M;2;3;2
80;O2;F;3;1;1
81;O2;F;3;2;2
82;O2;F;3;1;1
83;O2;F;3;1;1
84;O2;M;3;1;2
85;O2;M;3;1;2
86;O2;F;2;2;1
87;O2;F;1;1;3
88;O2;F;2;3;2
89;O2;F;2;3;3
90;O2;F;3;3;3
91;O2;F;1;2;1
92;O2;M;1;2;3
93;O2;M;1;1;3
94;O2;M;1;3;1
95;O2;M;1;2;2
96;O2;M;3;3;2
97;O2;M;3;1;2
98;O2;M;1;1;3
99;O2;F;2;2;1
100;O2;M;1;3;3
101;O2;F;1;1;1
102;O2;F;2;3;1
103;O2;M;2;3;1
104;O2;F;2;1;3
105;O2;M;1;1;3
106;O2;F;1;1;3
107;O2;M;1;1;1
108;O2;M;2;2;1
109;O2;F;1;2;3
110;O2;M;2;2;3
111;O2;M;1;2;3
112;O2;F;2;1;3
113;O2;F;3;2;2
114;O2;F;1;1;3
115;O2;F;2;1;1
116;O2;M;3;3;3
117;O2;M;2;1;2
118;O2;F;1;2;1
119;O2;M;3;2;1
120;O2;M;2;1;1
121;O2;F;3;3;2
122;O2;F;3;2;3
123;O2;F;1;1;2
124;O2;M;3;3;2
125;O2;F;2;3;3
126;O2;F;1;1;2
127;O2;M;3;1;2
128;O2;M;1;2;1
129;O2;M;2;2;1
130;O2;M;1;3;1
131;O2;F;2;3;3
132;O2;M;3;1;1
133;O2;F;2;2;3
134;O2;M;3;2;1
135;O2;F;3;2;2
136;O2;F;1;3;3
137;O2;F;1;3;1
138;O2;M;1;2;3
139;O2;M;3;3;1
140;O2;F;3;1;1
141;O2;F;1;1;2
142;O2;M;1;3;1
143;O2;M;2;3;1
144;O2;M;1;1;1
145;O3;M;3;3;3
146;O3;M;2;1;1
147;O3;M;2;3;2
148;O3;F;3;3;3
149;O3;F;1;2;2
150;O3;M;1;3;1
151;O3;M;2;1;1
152;O3;F;2;1;3
153;O3;M;2;3;3
154;O3;F;2;3;3
155;O3;M;3;1;3
156;O3;F;1;2;1
157;O3;M;3;2;3
158;O3;F;1;1;2
159;O3;M;3;1;3
160;O3;M;2;3;2
161;O3;F;3;1;3
162;O3;M;3;2;1
163;O3;M;2;1;2
164;O3;F;1;2;1
165;O3;F;2;1;3
166;O3;F;1;3;3
167;O3;F;2;2;2
168;O3;M;3;1;2
169;O3;F;2;2;3
170;O3;M;1;2;1
171;O3;F;1;3;2
172;O3;F;3;1;2
173;O3;F;1;1;1
174;O3;F;2;2;2
175;O3;M;1;2;3
176;O3;M;2;1;3
177;O3;M;2;2;3
178;O3;F;3;3;2
179;O3;F;1;2;3
180;O3;M;2;1;3
181;O3;F;2;3;2
182;O3;M;3;1;1
183;O3;F;1;2;3
184;O3;M;2;1;2
185;O3;M;2;3;3
186;O3;M;1;3;3
187;O3;M;1;3;3
188;O3;M;2;1;2
189;O3;F;1;2;2
190;O3;F;1;1;2
191;O3;F;1;1;1
192;O3;M;3;2;3
193;O3;F;2;2;2
194;O3;F;3;1;3
195;O3;M;2;1;2
196;O3;M;3;3;2
197;O3;F;1;2;3
198;O3;F;1;3;2
199;O3;F;1;1;2
200;O3;F;3;2;3
201;O3;M;2;2;1
202;O3;M;2;2;3
203;O3;F;1;2;3
204;O3;F;3;3;3
205;O3;F;1;3;3
206;O3;M;2;1;2
207;O3;F;3;3;2
208;O3;M;2;1;1
