# ------------------------------------------------------------
# Instancia sintetica para pruebas del modelo exacto
# L = 18 estudiantes por curso
# P = 7 preferencias por estudiante
# C = 6 cursos nuevos
# Total = 108 estudiantes
# ------------------------------------------------------------

# INSTANCIA DE REASIGNACION DE ESTUDIANTES
# Este archivo contiene los datos de entrada de la instancia. La solucion se guarda aparte.

[INSTANCIA]
nombre=c_n_18_l_7_s_6_i_0
semilla=70709
N=108
C=6
L=18
P=7

[CURSOS_NUEVOS]
curso;capacidad
1;18
2;18
3;18
4;18
5;18
6;18

[BALANCE_GENERO]
grupos=F,M
diferencia_maxima=1

[CURSOS_ORIGEN]
cursos_origen=O1,O2,O3,O4,O5,O6
minimo_O1=2
minimo_O2=2
minimo_O3=2
minimo_O4=2
minimo_O5=2
minimo_O6=2

[CRITERIOS_BALANCE]
criterios=academico,socioemocional,convivencia
niveles=1,2,3

[ESTUDIANTES]
estudiante;curso_origen;genero;academico;socioemocional;convivencia
1;O1;M;3;2;3
2;O1;M;1;3;1
3;O1;M;3;1;1
4;O1;F;3;3;1
5;O1;M;2;1;3
6;O1;F;2;1;2
7;O1;F;1;3;1
8;O1;F;1;1;1
9;O1;F;3;2;3
10;O1;M;2;2;1
11;O1;F;1;1;3
12;O1;F;1;1;3
13;O1;M;3;2;1
14;O1;F;3;1;2
15;O1;M;2;1;1
16;O1;M;3;2;3
17;O1;F;2;3;1
18;O1;M;1;2;3
19;O2;F;2;1;2
20;O2;F;1;2;3
21;O2;F;2;3;3
22;O2;F;2;3;3
23;O2;M;3;3;1
24;O2;F;1;3;1
25;O2;M;3;2;3
26;O2;M;2;3;2
27;O2;M;2;3;1
28;O2;M;3;1;2
29;O2;M;2;2;1
30;O2;M;3;3;3
31;O2;M;2;3;2
32;O2;M;3;2;3
33;O2;F;2;3;2
34;O2;F;1;3;2
35;O2;F;1;1;2
36;O2;F;2;2;2
37;O3;F;2;3;1
38;O3;M;3;3;2
39;O3;F;2;1;1
40;O3;F;3;1;3
41;O3;M;3;1;2
42;O3;F;2;1;1
43;O3;M;1;3;3
44;O3;M;2;2;1
45;O3;M;2;1;3
46;O3;F;1;1;2
47;O3;M;2;2;2
48;O3;F;1;3;2
49;O3;F;2;2;3
50;O3;M;3;2;2
51;O3;M;3;3;2
52;O3;F;2;2;1
53;O3;F;3;3;2
54;O3;M;2;1;3
55;O4;M;1;1;2
56;O4;M;2;2;2
57;O4;F;3;3;2
58;O4;F;2;2;3
59;O4;F;2;3;1
60;O4;M;1;3;3
61;O4;F;3;1;2
62;O4;M;2;1;3
63;O4;F;1;1;3
64;O4;M;3;1;2
65;O4;M;2;2;2
66;O4;M;2;3;2
67;O4;M;3;2;1
68;O4;F;2;2;3
69;O4;F;2;3;3
70;O4;F;3;1;2
71;O4;M;3;3;3
72;O4;F;1;3;3
73;O5;M;3;3;3
74;O5;F;2;1;3
75;O5;F;1;3;2
76;O5;M;1;3;3
77;O5;M;1;1;3
78;O5;F;3;1;2
79;O5;F;3;2;1
80;O5;M;2;1;3
81;O5;F;2;1;2
82;O5;M;2;2;2
83;O5;M;2;1;3
84;O5;F;1;3;3
85;O5;M;3;3;3
86;O5;M;2;1;3
87;O5;F;3;2;1
88;O5;M;3;2;3
89;O5;F;2;3;2
90;O5;F;3;2;1
91;O6;M;3;1;1
92;O6;M;2;3;2
93;O6;F;3;1;2
94;O6;M;1;3;1
95;O6;F;1;1;3
96;O6;M;1;1;1
97;O6;F;1;1;3
98;O6;F;1;2;2
99;O6;F;1;1;2
100;O6;M;2;1;3
101;O6;M;3;2;3
102;O6;M;1;3;1
103;O6;F;1;2;2
104;O6;F;2;2;2
105;O6;F;1;2;3
106;O6;M;3;2;2
107;O6;M;3;1;2
108;O6;F;3;1;3

[PREFERENCIAS]
# En esta familia P=7, por lo que cada estudiante tiene 7 preferencias
estudiante;preferencia_1;preferencia_2;preferencia_3;preferencia_4;preferencia_5;preferencia_6;preferencia_7
1;102;11;41;31;88;8;36
2;52;49;90;54;25;99;72
3;25;58;44;107;68;51;50
4;13;38;32;51;75;68;19
5;70;35;76;44;84;91;27
6;46;73;11;90;57;58;98
7;54;69;72;65;20;102;84
8;21;80;10;99;70;92;42
9;97;81;44;83;75;52;90
10;42;32;20;76;55;104;14
11;26;76;64;99;77;10;82
12;90;103;24;10;96;97;16
13;22;63;31;1;90;86;19
14;72;97;22;33;91;68;51
15;103;92;13;46;20;81;104
16;33;34;86;98;105;90;106
17;70;61;57;47;90;25;101
18;55;10;45;72;50;35;69
19;10;20;13;4;61;7;14
20;21;46;27;52;58;94;34
21;29;49;80;44;27;2;59
22;18;30;86;60;17;99;36
23;32;19;79;64;50;97;5
24;87;76;18;59;2;46;77
25;74;44;57;87;19;15;24
26;94;67;103;6;20;91;106
27;81;98;38;2;78;84;54
28;15;16;104;90;93;60;42
29;35;68;39;70;13;54;36
30;6;9;20;34;100;53;58
31;46;49;83;86;67;90;24
32;99;103;50;19;46;76;37
33;52;49;85;88;83;41;71
34;61;70;23;73;8;1;18
35;58;85;102;93;104;4;6
36;85;75;25;52;59;77;37
37;29;31;1;17;78;34;103
38;95;59;4;107;75;8;57
39;48;86;33;104;14;6;10
40;91;29;80;17;35;45;54
41;48;106;25;29;21;96;95
42;7;53;59;23;93;83;106
43;82;79;10;101;88;89;53
44;40;37;28;60;89;102;63
45;18;2;23;37;99;80;40
46;108;28;2;86;98;22;100
47;20;103;64;78;4;107;105
48;93;105;39;25;4;54;55
49;25;82;15;17;99;47;80
50;39;47;55;62;76;71;64
51;107;90;16;43;77;44;105
52;22;64;93;50;9;36;24
53;62;57;77;40;45;14;7
54;32;52;87;60;46;53;108
55;35;5;95;2;80;11;36
56;29;20;61;7;108;51;102
57;30;97;38;71;98;8;77
58;51;77;13;26;69;87;39
59;101;90;45;19;38;58;56
60;66;35;64;30;29;18;57
61;97;46;39;34;31;53;56
62;37;68;11;5;101;7;21
63;32;18;53;16;57;64;65
64;77;97;33;58;42;108;13
65;50;41;5;75;27;64;54
66;11;31;87;55;73;71;52
67;46;84;56;103;93;54;4
68;63;96;84;33;105;50;64
69;25;10;74;34;50;83;21
70;35;46;108;50;23;5;93
71;38;103;104;2;88;40;26
72;37;88;95;4;99;84;10
73;54;29;1;83;17;30;23
74;99;43;41;28;103;27;4
75;59;99;33;12;4;9;19
76;33;39;65;13;15;107;21
77;11;106;92;90;87;7;85
78;61;62;22;4;23;34;43
79;18;71;86;104;99;64;19
80;4;66;27;38;108;39;8
81;5;108;85;107;95;101;3
82;15;8;54;95;52;66;41
83;103;80;53;1;90;23;47
