# ------------------------------------------------------------
# Instancia sintetica para pruebas del modelo exacto
# L = 72 estudiantes por curso
# P = 7 preferencias por estudiante
# C = 5 cursos nuevos
# Total = 360 estudiantes
# ------------------------------------------------------------

# INSTANCIA DE REASIGNACION DE ESTUDIANTES
# Este archivo contiene los datos de entrada de la instancia. La solucion se guarda aparte.

[INSTANCIA]
nombre=c_n_72_l_7_s_5_i_4
semilla=70798
N=360
C=5
L=72
P=7

[CURSOS_NUEVOS]
curso;capacidad
1;72
2;72
3;72
4;72
5;72

[BALANCE_GENERO]
grupos=F,M
diferencia_maxima=1

[CURSOS_ORIGEN]
cursos_origen=O1,O2,O3,O4,O5
minimo_O1=13
minimo_O2=13
minimo_O3=13
minimo_O4=13
minimo_O5=13

[CRITERIOS_BALANCE]
criterios=academico,socioemocional,convivencia
niveles=1,2,3

[ESTUDIANTES]
estudiante;curso_origen;genero;academico;socioemocional;convivencia
1;O1;M;2;3;1
2;O1;M;1;2;1
3;O1;F;2;1;1
4;O1;M;2;2;1
5;O1;F;2;1;1
6;O1;F;1;2;2
7;O1;M;3;3;3
8;O1;F;2;3;3
9;O1;F;2;2;3
10;O1;M;2;1;2
11;O1;F;3;2;3
12;O1;M;3;1;3
13;O1;F;1;1;2
14;O1;M;3;1;1
15;O1;F;3;3;3
16;O1;M;3;1;1
17;O1;F;2;1;2
18;O1;F;2;2;1
19;O1;F;1;3;2
20;O1;M;2;1;3
21;O1;M;2;2;3
22;O1;M;3;2;2
23;O1;F;3;3;3
24;O1;M;3;1;1
25;O1;M;3;1;2
26;O1;M;3;3;3
27;O1;M;1;3;3
28;O1;F;3;1;3
29;O1;M;1;2;3
30;O1;M;1;1;2
31;O1;F;3;1;3
32;O1;M;2;1;2
33;O1;M;2;2;3
34;O1;M;1;3;1
35;O1;F;1;3;1
36;O1;F;2;2;1
37;O1;F;2;2;3
38;O1;F;2;3;3
39;O1;M;2;2;2
40;O1;M;3;2;3
41;O1;F;2;2;1
42;O1;F;2;3;3
43;O1;F;1;3;1
44;O1;M;3;3;3
45;O1;F;1;2;3
46;O1;M;2;3;3
47;O1;F;2;3;1
48;O1;F;1;1;2
49;O1;F;1;3;1
50;O1;M;2;1;1
51;O1;F;1;3;2
52;O1;M;2;2;2
53;O1;M;1;3;2
54;O1;M;1;1;3
55;O1;M;3;1;3
56;O1;F;3;1;1
57;O1;M;1;1;3
58;O1;F;3;1;1
59;O1;F;1;1;2
60;O1;F;2;2;1
61;O1;F;3;3;2
62;O1;M;1;2;2
63;O1;M;3;2;3
64;O1;M;3;3;3
65;O1;M;3;2;1
66;O1;F;2;1;2
67;O1;M;1;2;3
68;O1;F;1;2;3
69;O1;M;3;1;1
70;O1;F;2;2;3
71;O1;F;2;2;2
72;O1;F;3;2;3
73;O2;F;1;1;1
74;O2;M;1;1;2
75;O2;F;1;3;3
76;O2;M;1;3;1
77;O2;F;2;2;2
78;O2;F;1;2;3
79;O2;F;2;3;1
80;O2;M;2;2;2
81;O2;F;1;1;1
82;O2;F;3;1;3
83;O2;M;2;1;1
84;O2;M;2;2;2
85;O2;F;1;2;1
86;O2;M;1;3;3
87;O2;F;1;1;3
88;O2;F;2;3;1
89;O2;M;3;2;3
90;O2;M;1;2;3
91;O2;M;3;3;1
92;O2;M;3;1;1
93;O2;M;3;3;3
94;O2;M;1;1;1
95;O2;F;1;3;1
96;O2;F;3;3;1
97;O2;F;1;2;2
98;O2;M;1;1;3
99;O2;F;2;2;3
100;O2;M;1;3;1
101;O2;M;3;1;1
102;O2;M;3;3;2
103;O2;M;2;1;2
104;O2;F;2;3;1
105;O2;F;2;2;2
106;O2;F;2;1;3
107;O2;M;2;1;3
108;O2;F;3;2;2
109;O2;M;1;1;1
110;O2;F;1;2;1
111;O2;M;1;3;2
112;O2;F;3;1;2
113;O2;F;3;2;3
114;O2;F;2;3;2
115;O2;M;1;1;2
116;O2;M;2;1;2
117;O2;F;3;2;2
118;O2;M;2;3;1
119;O2;M;3;2;3
120;O2;F;2;1;2
121;O2;F;1;2;2
122;O2;M;1;3;1
123;O2;M;1;2;2
124;O2;M;3;3;1
125;O2;F;1;2;1
126;O2;F;1;3;3
