# ------------------------------------------------------------
# Instancia sintetica para pruebas del modelo exacto
# L = 36 estudiantes por curso
# P = 6 preferencias por estudiante
# C = 5 cursos nuevos
# Total = 180 estudiantes
# ------------------------------------------------------------

# INSTANCIA DE REASIGNACION DE ESTUDIANTES
# Este archivo contiene los datos de entrada de la instancia. La solucion se guarda aparte.

[INSTANCIA]
nombre=c_n_36_l_6_s_5_i_3
semilla=60676
N=180
C=5
L=36
P=6

[CURSOS_NUEVOS]
curso;capacidad
1;36
2;36
3;36
4;36
5;36

[BALANCE_GENERO]
grupos=F,M
diferencia_maxima=1

[CURSOS_ORIGEN]
cursos_origen=O1,O2,O3,O4,O5
minimo_O1=6
minimo_O2=6
minimo_O3=6
minimo_O4=6
minimo_O5=6

[CRITERIOS_BALANCE]
criterios=academico,socioemocional,convivencia
niveles=1,2,3

[ESTUDIANTES]
estudiante;curso_origen;genero;academico;socioemocional;convivencia
1;O1;F;3;2;2
2;O1;F;3;2;1
3;O1;M;1;3;3
4;O1;M;3;1;3
5;O1;M;1;1;3
6;O1;M;1;1;3
7;O1;F;2;2;1
8;O1;M;1;1;1
9;O1;F;2;1;1
10;O1;F;1;2;1
11;O1;M;3;3;1
12;O1;M;1;2;2
13;O1;F;2;2;3
14;O1;F;2;3;1
15;O1;F;3;2;3
16;O1;F;3;3;1
17;O1;M;3;2;2
18;O1;M;3;1;1
19;O1;M;3;3;1
20;O1;F;3;1;3
21;O1;M;2;3;3
22;O1;F;1;2;3
23;O1;M;1;2;2
24;O1;F;2;2;2
25;O1;M;3;3;1
26;O1;F;1;3;1
27;O1;M;2;1;3
28;O1;M;1;1;1
29;O1;M;1;3;1
30;O1;F;1;3;1
31;O1;M;3;2;1
32;O1;F;2;1;1
33;O1;F;2;3;2
34;O1;F;1;2;2
35;O1;M;2;2;2
36;O1;F;2;1;3
37;O2;F;2;2;3
38;O2;F;1;1;2
39;O2;F;2;1;2
40;O2;M;3;3;3
41;O2;M;3;1;2
42;O2;M;1;1;2
43;O2;F;3;3;1
44;O2;M;1;1;2
45;O2;F;1;3;1
46;O2;M;3;2;1
47;O2;F;1;1;1
48;O2;M;1;3;3
49;O2;M;3;3;1
50;O2;M;3;2;2
51;O2;F;1;1;3
52;O2;M;3;2;3
53;O2;M;3;2;3
54;O2;F;1;1;3
55;O2;F;1;2;1
56;O2;F;1;2;2
57;O2;F;3;1;2
58;O2;M;3;1;2
59;O2;F;2;2;2
60;O2;M;2;1;1
61;O2;F;2;2;1
62;O2;F;1;2;2
63;O2;M;2;3;1
64;O2;M;2;2;1
65;O2;F;3;3;1
66;O2;F;2;2;2
67;O2;F;1;2;1
68;O2;F;1;2;1
69;O2;M;3;2;1
70;O2;M;3;3;2
71;O2;M;1;1;3
72;O2;M;2;1;2
73;O3;M;2;3;3
74;O3;F;1;3;3
75;O3;F;1;3;1
76;O3;F;3;2;1
77;O3;M;2;3;2
78;O3;F;2;1;3
79;O3;M;3;2;3
80;O3;F;2;2;2
81;O3;F;1;2;1
82;O3;F;1;2;3
83;O3;F;3;3;1
84;O3;F;2;2;3
85;O3;M;1;3;2
86;O3;F;2;2;2
87;O3;M;1;3;2
88;O3;F;3;1;1
89;O3;M;1;2;1
90;O3;M;1;2;1
91;O3;F;3;2;2
92;O3;M;2;3;2
93;O3;M;2;3;3
94;O3;M;1;2;3
95;O3;M;1;2;3
96;O3;M;2;3;1
97;O3;F;3;2;3
98;O3;F;2;2;3
99;O3;M;2;3;3
100;O3;M;3;3;3
101;O3;M;1;2;3
102;O3;F;2;3;1
103;O3;F;1;1;1
104;O3;F;3;2;2
105;O3;M;2;3;1
106;O3;M;3;3;1
107;O3;M;2;2;3
108;O3;F;3;2;2
109;O4;F;2;2;3
110;O4;F;1;1;2
111;O4;M;1;2;2
112;O4;M;1;1;3
113;O4;M;3;2;2
114;O4;M;3;2;1
115;O4;F;1;3;2
116;O4;F;2;3;3
117;O4;M;2;2;2
118;O4;F;1;3;1
119;O4;M;3;1;1
120;O4;F;2;3;1
121;O4;M;2;3;1
122;O4;M;2;2;3
123;O4;F;1;3;3
124;O4;M;1;3;1
125;O4;F;3;3;1
126;O4;F;1;1;3
127;O4;F;3;2;2
128;O4;F;3;3;3
129;O4;F;3;3;2
130;O4;M;3;3;1
131;O4;F;2;2;1
132;O4;F;1;3;2
133;O4;M;2;2;1
134;O4;M;3;3;1
135;O4;F;1;2;3
136;O4;M;3;3;1
137;O4;F;1;3;1
138;O4;M;1;1;1
139;O4;F;2;1;1
140;O4;M;2;1;2
141;O4;M;3;1;3
142;O4;M;1;3;3
143;O4;M;3;3;2
144;O4;F;2;3;1
145;O5;F;1;3;1
