# ------------------------------------------------------------
# Instancia sintetica para pruebas del modelo exacto
# L = 27 estudiantes por curso
# P = 5 preferencias por estudiante
# C = 2 cursos nuevos
# Total = 54 estudiantes
# ------------------------------------------------------------

# INSTANCIA DE REASIGNACION DE ESTUDIANTES
# Este archivo contiene los datos de entrada de la instancia. La solucion se guarda aparte.

[INSTANCIA]
nombre=c_n_27_l_5_s_2_i_0
semilla=50318
N=54
C=2
L=27
P=5

[CURSOS_NUEVOS]
curso;capacidad
1;27
2;27

[BALANCE_GENERO]
grupos=F,M
diferencia_maxima=1

[CURSOS_ORIGEN]
cursos_origen=O1,O2
minimo_O1=12
minimo_O2=12

[CRITERIOS_BALANCE]
criterios=academico,socioemocional,convivencia
niveles=1,2,3

[ESTUDIANTES]
estudiante;curso_origen;genero;academico;socioemocional;convivencia
1;O1;M;3;1;1
2;O1;M;3;3;1
3;O1;F;1;1;2
4;O1;M;1;3;3
5;O1;M;1;1;1
6;O1;F;1;1;2
7;O1;M;1;3;3
8;O1;M;3;1;1
9;O1;F;1;1;1
10;O1;F;2;2;3
11;O1;M;3;1;2
12;O1;F;2;1;1
13;O1;M;1;2;1
14;O1;F;2;2;1
15;O1;F;3;1;3
16;O1;M;2;3;3
17;O1;F;1;2;1
18;O1;M;2;3;2
19;O1;F;3;3;1
20;O1;M;3;1;3
21;O1;M;2;1;1
22;O1;F;2;2;3
23;O1;F;2;2;2
24;O1;F;1;1;3
25;O1;M;2;3;2
26;O1;M;1;1;3
27;O1;F;2;3;3
28;O2;F;1;1;1
29;O2;F;1;1;3
30;O2;F;3;1;2
31;O2;F;3;2;1
32;O2;M;1;3;3
33;O2;M;3;1;1
34;O2;M;1;1;3
35;O2;M;1;1;2
36;O2;M;1;3;3
37;O2;F;2;1;1
38;O2;M;3;3;3
39;O2;M;1;1;3
40;O2;F;3;1;1
41;O2;M;2;3;3
42;O2;M;2;1;3
43;O2;M;1;2;2
44;O2;F;1;2;2
45;O2;F;2;1;1
46;O2;F;3;3;1
47;O2;M;1;2;2
48;O2;M;3;2;1
49;O2;F;3;1;1
50;O2;F;2;3;3
51;O2;F;2;3;3
52;O2;F;1;1;1
53;O2;M;1;1;3
54;O2;M;2;1;3

[PREFERENCIAS]
# En esta familia P=5, por lo que cada estudiante tiene 5 preferencias
estudiante;preferencia_1;preferencia_2;preferencia_3;preferencia_4;preferencia_5
1;24;22;30;14;16
2;45;24;22;38;53
3;15;37;50;21;4
4;20;2;19;37;35
5;8;15;34;26;25
6;3;30;32;43;7
7;21;3;36;24;53
8;9;28;20;50;15
9;53;54;10;50;46
10;25;27;40;35;41
11;39;3;37;32;23
12;14;42;26;43;27
13;47;25;30;45;27
14;39;48;17;3;30
15;16;27;51;44;49
16;15;43;12;4;1
17;19;22;32;18;8
18;3;13;37;25;52
19;4;31;46;45;10
20;28;54;6;14;38
21;44;1;42;6;47
22;8;46;34;20;16
23;35;11;42;43;31
24;26;53;12;38;6
25;11;32;44;33;13
26;20;5;45;49;31
27;50;11;4;44;53
28;20;42;7;46;17
29;46;27;7;48;45
30;1;23;49;43;29
31;42;17;36;33;47
32;36;7;39;27;19
33;4;34;2;28;18
34;37;9;4;30;47
35;19;27;47;31;3
36;37;39;50;21;41
37;49;34;27;30;13
38;6;18;43;25;16
39;19;26;41;11;51
40;45;5;49;54;51
41;44;31;38;7;10
42;28;53;48;12;8
43;4;25;10;11;7
44;25;23;46;26;13
45;16;42;36;10;52
46;23;15;10;6;44
47;19;49;10;37;20
48;50;42;30;47;52
49;11;9;36;4;24
50;51;6;48;2;38
51;46;10;45;28;9
52;13;23;27;51;18
53;20;11;13;42;17
54;35;11;5;36;21

[SEPARACIONES]
estudiante_i;estudiante_j
5;30
8;43
10;12
11;31
19;24
24;34
24;39
26;37
26;48
29;38
29;50
31;37
31;48
34;43

[NOTAS]
generacion=aleatoria_controlada
preferencias_por_estudiante=P_fijo
genero=balanceado_dentro_de_cada_curso_de_origen
criterios_perfil=sorteados_de_forma_independiente
separaciones=aprox_N_div_4
estado=instancia_de_experimento
pesos_funcion_objetivo=no_incluidos_en_la_instancia
factibilidad=se_uso_una_asignacion_testigo_solo_para_generar_la_instancia
