# ------------------------------------------------------------
# Instancia sintetica para pruebas del modelo exacto
# L = 27 estudiantes por curso
# P = 5 preferencias por estudiante
# C = 3 cursos nuevos
# Total = 81 estudiantes
# ------------------------------------------------------------

# INSTANCIA DE REASIGNACION DE ESTUDIANTES
# Este archivo contiene los datos de entrada de la instancia. La solucion se guarda aparte.

[INSTANCIA]
nombre=c_n_27_l_5_s_3_i_8
semilla=50475
N=81
C=3
L=27
P=5

[CURSOS_NUEVOS]
curso;capacidad
1;27
2;27
3;27

[BALANCE_GENERO]
grupos=F,M
diferencia_maxima=1

[CURSOS_ORIGEN]
cursos_origen=O1,O2,O3
minimo_O1=8
minimo_O2=8
minimo_O3=8

[CRITERIOS_BALANCE]
criterios=academico,socioemocional,convivencia
niveles=1,2,3

[ESTUDIANTES]
estudiante;curso_origen;genero;academico;socioemocional;convivencia
1;O1;M;1;2;3
2;O1;M;3;3;1
3;O1;M;1;3;2
4;O1;F;2;1;2
5;O1;M;2;3;1
6;O1;F;1;2;3
7;O1;M;2;3;3
8;O1;F;3;1;3
9;O1;M;2;1;1
10;O1;F;3;2;1
11;O1;F;1;3;2
12;O1;M;2;1;1
13;O1;F;1;3;2
14;O1;M;2;2;3
15;O1;M;3;2;2
16;O1;M;2;1;3
17;O1;F;2;3;1
18;O1;F;3;1;2
19;O1;F;3;3;3
20;O1;F;3;3;3
21;O1;F;2;1;1
22;O1;F;2;2;3
23;O1;F;1;2;1
24;O1;M;2;3;3
25;O1;M;2;2;1
26;O1;M;2;3;2
27;O1;M;1;3;2
28;O2;F;1;1;1
29;O2;F;1;1;2
30;O2;M;3;3;3
31;O2;F;1;3;3
32;O2;F;1;2;1
33;O2;M;1;1;2
34;O2;F;3;3;3
35;O2;M;3;3;1
36;O2;F;2;2;1
37;O2;M;2;3;1
38;O2;F;2;2;2
39;O2;M;1;1;1
40;O2;M;3;2;3
41;O2;F;1;2;3
42;O2;M;1;2;1
43;O2;F;3;3;3
44;O2;M;3;2;2
45;O2;M;3;1;3
46;O2;M;1;1;2
47;O2;F;2;3;3
48;O2;M;3;2;3
49;O2;F;1;1;3
50;O2;F;2;3;3
51;O2;M;1;3;3
52;O2;M;1;2;3
53;O2;F;1;1;2
54;O2;M;2;3;1
55;O3;M;2;1;2
56;O3;F;3;3;3
57;O3;F;1;1;1
58;O3;M;3;2;3
59;O3;F;1;3;2
60;O3;M;1;1;1
61;O3;F;3;1;3
62;O3;F;3;1;1
63;O3;M;2;2;2
64;O3;M;2;3;2
65;O3;F;3;1;2
66;O3;M;3;3;1
67;O3;M;2;3;2
68;O3;M;1;3;1
69;O3;F;2;1;3
70;O3;M;2;1;2
71;O3;F;3;1;3
72;O3;M;1;2;1
73;O3;F;1;3;1
74;O3;M;2;2;3
75;O3;F;3;1;2
76;O3;M;1;3;2
77;O3;F;3;3;2
78;O3;M;2;1;1
79;O3;F;3;1;3
80;O3;M;2;3;2
81;O3;F;3;3;1

[PREFERENCIAS]
# En esta familia P=5, por lo que cada estudiante tiene 5 preferencias
estudiante;preferencia_1;preferencia_2;preferencia_3;preferencia_4;preferencia_5
1;26;77;19;53;71
2;51;61;81;58;32
3;48;12;14;10;49
4;47;39;48;37;12
5;59;17;58;70;11
6;21;52;10;45;62
7;21;41;81;30;37
8;74;49;27;56;21
9;35;41;37;7;10
10;65;15;42;24;54
11;32;64;8;40;18
12;81;77;43;64;63
13;53;37;68;32;23
14;61;69;75;47;26
15;28;6;19;29;65
16;1;61;67;8;31
17;68;23;27;65;38
18;7;11;63;80;4
19;66;6;16;34;45
20;56;9;34;4;61
21;15;36;22;53;12
22;30;69;52;41;19
23;53;76;48;71;79
24;4;1;3;48;23
25;76;19;37;6;50
26;75;7;14;62;44
27;81;34;8;61;43
28;63;40;17;43;54
29;66;67;42;9;78
30;33;63;24;59;81
31;52;9;1;80;27
32;75;36;7;30;63
33;81;28;14;40;56
34;32;5;19;68;13
35;44;70;39;63;22
36;55;14;33;50;9
37;63;51;69;17;46
38;66;16;78;20;42
39;18;40;52;41;60
40;18;27;43;5;49
41;27;52;10;75;65
42;7;27;4;9;59
43;50;61;7;55;51
44;69;16;74;49;77
45;53;8;30;61;73
46;32;30;79;55;78
47;30;53;68;69;49
48;64;69;68;7;42
49;67;75;34;29;19
50;17;29;32;64;69
51;2;9;5;16;15
52;79;41;12;20;69
53;80;40;54;13;72
54;35;50;42;31;65
55;51;38;2;18;35
56;38;72;79;47;32
57;2;37;13;38;23
58;68;8;72;25;60
59;14;13;18;7;6
60;32;30;2;24;7
61;32;62;7;80;41
62;27;71;16;76;81
63;35;67;7;59;39
64;48;47;53;17;14
65;67;41;17;64;34
66;35;53;48;50;3
67;31;74;35;72;73
68;44;4;1;34;71
69;57;66;20;62;54
70;46;65;26;4;23
71;62;78;47;46;61
72;44;24;23;73;68
73;11;43;71;38;69
74;63;50;13;57;80
75;34;15;32;46;61
76;25;26;68;65;66
77;71;63;32;6;37
78;13;57;76;29;59
79;54;71;73;63;6
80;74;22;25;48;77
81;12;43;71;36;1

[SEPARACIONES]
estudiante_i;estudiante_j
2;77
3;31
3;39
4;49
5;48
6;56
9;62
10;16
11;60
12;27
18;66
26;59
26;66
27;64
38;80
39;58
44;66
45;65
53;59
65;66

[NOTAS]
generacion=aleatoria_controlada
preferencias_por_estudiante=P_fijo
genero=balanceado_dentro_de_cada_curso_de_origen
criterios_perfil=sorteados_de_forma_independiente
separaciones=aprox_N_div_4
estado=instancia_de_experimento
pesos_funcion_objetivo=no_incluidos_en_la_instancia
factibilidad=se_uso_una_asignacion_testigo_solo_para_generar_la_instancia
