# ------------------------------------------------------------
# Instancia sintetica para pruebas del modelo exacto
# L = 27 estudiantes por curso
# P = 5 preferencias por estudiante
# C = 4 cursos nuevos
# Total = 108 estudiantes
# ------------------------------------------------------------

# INSTANCIA DE REASIGNACION DE ESTUDIANTES
# Este archivo contiene los datos de entrada de la instancia. La solucion se guarda aparte.

[INSTANCIA]
nombre=c_n_27_l_5_s_4_i_3
semilla=50541
N=108
C=4
L=27
P=5

[CURSOS_NUEVOS]
curso;capacidad
1;27
2;27
3;27
4;27

[BALANCE_GENERO]
grupos=F,M
diferencia_maxima=1

[CURSOS_ORIGEN]
cursos_origen=O1,O2,O3,O4
minimo_O1=5
minimo_O2=5
minimo_O3=5
minimo_O4=5

[CRITERIOS_BALANCE]
criterios=academico,socioemocional,convivencia
niveles=1,2,3

[ESTUDIANTES]
estudiante;curso_origen;genero;academico;socioemocional;convivencia
1;O1;M;1;1;3
2;O1;M;2;2;2
3;O1;M;1;1;3
4;O1;F;1;2;3
5;O1;F;3;2;2
6;O1;M;1;1;3
7;O1;F;1;1;3
8;O1;F;2;2;3
9;O1;F;2;2;1
10;O1;F;2;3;3
11;O1;F;3;2;2
12;O1;F;2;3;1
13;O1;F;2;2;2
14;O1;M;2;1;3
15;O1;M;1;3;3
16;O1;F;3;1;1
17;O1;M;2;1;3
18;O1;M;1;1;1
19;O1;M;3;1;3
20;O1;M;1;2;1
21;O1;M;1;2;3
22;O1;M;3;3;1
23;O1;F;1;3;3
24;O1;F;3;3;3
25;O1;F;1;3;3
26;O1;M;3;1;1
27;O1;M;2;1;2
28;O2;M;3;1;1
29;O2;M;1;2;1
30;O2;F;1;3;2
31;O2;F;2;1;2
32;O2;M;1;1;3
33;O2;M;2;1;1
34;O2;M;2;1;3
35;O2;F;3;1;1
36;O2;F;1;1;3
37;O2;F;1;1;1
38;O2;M;3;2;2
39;O2;M;1;3;2
40;O2;F;1;3;1
41;O2;M;1;2;3
42;O2;M;3;3;3
43;O2;M;3;1;3
44;O2;M;2;1;2
45;O2;M;2;3;3
46;O2;F;3;3;1
47;O2;M;2;3;1
48;O2;F;2;2;1
49;O2;F;2;3;1
50;O2;F;1;3;3
51;O2;M;3;1;1
52;O2;F;3;3;3
53;O2;F;3;3;1
54;O2;F;3;1;3
55;O3;M;3;2;1
56;O3;F;3;2;2
57;O3;M;2;1;2
58;O3;F;3;1;3
59;O3;M;3;2;3
60;O3;M;3;1;2
61;O3;F;3;3;3
62;O3;M;3;3;1
63;O3;F;2;1;3
64;O3;M;2;1;1
65;O3;F;1;3;1
66;O3;M;1;1;1
67;O3;F;2;1;1
68;O3;F;2;3;1
69;O3;M;1;2;2
70;O3;M;2;1;3
71;O3;F;2;1;2
72;O3;M;1;1;3
73;O3;F;3;3;1
74;O3;F;1;2;1
75;O3;M;3;1;2
76;O3;M;1;1;1
77;O3;M;3;1;1
78;O3;F;3;2;1
79;O3;F;1;2;1
80;O3;M;2;2;1
81;O3;F;1;2;2
82;O4;M;3;2;1
83;O4;M;2;3;2
84;O4;M;2;3;2
85;O4;F;2;2;2
86;O4;F;2;1;2
87;O4;F;1;1;3
88;O4;M;3;2;2
89;O4;F;2;3;1
90;O4;M;1;3;2
91;O4;M;3;2;1
92;O4;M;3;3;2
93;O4;F;3;1;2
94;O4;M;3;2;1
95;O4;M;3;1;3
96;O4;M;2;1;3
97;O4;F;1;2;1
98;O4;F;2;1;1
99;O4;F;1;3;1
100;O4;M;1;1;3
101;O4;F;2;1;2
102;O4;M;3;1;1
103;O4;F;1;3;3
104;O4;M;2;1;2
105;O4;F;2;3;3
106;O4;F;1;3;3
107;O4;F;1;2;1
108;O4;M;2;3;1

[PREFERENCIAS]
# En esta familia P=5, por lo que cada estudiante tiene 5 preferencias
estudiante;preferencia_1;preferencia_2;preferencia_3;preferencia_4;preferencia_5
1;47;105;74;77;70
2;22;33;108;17;101
3;39;27;87;93;42
4;20;91;102;46;59
5;4;19;88;42;93
6;88;95;75;98;90
7;46;6;70;11;107
8;98;46;14;108;18
9;91;83;33;108;3
10;24;12;90;46;78
11;10;21;26;56;13
12;43;60;86;79;81
13;62;106;84;73;56
14;108;55;3;71;23
15;43;24;31;14;80
16;38;89;20;4;81
17;10;99;53;11;28
18;55;24;28;53;26
19;79;34;69;3;60
20;67;61;107;73;12
21;16;10;47;48;57
22;75;76;34;21;83
23;16;61;46;106;85
24;16;10;96;45;79
25;57;101;105;31;103
26;25;49;32;10;58
27;91;43;100;18;92
28;68;33;90;71;54
29;102;23;67;78;39
30;56;24;105;37;84
31;84;99;43;45;5
32;29;51;83;105;11
33;106;13;20;27;100
34;66;26;59;72;1
35;93;99;40;51;77
36;71;85;40;57;47
37;94;2;57;36;50
38;48;29;102;40;57
39;67;35;21;32;24
40;6;69;102;19;39
41;38;91;50;24;86
42;97;89;83;80;100
43;28;35;22;100;27
44;62;72;91;64;54
45;76;98;35;46;25
46;60;88;108;48;42
47;37;95;30;77;32
48;90;30;56;55;51
49;100;29;17;15;26
50;6;19;70;12;86
51;48;42;86;34;57
52;71;5;89;34;37
53;92;93;90;79;83
54;94;49;42;65;95
55;33;101;17;10;51
56;42;30;52;21;68
57;101;92;54;80;76
58;1;5;17;45;35
59;29;40;83;97;94
60;33;25;24;63;37
61;85;71;13;56;51
62;16;33;69;15;32
63;54;38;97;107;3
64;70;23;38;16;62
65;57;108;83;30;12
66;68;7;84;73;38
67;33;62;36;65;9
68;105;6;92;104;90
69;70;73;23;21;38
70;44;47;3;4;36
71;84;44;65;28;21
72;16;49;13;60;57
73;29;69;91;18;84
74;107;50;83;26;17
75;100;72;40;96;5
76;107;97;94;54;64
77;75;54;5;9;72
78;32;20;18;48;65
79;47;44;71;19;77
80;105;65;95;30;17
81;69;63;72;87;101
82;84;103;93;55;61
83;38;89;105;3;71
84;70;1;37;42;76
85;53;81;13;3;86
86;97;61;92;91;89
87;35;37;92;22;7
88;83;48;108;100;98
89;101;98;85;13;52
90;37;67;97;101;39
91;37;95;52;68;98
92;93;70;12;4;51
93;85;33;20;71;89
94;24;9;45;6;82
95;19;85;80;79;72
96;50;61;100;23;95
97;20;67;12;22;40
98;61;45;103;83;57
99;95;34;24;71;82
100;28;10;2;34;65
101;59;82;39;12;47
102;30;51;57;17;108
103;76;34;75;30;33
104;68;108;3;99;66
105;31;98;83;25;106
106;89;76;10;6;8
107;15;90;91;76;40
108;104;70;23;8;6

[SEPARACIONES]
estudiante_i;estudiante_j
1;72
6;48
7;62
7;85
7;102
14;23
14;73
18;67
20;79
23;30
28;70
29;77
32;102
33;40
36;51
37;65
42;59
42;60
43;84
44;78
47;85
51;60
56;108
57;108
73;80
77;100
81;102

[NOTAS]
generacion=aleatoria_controlada
preferencias_por_estudiante=P_fijo
genero=balanceado_dentro_de_cada_curso_de_origen
criterios_perfil=sorteados_de_forma_independiente
separaciones=aprox_N_div_4
estado=instancia_de_experimento
pesos_funcion_objetivo=no_incluidos_en_la_instancia
factibilidad=se_uso_una_asignacion_testigo_solo_para_generar_la_instancia
