# ------------------------------------------------------------
# Instancia sintetica para pruebas del modelo exacto
# L = 36 estudiantes por curso
# P = 3 preferencias por estudiante
# C = 7 cursos nuevos
# Total = 252 estudiantes
# ------------------------------------------------------------

# INSTANCIA DE REASIGNACION DE ESTUDIANTES
# Este archivo contiene los datos de entrada de la instancia. La solucion se guarda aparte.

[INSTANCIA]
nombre=c_n_36_l_3_s_7_i_3
semilla=30857
N=252
C=7
L=36
P=3

[CURSOS_NUEVOS]
curso;capacidad
1;36
2;36
3;36
4;36
5;36
6;36
7;36

[BALANCE_GENERO]
grupos=F,M
diferencia_maxima=1

[CURSOS_ORIGEN]
cursos_origen=O1,O2,O3,O4,O5,O6,O7
minimo_O1=4
minimo_O2=4
minimo_O3=4
minimo_O4=4
minimo_O5=4
minimo_O6=4
minimo_O7=4

[CRITERIOS_BALANCE]
criterios=academico,socioemocional,convivencia
niveles=1,2,3

[ESTUDIANTES]
estudiante;curso_origen;genero;academico;socioemocional;convivencia
1;O1;F;3;1;1
2;O1;M;1;2;3
3;O1;F;1;1;2
4;O1;F;2;2;3
5;O1;F;2;2;3
6;O1;M;3;3;3
7;O1;M;1;1;1
8;O1;F;3;1;3
9;O1;F;2;1;2
10;O1;F;1;2;3
11;O1;M;2;1;1
12;O1;M;2;3;2
13;O1;M;3;2;3
14;O1;F;1;2;2
15;O1;F;3;3;1
16;O1;M;1;1;3
17;O1;M;3;3;1
18;O1;F;1;1;1
19;O1;F;3;3;1
20;O1;F;1;2;3
21;O1;F;3;3;1
22;O1;F;3;2;3
23;O1;M;1;2;2
24;O1;M;1;1;2
25;O1;M;1;2;1
26;O1;M;2;2;3
27;O1;M;1;2;3
28;O1;M;2;1;1
29;O1;M;1;2;1
30;O1;F;3;1;2
31;O1;F;1;2;2
32;O1;M;3;2;3
33;O1;F;2;1;3
34;O1;M;2;2;1
35;O1;M;2;2;2
36;O1;F;2;3;3
37;O2;F;1;3;3
38;O2;M;1;2;2
39;O2;F;2;1;1
40;O2;M;2;2;3
41;O2;F;3;2;3
42;O2;F;1;1;2
43;O2;F;1;2;3
44;O2;F;1;2;1
45;O2;F;1;2;1
46;O2;F;2;2;1
47;O2;M;2;2;1
48;O2;M;2;2;2
49;O2;M;2;3;3
50;O2;F;1;3;1
51;O2;F;2;2;3
52;O2;F;1;3;3
53;O2;M;2;1;3
54;O2;M;3;3;3
55;O2;M;1;1;3
56;O2;M;2;3;2
57;O2;F;1;1;3
58;O2;F;1;2;3
59;O2;M;1;2;2
60;O2;M;1;2;2
61;O2;M;2;1;1
62;O2;F;2;3;1
63;O2;M;3;3;3
64;O2;M;1;2;2
65;O2;F;3;1;3
66;O2;M;3;2;2
67;O2;M;2;1;2
68;O2;F;1;2;2
69;O2;F;3;1;3
70;O2;F;2;3;3
71;O2;M;3;3;1
72;O2;M;3;1;3
73;O3;F;2;1;2
74;O3;F;1;2;3
75;O3;M;3;3;2
76;O3;M;3;2;2
77;O3;M;2;1;3
78;O3;M;3;1;2
79;O3;F;2;1;2
80;O3;F;2;2;2
81;O3;F;3;3;1
82;O3;M;3;3;2
83;O3;F;1;3;2
84;O3;F;3;1;2
85;O3;M;3;2;2
86;O3;M;1;1;2
87;O3;F;1;3;2
88;O3;M;2;3;3
89;O3;M;3;1;1
90;O3;M;1;3;2
91;O3;M;2;3;2
92;O3;F;1;2;3
93;O3;F;2;3;1
94;O3;M;2;2;2
95;O3;M;2;2;1
96;O3;M;3;3;3
97;O3;F;1;3;1
98;O3;F;1;1;2
