# ------------------------------------------------------------
# Instancia sintetica para pruebas del modelo exacto
# L = 72 estudiantes por curso
# P = 6 preferencias por estudiante
# C = 6 cursos nuevos
# Total = 432 estudiantes
# ------------------------------------------------------------

# INSTANCIA DE REASIGNACION DE ESTUDIANTES
# Este archivo contiene los datos de entrada de la instancia. La solucion se guarda aparte.

[INSTANCIA]
nombre=c_n_72_l_6_s_6_i_6
semilla=60906
N=432
C=6
L=72
P=6

[CURSOS_NUEVOS]
curso;capacidad
1;72
2;72
3;72
4;72
5;72
6;72

[BALANCE_GENERO]
grupos=F,M
diferencia_maxima=1

[CURSOS_ORIGEN]
cursos_origen=O1,O2,O3,O4,O5,O6
minimo_O1=11
minimo_O2=11
minimo_O3=11
minimo_O4=11
minimo_O5=11
minimo_O6=11

[CRITERIOS_BALANCE]
criterios=academico,socioemocional,convivencia
niveles=1,2,3

[ESTUDIANTES]
estudiante;curso_origen;genero;academico;socioemocional;convivencia
1;O1;M;1;1;2
2;O1;M;2;1;3
3;O1;M;2;2;3
4;O1;M;3;1;3
5;O1;F;1;2;1
6;O1;F;3;3;3
7;O1;F;2;1;1
8;O1;F;3;3;3
9;O1;F;3;1;3
10;O1;F;3;1;1
11;O1;M;3;2;2
12;O1;M;1;1;3
13;O1;M;3;2;2
14;O1;M;2;1;3
15;O1;F;3;3;1
16;O1;M;1;3;2
17;O1;F;2;3;2
18;O1;F;1;1;3
19;O1;F;3;3;3
20;O1;F;1;2;2
21;O1;F;1;2;2
22;O1;M;3;1;1
23;O1;M;1;1;3
24;O1;F;3;2;3
25;O1;F;3;1;2
26;O1;M;1;1;3
27;O1;F;2;1;1
28;O1;F;1;3;2
29;O1;M;2;2;1
30;O1;M;1;2;1
31;O1;M;2;2;2
32;O1;F;3;3;3
33;O1;M;3;3;3
34;O1;F;1;2;3
35;O1;M;2;2;3
36;O1;F;3;1;3
37;O1;F;1;2;1
38;O1;F;3;2;3
39;O1;F;2;1;1
40;O1;F;3;2;2
41;O1;M;1;1;2
42;O1;F;2;1;2
43;O1;F;3;3;1
44;O1;M;3;2;3
45;O1;F;3;2;2
46;O1;M;2;2;1
47;O1;F;2;3;3
48;O1;F;3;3;1
49;O1;F;3;3;3
50;O1;F;2;3;3
51;O1;M;3;1;2
52;O1;F;3;3;2
53;O1;M;1;2;1
54;O1;M;3;1;1
55;O1;M;2;2;2
56;O1;M;2;2;2
57;O1;F;1;2;3
58;O1;M;1;2;2
