# ------------------------------------------------------------
# Instancia sintetica para pruebas del modelo exacto
# L = 27 estudiantes por curso
# P = 5 preferencias por estudiante
# C = 2 cursos nuevos
# Total = 54 estudiantes
# ------------------------------------------------------------

# INSTANCIA DE REASIGNACION DE ESTUDIANTES
# Este archivo contiene los datos de entrada de la instancia. La solucion se guarda aparte.

[INSTANCIA]
nombre=c_n_27_l_5_s_2_i_1
semilla=50325
N=54
C=2
L=27
P=5

[CURSOS_NUEVOS]
curso;capacidad
1;27
2;27

[BALANCE_GENERO]
grupos=F,M
diferencia_maxima=1

[CURSOS_ORIGEN]
cursos_origen=O1,O2
minimo_O1=12
minimo_O2=12

[CRITERIOS_BALANCE]
criterios=academico,socioemocional,convivencia
niveles=1,2,3

[ESTUDIANTES]
estudiante;curso_origen;genero;academico;socioemocional;convivencia
1;O1;F;1;3;3
2;O1;M;3;2;1
3;O1;F;3;1;3
4;O1;M;1;1;1
5;O1;M;1;2;1
6;O1;M;3;2;1
7;O1;F;3;3;2
8;O1;M;1;2;2
9;O1;M;3;3;2
10;O1;M;1;1;2
11;O1;M;3;1;1
12;O1;F;2;1;1
13;O1;M;1;1;3
14;O1;M;1;1;3
15;O1;F;1;1;1
16;O1;F;1;2;2
17;O1;M;1;2;3
18;O1;M;2;1;3
19;O1;F;2;2;3
20;O1;M;1;3;3
21;O1;F;1;3;2
22;O1;F;1;3;1
23;O1;F;3;2;2
24;O1;M;3;3;1
25;O1;F;3;3;1
26;O1;F;1;2;2
27;O1;F;3;3;2
28;O2;M;1;1;2
29;O2;F;3;1;2
30;O2;F;3;2;1
31;O2;F;1;3;3
32;O2;M;2;2;3
33;O2;M;3;2;1
34;O2;M;3;2;1
35;O2;M;3;2;2
36;O2;F;2;2;3
37;O2;F;2;3;1
38;O2;M;3;3;2
39;O2;M;3;2;3
40;O2;M;3;2;2
41;O2;F;2;3;3
42;O2;M;3;1;1
43;O2;M;1;3;2
44;O2;M;1;1;2
45;O2;F;1;1;2
46;O2;M;1;2;3
47;O2;F;3;1;3
48;O2;M;2;3;3
49;O2;F;3;2;3
50;O2;F;3;3;3
51;O2;M;1;3;2
52;O2;F;3;1;1
53;O2;F;3;3;1
54;O2;F;2;2;1

[PREFERENCIAS]
# En esta familia P=5, por lo que cada estudiante tiene 5 preferencias
estudiante;preferencia_1;preferencia_2;preferencia_3;preferencia_4;preferencia_5
1;49;52;22;17;9
2;13;19;45;48;20
3;38;48;27;26;13
4;1;49;3;24;43
5;41;7;46;17;21
6;15;41;21;7;42
7;6;34;5;40;49
8;52;23;2;27;37
9;3;46;25;24;50
10;42;54;20;38;17
11;41;17;32;24;20
12;42;24;22;32;34
13;26;36;44;27;25
14;17;20;27;23;41
15;48;11;3;17;14
16;23;52;48;21;6
17;20;48;53;2;41
18;13;44;5;11;37
19;16;41;2;12;43
20;6;5;37;24;43
21;37;6;20;4;23
22;45;19;16;40;41
23;5;4;12;26;48
24;7;16;36;54;18
25;45;18;29;6;44
26;54;23;47;17;39
27;23;8;43;16;9
28;8;36;20;25;42
29;13;53;39;37;35
30;1;24;49;43;7
31;44;10;43;46;16
32;13;14;26;23;25
33;29;24;27;50;1
34;29;48;38;3;35
35;38;54;53;40;17
36;23;35;24;48;33
37;33;43;9;48;53
38;12;29;26;21;42
39;10;22;30;49;27
40;3;24;1;36;17
41;28;34;12;32;4
42;51;16;21;40;17
43;2;44;31;16;39
44;31;24;48;37;20
45;6;40;9;20;4
46;21;38;31;10;23
47;37;48;5;12;13
48;44;12;41;16;11
49;11;48;29;16;39
50;39;1;38;40;32
51;47;19;34;37;8
52;23;36;34;19;18
53;14;40;21;42;3
54;28;13;25;52;42

[SEPARACIONES]
estudiante_i;estudiante_j
4;23
5;25
5;53
7;26
7;40
10;48
13;50
14;40
20;24
24;51
25;38
34;47
38;41
38;50

[NOTAS]
generacion=aleatoria_controlada
preferencias_por_estudiante=P_fijo
genero=balanceado_dentro_de_cada_curso_de_origen
criterios_perfil=sorteados_de_forma_independiente
separaciones=aprox_N_div_4
estado=instancia_de_experimento
pesos_funcion_objetivo=no_incluidos_en_la_instancia
factibilidad=se_uso_una_asignacion_testigo_solo_para_generar_la_instancia
