# ------------------------------------------------------------
# Instancia sintetica para pruebas del modelo exacto
# L = 18 estudiantes por curso
# P = 5 preferencias por estudiante
# C = 3 cursos nuevos
# Total = 54 estudiantes
# ------------------------------------------------------------

# INSTANCIA DE REASIGNACION DE ESTUDIANTES
# Este archivo contiene los datos de entrada de la instancia. La solucion se guarda aparte.

[INSTANCIA]
nombre=c_n_18_l_5_s_3_i_9
semilla=50455
N=54
C=3
L=18
P=5

[CURSOS_NUEVOS]
curso;capacidad
1;18
2;18
3;18

[BALANCE_GENERO]
grupos=F,M
diferencia_maxima=1

[CURSOS_ORIGEN]
cursos_origen=O1,O2,O3
minimo_O1=5
minimo_O2=5
minimo_O3=5

[CRITERIOS_BALANCE]
criterios=academico,socioemocional,convivencia
niveles=1,2,3

[ESTUDIANTES]
estudiante;curso_origen;genero;academico;socioemocional;convivencia
1;O1;M;3;3;1
2;O1;M;1;1;2
3;O1;M;3;3;2
4;O1;F;1;1;2
5;O1;M;2;1;2
6;O1;F;2;2;3
7;O1;M;3;1;3
8;O1;F;1;3;1
9;O1;F;3;2;2
10;O1;M;3;3;3
11;O1;M;1;1;1
12;O1;M;3;1;1
13;O1;F;1;2;1
14;O1;F;3;2;3
15;O1;F;1;2;1
16;O1;M;1;2;2
17;O1;F;2;2;3
18;O1;F;3;2;1
19;O2;M;3;1;1
20;O2;F;1;1;2
21;O2;F;3;2;3
22;O2;F;3;1;1
23;O2;M;2;2;3
24;O2;M;2;2;3
25;O2;M;3;3;2
26;O2;M;2;3;2
27;O2;F;3;2;2
28;O2;M;2;1;2
29;O2;M;3;3;3
30;O2;F;2;1;3
31;O2;M;1;3;1
32;O2;F;3;2;2
33;O2;F;3;2;2
34;O2;F;2;3;2
35;O2;M;2;3;2
36;O2;F;3;1;1
37;O3;F;1;1;3
38;O3;F;1;1;2
39;O3;F;1;1;2
40;O3;M;2;3;3
41;O3;F;2;3;2
42;O3;M;1;1;2
43;O3;F;1;3;2
44;O3;M;2;2;2
45;O3;M;1;1;1
46;O3;M;2;2;2
47;O3;F;2;3;2
48;O3;M;1;2;1
49;O3;M;2;2;3
50;O3;M;2;3;3
51;O3;M;1;2;3
52;O3;F;3;2;3
53;O3;F;1;2;2
54;O3;F;2;2;2

[PREFERENCIAS]
# En esta familia P=5, por lo que cada estudiante tiene 5 preferencias
estudiante;preferencia_1;preferencia_2;preferencia_3;preferencia_4;preferencia_5
1;21;17;32;12;29
2;49;44;16;48;32
3;14;44;22;5;20
4;50;43;20;41;44
5;12;43;53;4;38
6;43;7;34;52;39
7;41;52;19;43;49
8;41;46;53;20;27
9;6;38;50;32;40
10;15;17;3;34;24
11;35;51;53;14;34
12;35;41;2;47;34
13;30;2;42;40;44
14;7;10;13;47;25
15;12;23;54;3;48
16;15;49;12;4;39
17;29;46;16;36;21
18;24;33;2;15;38
19;3;11;29;8;35
20;24;46;22;51;49
21;30;44;16;43;37
22;17;48;41;34;40
23;8;21;20;39;34
24;54;21;22;28;7
25;28;48;34;22;23
26;51;5;54;34;23
27;32;50;51;4;24
28;18;12;9;36;30
29;37;49;50;8;39
30;15;37;10;23;48
31;34;54;3;45;32
32;17;11;53;45;41
33;10;26;48;24;9
34;9;1;53;42;33
35;29;2;7;27;20
36;16;52;10;33;2
37;35;15;47;22;27
38;48;39;20;25;54
39;52;48;9;41;18
40;4;30;53;23;26
41;1;35;48;47;28
42;6;20;21;28;51
43;52;48;46;7;38
44;9;33;40;32;45
45;12;29;3;32;35
46;23;16;30;53;10
47;36;4;30;19;17
48;49;33;22;31;12
49;8;43;33;3;19
50;22;42;7;31;49
51;1;32;21;52;20
52;4;43;48;7;22
53;9;47;39;7;1
54;47;18;4;12;43

[SEPARACIONES]
estudiante_i;estudiante_j
2;32
2;52
3;30
5;51
7;11
7;52
10;19
11;26
12;51
20;48
35;40
47;52
48;53
51;53

[NOTAS]
generacion=aleatoria_controlada
preferencias_por_estudiante=P_fijo
genero=balanceado_dentro_de_cada_curso_de_origen
criterios_perfil=sorteados_de_forma_independiente
separaciones=aprox_N_div_4
estado=instancia_de_experimento
pesos_funcion_objetivo=no_incluidos_en_la_instancia
factibilidad=se_uso_una_asignacion_testigo_solo_para_generar_la_instancia
