# ------------------------------------------------------------
# Instancia sintetica para pruebas del modelo exacto
# L = 27 estudiantes por curso
# P = 7 preferencias por estudiante
# C = 7 cursos nuevos
# Total = 189 estudiantes
# ------------------------------------------------------------

# INSTANCIA DE REASIGNACION DE ESTUDIANTES
# Este archivo contiene los datos de entrada de la instancia. La solucion se guarda aparte.

[INSTANCIA]
nombre=c_n_27_l_7_s_7_i_0
semilla=70837
N=189
C=7
L=27
P=7

[CURSOS_NUEVOS]
curso;capacidad
1;27
2;27
3;27
4;27
5;27
6;27
7;27

[BALANCE_GENERO]
grupos=F,M
diferencia_maxima=1

[CURSOS_ORIGEN]
cursos_origen=O1,O2,O3,O4,O5,O6,O7
minimo_O1=2
minimo_O2=2
minimo_O3=2
minimo_O4=2
minimo_O5=2
minimo_O6=2
minimo_O7=2

[CRITERIOS_BALANCE]
criterios=academico,socioemocional,convivencia
niveles=1,2,3

[ESTUDIANTES]
estudiante;curso_origen;genero;academico;socioemocional;convivencia
1;O1;F;1;3;2
2;O1;M;1;2;3
3;O1;F;2;2;2
4;O1;M;2;1;3
5;O1;F;1;1;3
6;O1;M;3;2;2
7;O1;F;2;3;2
8;O1;M;2;2;1
9;O1;M;3;1;3
10;O1;F;3;3;1
11;O1;F;2;1;2
12;O1;M;2;2;3
13;O1;F;3;3;3
14;O1;F;3;2;2
15;O1;M;1;2;2
16;O1;M;3;1;2
17;O1;M;2;2;3
18;O1;F;2;2;3
19;O1;M;1;2;1
20;O1;M;2;2;1
21;O1;F;2;1;3
22;O1;M;1;2;2
23;O1;F;2;2;3
24;O1;M;3;3;2
25;O1;F;3;2;3
26;O1;M;2;2;1
27;O1;F;3;2;1
28;O2;F;3;3;3
29;O2;M;1;2;1
30;O2;M;2;3;3
31;O2;F;1;1;3
32;O2;M;3;2;3
33;O2;M;2;3;1
34;O2;M;1;3;3
35;O2;F;3;3;2
36;O2;F;3;1;1
37;O2;F;1;2;1
38;O2;F;3;2;3
39;O2;M;1;2;3
40;O2;M;2;2;1
41;O2;M;2;2;3
42;O2;M;1;3;2
43;O2;F;3;1;1
44;O2;M;1;3;3
45;O2;M;1;3;3
46;O2;M;2;2;2
47;O2;F;2;2;2
48;O2;M;3;1;2
49;O2;F;2;2;3
50;O2;F;1;2;1
51;O2;F;2;2;1
52;O2;F;2;3;3
53;O2;M;1;2;1
54;O2;F;1;2;3
55;O3;F;3;1;3
56;O3;M;1;1;1
57;O3;M;3;1;2
58;O3;M;3;2;3
59;O3;M;1;2;2
60;O3;F;3;2;3
61;O3;M;2;1;3
62;O3;F;1;2;1
63;O3;M;3;1;3
64;O3;F;2;3;2
65;O3;M;1;2;1
66;O3;F;3;1;1
67;O3;F;3;1;2
68;O3;F;1;2;3
69;O3;F;3;1;3
70;O3;F;3;1;1
71;O3;M;3;2;2
72;O3;F;2;2;3
73;O3;M;2;1;3
74;O3;M;2;2;3
75;O3;M;3;3;1
76;O3;M;2;1;1
77;O3;F;2;1;2
78;O3;F;2;2;3
79;O3;M;2;2;1
80;O3;M;3;1;1
81;O3;F;1;1;2
82;O4;F;1;3;2
83;O4;M;3;3;2
84;O4;F;1;3;3
85;O4;F;1;2;2
86;O4;M;3;3;3
87;O4;M;1;2;3
88;O4;M;2;3;1
89;O4;F;3;1;2
90;O4;M;3;3;3
91;O4;M;1;1;1
92;O4;F;2;1;2
93;O4;M;1;3;1
94;O4;F;1;1;3
95;O4;F;3;1;3
96;O4;M;1;1;2
97;O4;F;2;3;2
98;O4;M;3;3;3
99;O4;F;3;2;3
100;O4;M;1;2;1
101;O4;F;1;3;2
102;O4;F;1;1;3
103;O4;M;3;1;2
104;O4;F;1;1;1
105;O4;F;2;2;3
106;O4;M;2;3;2
107;O4;M;1;3;2
108;O4;M;1;1;1
109;O5;F;2;3;2
110;O5;M;1;1;3
111;O5;M;3;3;3
112;O5;F;2;3;1
113;O5;M;3;2;1
114;O5;M;2;2;2
115;O5;M;3;1;3
116;O5;M;2;2;3
117;O5;F;1;1;1
118;O5;F;3;3;2
119;O5;F;2;3;2
120;O5;M;2;1;2
121;O5;M;3;1;1
122;O5;M;1;2;3
123;O5;M;3;1;3
124;O5;M;2;2;3
125;O5;F;3;2;3
126;O5;M;3;2;2
127;O5;F;1;3;1
128;O5;M;2;2;1
129;O5;F;2;1;1
130;O5;F;2;1;3
131;O5;F;3;1;3
132;O5;M;1;1;3
133;O5;F;1;3;1
134;O5;F;1;1;2
135;O5;F;1;2;3
136;O6;M;1;1;2
137;O6;F;1;1;1
138;O6;M;2;3;1
139;O6;M;3;3;1
140;O6;F;3;1;2
141;O6;M;3;1;1
142;O6;M;1;3;2
143;O6;F;2;3;2
144;O6;F;1;1;1
145;O6;M;2;1;2
146;O6;F;3;1;3
147;O6;F;3;2;2
148;O6;M;2;3;1
149;O6;M;3;1;1
150;O6;M;1;3;3
151;O6;F;3;1;1
152;O6;F;2;1;1
153;O6;F;1;3;3
154;O6;F;1;3;2
155;O6;F;2;1;1
156;O6;M;2;2;1
157;O6;M;1;3;2
158;O6;M;2;3;2
159;O6;M;3;1;1
160;O6;M;1;1;3
161;O6;F;1;3;3
162;O6;F;3;3;3
163;O7;F;1;1;3
164;O7;F;1;3;3
165;O7;F;1;3;3
166;O7;F;1;2;2
167;O7;F;3;3;3
168;O7;M;3;2;2
169;O7;M;3;3;3
170;O7;M;1;2;3
171;O7;M;2;2;2
172;O7;M;1;3;2
173;O7;M;1;2;2
