# ------------------------------------------------------------
# Instancia sintetica para pruebas del modelo exacto
# L = 36 estudiantes por curso
# P = 5 preferencias por estudiante
# C = 2 cursos nuevos
# Total = 72 estudiantes
# ------------------------------------------------------------

# INSTANCIA DE REASIGNACION DE ESTUDIANTES
# Este archivo contiene los datos de entrada de la instancia. La solucion se guarda aparte.

[INSTANCIA]
nombre=c_n_36_l_5_s_2_i_7
semilla=50394
N=72
C=2
L=36
P=5

[CURSOS_NUEVOS]
curso;capacidad
1;36
2;36

[BALANCE_GENERO]
grupos=F,M
diferencia_maxima=1

[CURSOS_ORIGEN]
cursos_origen=O1,O2
minimo_O1=17
minimo_O2=17

[CRITERIOS_BALANCE]
criterios=academico,socioemocional,convivencia
niveles=1,2,3

[ESTUDIANTES]
estudiante;curso_origen;genero;academico;socioemocional;convivencia
1;O1;F;1;1;3
2;O1;M;3;2;2
3;O1;F;2;3;2
4;O1;F;1;3;2
5;O1;M;3;2;2
6;O1;M;1;1;3
7;O1;F;2;3;2
8;O1;F;3;2;2
9;O1;M;3;1;3
10;O1;M;3;3;3
11;O1;M;2;3;3
12;O1;F;1;2;3
13;O1;F;1;2;3
14;O1;F;2;1;2
15;O1;M;1;1;1
16;O1;F;2;3;1
17;O1;M;1;3;2
18;O1;M;2;2;2
19;O1;F;2;3;3
20;O1;F;3;3;1
21;O1;M;1;2;2
22;O1;F;1;2;2
23;O1;F;3;1;3
24;O1;M;1;2;2
25;O1;M;3;3;2
26;O1;M;2;3;2
27;O1;M;1;2;2
28;O1;M;1;3;3
29;O1;M;1;1;3
30;O1;M;1;2;3
31;O1;F;3;3;3
32;O1;M;1;1;1
33;O1;F;2;3;2
34;O1;F;2;1;3
35;O1;F;2;3;2
36;O1;F;1;3;2
37;O2;M;3;3;2
38;O2;M;3;3;1
39;O2;M;3;2;3
40;O2;M;3;2;1
41;O2;M;2;1;2
42;O2;F;2;3;3
43;O2;M;1;1;1
44;O2;F;2;2;1
45;O2;M;2;2;3
46;O2;M;3;3;3
47;O2;M;1;1;2
48;O2;M;3;1;3
49;O2;F;3;2;1
50;O2;F;3;2;1
51;O2;F;1;3;2
52;O2;M;2;1;2
53;O2;F;2;2;1
54;O2;F;2;1;3
55;O2;F;1;3;3
56;O2;F;3;1;3
57;O2;F;2;1;3
58;O2;F;2;3;3
59;O2;F;2;3;1
60;O2;M;2;3;3
61;O2;M;2;1;1
62;O2;F;2;3;2
63;O2;M;2;2;2
64;O2;F;1;2;2
65;O2;F;2;3;1
66;O2;M;3;3;1
67;O2;F;1;1;3
68;O2;F;1;1;1
69;O2;M;1;2;1
70;O2;M;1;3;2
71;O2;M;2;2;2
72;O2;F;1;3;2

[PREFERENCIAS]
# En esta familia P=5, por lo que cada estudiante tiene 5 preferencias
estudiante;preferencia_1;preferencia_2;preferencia_3;preferencia_4;preferencia_5
1;33;43;17;16;71
2;62;18;70;55;64
3;59;54;72;46;1
4;15;13;71;52;67
5;31;63;6;54;40
6;26;39;72;71;49
7;59;51;44;38;43
8;34;37;68;24;71
9;32;18;38;14;28
10;11;72;48;47;6
11;55;43;32;67;68
12;24;23;20;21;31
13;55;62;68;7;12
14;1;70;44;39;6
15;66;1;65;40;5
16;26;47;42;63;41
17;48;43;23;55;38
18;37;35;23;69;21
19;40;67;62;50;56
20;33;29;16;35;62
21;54;33;40;53;4
22;5;30;36;44;65
23;26;65;13;3;19
24;56;31;68;20;27
25;69;1;50;56;55
26;44;49;51;5;68
27;71;15;63;51;6
28;35;24;3;36;12
29;67;42;12;2;54
30;34;25;5;66;44
31;67;43;35;52;13
32;38;8;34;67;50
33;63;71;26;57;53
34;9;36;46;68;17
35;19;15;30;38;54
36;70;2;32;55;11
37;8;59;9;35;26
38;66;41;34;13;25
39;48;38;21;27;20
40;64;9;31;48;10
41;16;21;55;11;10
42;52;39;29;54;35
43;71;25;70;35;16
44;15;46;39;13;19
45;63;13;54;61;16
46;33;15;12;66;70
47;28;4;25;10;8
48;32;23;64;11;4
49;22;26;54;48;62
50;62;8;15;64;55
51;67;42;56;8;44
52;69;5;2;23;50
53;3;11;25;46;50
54;41;7;50;27;32
55;26;58;57;48;63
56;26;20;17;35;4
57;1;39;14;69;68
58;66;57;8;42;49
59;32;19;15;68;70
60;42;13;6;8;40
61;43;27;46;14;70
62;71;9;44;66;46
63;51;18;11;70;64
64;53;14;27;71;2
65;70;64;2;67;11
66;49;7;9;21;35
67;41;64;27;36;34
68;4;61;36;55;3
69;47;32;64;41;21
70;69;63;7;45;36
71;2;5;29;22;63
72;21;2;41;36;30

[SEPARACIONES]
estudiante_i;estudiante_j
3;33
4;34
11;28
12;33
14;51
15;44
17;35
20;27
24;31
24;46
24;55
31;33
36;66
38;66
40;68
43;51
49;69
56;72

[NOTAS]
generacion=aleatoria_controlada
preferencias_por_estudiante=P_fijo
genero=balanceado_dentro_de_cada_curso_de_origen
criterios_perfil=sorteados_de_forma_independiente
separaciones=aprox_N_div_4
estado=instancia_de_experimento
pesos_funcion_objetivo=no_incluidos_en_la_instancia
factibilidad=se_uso_una_asignacion_testigo_solo_para_generar_la_instancia
