# ------------------------------------------------------------
# Instancia sintetica para pruebas del modelo exacto
# L = 72 estudiantes por curso
# P = 7 preferencias por estudiante
# C = 5 cursos nuevos
# Total = 360 estudiantes
# ------------------------------------------------------------

# INSTANCIA DE REASIGNACION DE ESTUDIANTES
# Este archivo contiene los datos de entrada de la instancia. La solucion se guarda aparte.

[INSTANCIA]
nombre=c_n_72_l_7_s_5_i_6
semilla=70812
N=360
C=5
L=72
P=7

[CURSOS_NUEVOS]
curso;capacidad
1;72
2;72
3;72
4;72
5;72

[BALANCE_GENERO]
grupos=F,M
diferencia_maxima=1

[CURSOS_ORIGEN]
cursos_origen=O1,O2,O3,O4,O5
minimo_O1=13
minimo_O2=13
minimo_O3=13
minimo_O4=13
minimo_O5=13

[CRITERIOS_BALANCE]
criterios=academico,socioemocional,convivencia
niveles=1,2,3

[ESTUDIANTES]
estudiante;curso_origen;genero;academico;socioemocional;convivencia
1;O1;M;1;1;1
2;O1;F;2;2;1
3;O1;M;1;1;1
4;O1;F;3;3;1
5;O1;M;1;1;3
6;O1;M;1;3;3
7;O1;F;3;1;1
8;O1;M;3;3;2
9;O1;M;2;3;2
10;O1;F;2;1;1
11;O1;F;3;1;3
12;O1;M;2;2;3
13;O1;F;2;1;3
14;O1;F;1;3;2
15;O1;M;1;2;1
16;O1;M;3;2;3
17;O1;F;2;3;2
18;O1;F;3;3;1
19;O1;M;1;2;1
20;O1;M;2;3;3
21;O1;F;3;1;1
22;O1;M;2;3;1
23;O1;M;3;2;1
24;O1;M;3;1;2
25;O1;M;2;3;3
26;O1;M;1;3;3
27;O1;F;2;2;2
28;O1;M;3;1;1
29;O1;F;2;2;1
30;O1;F;3;3;1
31;O1;F;3;3;3
32;O1;F;3;3;3
33;O1;M;3;3;1
34;O1;F;3;3;2
35;O1;M;2;2;2
36;O1;M;2;3;3
37;O1;M;1;2;3
38;O1;M;1;2;2
39;O1;F;1;2;2
40;O1;M;2;3;1
41;O1;M;3;1;1
42;O1;F;3;2;2
43;O1;F;1;1;1
44;O1;M;3;3;3
45;O1;M;1;2;3
46;O1;M;3;1;3
47;O1;F;2;2;3
48;O1;F;2;3;1
49;O1;F;2;1;2
50;O1;F;1;2;2
51;O1;F;3;3;3
52;O1;F;3;3;2
53;O1;F;2;1;1
54;O1;F;1;1;2
55;O1;F;1;3;1
56;O1;M;2;2;1
57;O1;F;1;3;2
58;O1;F;1;1;2
59;O1;M;3;2;1
60;O1;F;2;1;2
61;O1;F;1;3;3
62;O1;F;3;2;3
63;O1;F;2;2;2
64;O1;M;1;1;3
65;O1;M;1;3;1
66;O1;M;2;3;1
67;O1;F;1;2;2
68;O1;M;3;1;1
69;O1;M;1;2;2
70;O1;M;3;3;2
71;O1;M;1;1;3
72;O1;F;1;1;1
73;O2;F;1;1;3
74;O2;M;1;2;2
75;O2;F;2;1;3
76;O2;M;3;3;3
77;O2;F;1;1;1
78;O2;M;3;3;2
79;O2;M;3;1;1
80;O2;F;2;2;3
81;O2;M;3;1;1
82;O2;M;2;2;3
83;O2;M;1;3;2
84;O2;M;2;3;2
85;O2;F;3;3;2
86;O2;F;3;3;2
87;O2;F;3;1;2
88;O2;F;3;3;3
89;O2;M;1;3;2
90;O2;F;1;2;1
91;O2;M;3;2;2
92;O2;M;2;2;1
93;O2;M;2;2;3
94;O2;M;3;3;1
95;O2;F;2;3;3
96;O2;M;1;2;1
97;O2;F;3;3;1
98;O2;M;1;1;1
99;O2;F;1;1;1
100;O2;F;2;2;1
101;O2;M;2;2;2
102;O2;F;3;1;3
103;O2;M;2;1;2
104;O2;M;3;1;2
105;O2;M;3;2;2
106;O2;M;3;1;1
107;O2;M;2;3;3
108;O2;F;1;1;1
109;O2;F;2;3;1
110;O2;F;1;2;1
111;O2;F;3;3;2
112;O2;M;2;1;1
113;O2;M;3;1;2
114;O2;F;3;3;2
115;O2;F;2;1;1
116;O2;M;1;2;1
117;O2;F;2;3;2
118;O2;F;1;1;2
119;O2;F;3;2;3
120;O2;F;1;1;2
121;O2;F;2;3;3
122;O2;F;3;1;1
123;O2;F;1;3;2
124;O2;M;3;1;2
125;O2;M;1;1;3
126;O2;M;2;1;2
127;O2;F;2;1;1
128;O2;F;2;2;1
129;O2;M;3;2;3
130;O2;M;3;2;2
131;O2;F;3;3;2
132;O2;M;2;2;3
133;O2;M;1;3;2
134;O2;F;1;3;3
135;O2;F;2;1;2
136;O2;M;2;3;3
137;O2;F;3;3;2
138;O2;M;1;2;3
139;O2;M;1;1;3
140;O2;F;2;3;3
141;O2;F;1;3;1
142;O2;F;3;1;3
143;O2;M;2;2;1
144;O2;M;3;3;2
145;O3;F;3;2;2
146;O3;M;2;3;1
147;O3;F;2;1;3
148;O3;M;2;3;3
149;O3;F;2;1;3
150;O3;M;3;2;2
151;O3;M;2;3;1
152;O3;M;1;2;2
153;O3;M;2;1;3
154;O3;F;2;1;2
155;O3;F;1;1;3
156;O3;F;2;2;3
157;O3;F;2;2;3
158;O3;F;1;1;2
159;O3;M;1;1;3
160;O3;F;1;2;2
161;O3;M;2;3;2
162;O3;F;1;1;2
163;O3;F;3;2;1
164;O3;F;3;3;1
165;O3;M;1;2;3
166;O3;F;3;1;3
167;O3;F;3;3;3
168;O3;F;1;2;2
169;O3;M;1;2;3
170;O3;F;1;3;2
171;O3;M;2;3;2
172;O3;M;3;1;1
173;O3;M;1;2;2
174;O3;M;2;3;1
175;O3;F;1;2;1
176;O3;M;2;2;2
177;O3;M;2;3;2
178;O3;F;3;2;1
179;O3;F;1;2;1
180;O3;F;3;3;1
181;O3;F;2;1;3
182;O3;F;3;1;1
183;O3;F;1;3;3
184;O3;M;3;3;2
185;O3;F;1;1;2
186;O3;M;2;1;1
187;O3;F;3;3;3
188;O3;M;3;1;1
189;O3;M;1;3;3
190;O3;F;2;3;2
191;O3;F;1;3;3
192;O3;M;1;2;1
193;O3;F;3;3;1
194;O3;M;1;2;2
