# ------------------------------------------------------------
# Instancia sintetica para pruebas del modelo exacto
# L = 36 estudiantes por curso
# P = 7 preferencias por estudiante
# C = 5 cursos nuevos
# Total = 180 estudiantes
# ------------------------------------------------------------

# INSTANCIA DE REASIGNACION DE ESTUDIANTES
# Este archivo contiene los datos de entrada de la instancia. La solucion se guarda aparte.

[INSTANCIA]
nombre=c_n_36_l_7_s_5_i_1
semilla=70669
N=180
C=5
L=36
P=7

[CURSOS_NUEVOS]
curso;capacidad
1;36
2;36
3;36
4;36
5;36

[BALANCE_GENERO]
grupos=F,M
diferencia_maxima=1

[CURSOS_ORIGEN]
cursos_origen=O1,O2,O3,O4,O5
minimo_O1=6
minimo_O2=6
minimo_O3=6
minimo_O4=6
minimo_O5=6

[CRITERIOS_BALANCE]
criterios=academico,socioemocional,convivencia
niveles=1,2,3

[ESTUDIANTES]
estudiante;curso_origen;genero;academico;socioemocional;convivencia
1;O1;F;2;2;3
2;O1;F;1;1;2
3;O1;M;2;1;1
4;O1;M;2;1;2
5;O1;F;2;1;3
6;O1;M;2;1;2
7;O1;M;1;1;3
8;O1;M;3;3;2
9;O1;F;1;2;2
10;O1;M;1;1;1
11;O1;M;2;1;1
12;O1;F;2;1;2
13;O1;F;3;1;3
14;O1;F;2;1;1
15;O1;F;1;3;2
16;O1;M;1;1;3
17;O1;F;3;2;1
18;O1;M;2;2;3
19;O1;F;2;3;1
20;O1;M;3;1;1
21;O1;M;3;1;1
22;O1;F;2;2;2
23;O1;M;3;2;2
24;O1;F;3;2;3
25;O1;M;2;3;2
26;O1;F;3;3;2
27;O1;F;1;2;2
28;O1;M;1;2;3
29;O1;M;2;2;2
30;O1;M;3;2;2
31;O1;M;1;1;2
32;O1;M;3;3;3
33;O1;F;3;2;2
34;O1;F;1;2;2
35;O1;F;1;1;1
36;O1;F;2;3;2
37;O2;M;3;3;2
38;O2;M;2;3;3
39;O2;M;1;2;3
40;O2;F;3;3;1
41;O2;F;1;2;2
42;O2;F;1;1;2
43;O2;F;3;1;2
44;O2;M;2;2;3
45;O2;F;3;3;1
46;O2;F;3;2;2
47;O2;M;1;1;1
48;O2;M;1;3;3
49;O2;F;1;1;1
50;O2;F;3;3;1
51;O2;F;1;3;1
52;O2;F;3;1;2
53;O2;F;2;2;1
54;O2;F;1;1;1
55;O2;F;1;1;3
56;O2;M;3;1;1
57;O2;M;2;1;3
58;O2;F;2;3;3
59;O2;M;1;3;1
60;O2;M;1;1;3
61;O2;F;2;3;1
62;O2;M;1;2;3
63;O2;F;2;2;2
64;O2;M;1;2;3
65;O2;M;2;1;1
66;O2;M;1;3;2
67;O2;M;2;1;1
68;O2;F;2;1;1
69;O2;F;1;1;2
70;O2;M;1;3;1
71;O2;M;2;3;1
72;O2;M;2;1;1
73;O3;M;3;3;3
74;O3;F;3;1;2
75;O3;M;2;2;2
76;O3;F;1;3;2
77;O3;F;2;2;1
78;O3;F;1;1;2
79;O3;M;3;3;2
80;O3;F;1;3;2
81;O3;M;1;2;1
82;O3;M;1;2;2
83;O3;M;2;1;2
84;O3;F;2;1;2
85;O3;F;2;3;1
86;O3;F;1;3;1
87;O3;M;3;1;1
88;O3;M;3;1;2
89;O3;M;3;1;1
90;O3;F;1;3;2
91;O3;M;1;1;3
92;O3;M;2;1;1
93;O3;F;1;3;2
94;O3;F;2;3;1
95;O3;M;3;2;2
96;O3;F;2;3;1
97;O3;F;2;3;2
98;O3;M;1;1;2
99;O3;F;3;3;1
100;O3;M;2;2;1
101;O3;F;3;2;2
102;O3;M;2;2;1
103;O3;F;1;1;3
104;O3;M;1;1;2
105;O3;F;2;2;2
106;O3;M;2;2;2
107;O3;M;1;2;3
108;O3;F;3;1;2
109;O4;M;1;3;2
110;O4;M;3;2;1
111;O4;F;2;2;2
112;O4;F;3;2;2
113;O4;F;2;1;3
114;O4;F;1;1;3
115;O4;F;3;3;1
116;O4;M;3;3;3
117;O4;F;3;2;3
118;O4;F;3;1;3
119;O4;M;2;2;3
120;O4;M;3;3;3
121;O4;F;2;1;3
122;O4;M;3;1;1
123;O4;F;1;1;1
124;O4;M;2;1;1
125;O4;M;2;1;2
126;O4;M;2;1;1
127;O4;M;1;3;1
128;O4;F;2;3;3
129;O4;F;2;1;1
130;O4;F;3;3;1
131;O4;F;3;2;1
132;O4;M;1;1;2
133;O4;M;1;3;2
134;O4;M;2;2;1
135;O4;F;3;2;3
136;O4;F;2;3;2
137;O4;F;1;1;3
138;O4;M;1;3;3
139;O4;M;2;2;2
140;O4;M;2;2;3
141;O4;M;1;1;3
142;O4;F;1;1;1
143;O4;M;2;2;3
144;O4;F;2;3;2
145;O5;M;3;2;1
146;O5;M;1;2;1
147;O5;M;1;3;2
148;O5;M;3;3;2
149;O5;M;1;2;1
150;O5;M;3;3;3
151;O5;F;1;1;3
152;O5;F;1;3;3
153;O5;F;2;2;2
154;O5;F;1;2;2
155;O5;M;2;3;2
156;O5;F;3;1;2
157;O5;M;3;1;3
158;O5;M;1;3;2
159;O5;M;1;1;1
160;O5;F;3;3;1
161;O5;F;1;3;2
162;O5;F;1;1;2
163;O5;M;1;1;2
164;O5;F;3;3;1
165;O5;M;2;1;3
166;O5;F;1;1;2
167;O5;F;3;2;3
168;O5;F;2;2;1
169;O5;F;2;3;3
170;O5;M;2;2;3
171;O5;M;2;3;1
172;O5;M;3;3;2
173;O5;F;3;1;1
174;O5;F;3;3;2
175;O5;M;2;1;2
176;O5;F;2;1;3
177;O5;M;3;3;2
178;O5;M;2;2;1
179;O5;F;1;1;1
180;O5;F;3;1;1

[PREFERENCIAS]
# En esta familia P=7, por lo que cada estudiante tiene 7 preferencias
estudiante;preferencia_1;preferencia_2;preferencia_3;preferencia_4;preferencia_5;preferencia_6;preferencia_7
1;82;121;69;61;3;18;135
2;73;93;19;131;80;29;17
3;141;96;99;41;180;23;30
4;7;35;150;55;126;53;17
5;112;37;89;171;103;116;170
6;146;1;2;63;140;124;10
7;70;164;25;97;168;10;17
8;166;64;163;54;28;70;58
9;14;25;90;173;97;107;161
10;126;172;1;68;36;14;58
11;173;25;100;89;18;50;87
12;52;94;172;23;47;173;158
13;44;53;25;26;95;116;71
14;25;111;47;27;21;58;4
15;27;155;172;131;60;56;68
16;153;49;28;125;18;173;147
17;87;57;14;3;96;140;169
18;45;153;136;21;48;130;10
19;27;177;76;28;89;125;113
20;162;57;150;53;104;166;126
21;80;130;48;24;122;13;108
22;39;28;78;14;99;113;102
23;9;12;148;63;159;160;114
24;31;35;131;113;5;12;73
25;154;62;59;152;104;109;144
26;2;22;110;19;126;142;176
27;163;97;167;21;56;52;139
28;48;137;67;131;147;110;31
29;83;143;53;173;157;104;14
30;42;91;143;84;95;116;48
31;169;103;79;94;107;140;87
32;151;178;103;142;128;82;109
33;85;178;22;142;12;180;103
34;72;74;17;59;146;46;111
35;14;47;104;1;126;7;176
