# ------------------------------------------------------------
# Instancia sintetica para pruebas del modelo exacto
# L = 18 estudiantes por curso
# P = 5 preferencias por estudiante
# C = 3 cursos nuevos
# Total = 54 estudiantes
# ------------------------------------------------------------

# INSTANCIA DE REASIGNACION DE ESTUDIANTES
# Este archivo contiene los datos de entrada de la instancia. La solucion se guarda aparte.

[INSTANCIA]
nombre=c_n_18_l_5_s_3_i_8
semilla=50448
N=54
C=3
L=18
P=5

[CURSOS_NUEVOS]
curso;capacidad
1;18
2;18
3;18

[BALANCE_GENERO]
grupos=F,M
diferencia_maxima=1

[CURSOS_ORIGEN]
cursos_origen=O1,O2,O3
minimo_O1=5
minimo_O2=5
minimo_O3=5

[CRITERIOS_BALANCE]
criterios=academico,socioemocional,convivencia
niveles=1,2,3

[ESTUDIANTES]
estudiante;curso_origen;genero;academico;socioemocional;convivencia
1;O1;F;1;2;2
2;O1;M;3;1;3
3;O1;F;1;2;2
4;O1;F;2;1;2
5;O1;M;3;1;1
6;O1;M;3;2;2
7;O1;F;3;1;2
8;O1;M;2;3;3
9;O1;F;3;1;3
10;O1;M;3;3;3
11;O1;F;2;1;1
12;O1;F;1;2;3
13;O1;F;1;2;2
14;O1;F;1;3;1
15;O1;M;1;3;1
16;O1;M;1;3;3
17;O1;M;2;2;2
18;O1;M;3;2;1
19;O2;M;1;3;1
20;O2;M;2;2;3
21;O2;F;2;1;2
22;O2;M;3;1;1
23;O2;F;2;2;2
24;O2;M;1;3;1
25;O2;F;1;3;3
26;O2;F;2;2;3
27;O2;M;2;2;2
28;O2;M;3;1;3
29;O2;M;1;3;2
30;O2;F;2;2;2
31;O2;M;2;2;1
32;O2;F;3;3;2
33;O2;F;3;2;1
34;O2;F;2;1;2
35;O2;M;1;2;1
36;O2;F;1;1;3
37;O3;F;1;2;1
38;O3;F;2;3;1
39;O3;M;3;2;1
40;O3;M;2;2;1
41;O3;F;3;2;1
42;O3;M;3;1;1
43;O3;F;1;3;2
44;O3;M;1;1;3
45;O3;M;3;1;3
46;O3;M;2;2;3
47;O3;F;3;3;1
48;O3;F;2;3;2
49;O3;F;1;2;2
50;O3;M;3;2;3
51;O3;M;1;2;2
52;O3;F;3;1;2
53;O3;F;1;3;3
54;O3;M;2;2;1

[PREFERENCIAS]
# En esta familia P=5, por lo que cada estudiante tiene 5 preferencias
estudiante;preferencia_1;preferencia_2;preferencia_3;preferencia_4;preferencia_5
1;49;33;46;15;41
2;28;13;29;48;11
3;53;34;48;27;20
4;14;40;16;18;33
5;42;6;20;3;15
6;14;50;10;27;16
7;18;36;31;27;24
8;30;20;9;37;1
9;46;28;19;3;52
10;24;7;29;12;48
11;38;18;28;6;20
12;21;36;51;46;14
13;12;28;27;43;4
14;22;12;49;29;3
15;44;32;19;16;52
16;46;21;54;49;17
17;42;9;27;35;50
18;19;32;6;26;50
19;14;17;7;3;31
20;10;29;23;21;28
21;31;13;4;36;11
22;50;39;17;24;42
23;4;25;36;14;35
24;2;5;54;16;52
25;29;36;5;27;2
26;5;31;46;23;48
27;9;26;20;49;42
28;19;1;26;13;2
29;7;9;40;15;2
30;33;1;17;36;22
31;53;4;46;18;21
32;33;42;34;52;13
33;3;5;53;24;1
34;38;37;24;35;27
35;8;34;53;49;6
36;31;29;3;7;26
37;8;10;21;4;12
38;41;24;12;25;47
39;11;1;51;48;8
40;24;42;36;4;54
41;5;9;27;17;29
42;20;13;51;8;21
43;14;32;33;49;3
44;20;18;16;4;15
45;23;52;15;6;50
46;27;30;33;31;28
47;33;44;34;30;12
48;1;24;14;37;44
49;21;45;10;50;19
50;21;51;2;54;35
51;42;7;53;33;32
52;34;31;44;17;26
53;11;26;13;41;14
54;9;32;4;17;27

[SEPARACIONES]
estudiante_i;estudiante_j
1;14
2;34
4;33
5;43
8;15
11;21
14;44
17;53
20;35
22;52
23;37
26;46
34;54
35;43

[NOTAS]
generacion=aleatoria_controlada
preferencias_por_estudiante=P_fijo
genero=balanceado_dentro_de_cada_curso_de_origen
criterios_perfil=sorteados_de_forma_independiente
separaciones=aprox_N_div_4
estado=instancia_de_experimento
pesos_funcion_objetivo=no_incluidos_en_la_instancia
factibilidad=se_uso_una_asignacion_testigo_solo_para_generar_la_instancia
