# ------------------------------------------------------------
# Instancia sintetica para pruebas del modelo exacto
# L = 36 estudiantes por curso
# P = 5 preferencias por estudiante
# C = 2 cursos nuevos
# Total = 72 estudiantes
# ------------------------------------------------------------

# INSTANCIA DE REASIGNACION DE ESTUDIANTES
# Este archivo contiene los datos de entrada de la instancia. La solucion se guarda aparte.

[INSTANCIA]
nombre=c_n_36_l_5_s_2_i_1
semilla=50352
N=72
C=2
L=36
P=5

[CURSOS_NUEVOS]
curso;capacidad
1;36
2;36

[BALANCE_GENERO]
grupos=F,M
diferencia_maxima=1

[CURSOS_ORIGEN]
cursos_origen=O1,O2
minimo_O1=17
minimo_O2=17

[CRITERIOS_BALANCE]
criterios=academico,socioemocional,convivencia
niveles=1,2,3

[ESTUDIANTES]
estudiante;curso_origen;genero;academico;socioemocional;convivencia
1;O1;F;2;3;2
2;O1;F;1;2;1
3;O1;F;2;2;2
4;O1;F;2;2;3
5;O1;M;1;3;1
6;O1;F;1;1;1
7;O1;M;1;1;3
8;O1;F;1;1;1
9;O1;F;1;1;1
10;O1;F;3;2;3
11;O1;M;2;3;3
12;O1;F;1;2;2
13;O1;F;3;1;2
14;O1;M;1;2;2
15;O1;F;3;1;1
16;O1;M;2;1;2
17;O1;F;2;2;3
18;O1;F;3;3;3
19;O1;M;2;3;3
20;O1;M;3;2;3
21;O1;M;1;2;3
22;O1;M;2;1;2
23;O1;M;2;3;3
24;O1;M;1;1;3
25;O1;M;1;2;2
26;O1;F;1;3;2
27;O1;M;3;1;1
28;O1;M;2;2;1
29;O1;M;3;3;3
30;O1;M;2;2;2
31;O1;F;1;1;2
32;O1;F;2;3;1
33;O1;M;3;3;2
34;O1;F;1;1;3
35;O1;M;1;3;3
36;O1;F;3;2;1
37;O2;M;1;1;2
38;O2;F;2;1;3
39;O2;F;1;1;1
40;O2;F;1;1;2
41;O2;F;2;1;3
42;O2;M;3;3;1
43;O2;M;3;3;3
44;O2;F;1;2;2
45;O2;M;3;1;1
46;O2;M;2;1;2
47;O2;F;2;2;2
48;O2;M;2;2;3
49;O2;F;2;1;3
50;O2;F;3;1;1
51;O2;F;3;1;3
52;O2;M;1;1;1
53;O2;M;3;3;2
54;O2;F;1;2;1
55;O2;F;3;3;3
56;O2;F;1;1;1
57;O2;M;1;2;3
58;O2;F;2;1;3
59;O2;M;1;3;3
60;O2;M;2;3;3
61;O2;M;1;2;3
62;O2;F;2;2;1
63;O2;F;2;3;1
64;O2;M;1;1;3
65;O2;M;2;1;3
66;O2;M;2;3;3
67;O2;M;2;3;3
68;O2;F;2;2;2
69;O2;F;1;2;3
70;O2;M;2;3;3
71;O2;M;2;3;1
72;O2;F;2;3;2

[PREFERENCIAS]
# En esta familia P=5, por lo que cada estudiante tiene 5 preferencias
estudiante;preferencia_1;preferencia_2;preferencia_3;preferencia_4;preferencia_5
1;9;58;61;33;49
2;20;1;49;28;10
3;22;45;58;4;68
4;47;48;12;61;19
5;33;8;58;35;65
6;23;53;19;39;66
7;60;18;24;21;59
8;20;27;16;9;52
9;40;44;26;67;13
10;60;47;4;2;30
11;7;53;56;41;16
12;7;2;19;30;13
13;31;37;40;4;52
14;2;5;42;51;52
15;51;34;52;65;1
16;55;39;72;63;33
17;71;18;53;34;66
18;6;42;66;25;57
19;57;24;10;52;50
20;2;35;49;61;68
21;36;31;14;17;44
22;27;18;8;11;47
23;36;45;14;9;67
24;21;35;53;9;23
25;19;39;10;45;51
26;31;72;19;5;56
27;63;48;49;65;11
28;67;31;4;36;39
29;18;70;55;38;60
30;66;48;59;20;29
31;7;46;27;37;49
32;8;40;51;71;23
33;45;63;2;47;5
34;40;37;42;54;15
35;21;20;46;24;25
36;64;69;19;51;49
37;24;44;20;7;65
38;19;8;72;36;16
39;47;28;11;20;14
40;39;66;57;54;9
41;35;42;51;33;1
42;58;44;64;41;1
43;17;11;39;63;21
44;49;1;60;19;20
45;1;17;41;40;57
46;38;49;65;72;25
47;18;6;34;27;46
48;4;16;7;10;64
49;60;8;14;61;39
50;24;64;62;8;43
51;61;18;31;64;11
52;50;3;42;41;65
53;50;70;10;21;47
54;39;13;4;62;67
55;61;14;69;20;66
56;71;31;12;2;1
57;43;65;70;29;19
58;60;24;21;61;4
59;31;36;34;70;44
60;45;63;61;51;22
61;33;41;58;22;53
62;63;64;66;5;58
63;13;6;10;12;57
64;35;10;22;24;61
65;17;13;43;6;64
66;52;14;11;34;57
67;36;65;23;27;55
68;52;62;57;7;65
69;15;42;24;70;13
70;31;48;10;61;23
71;56;39;3;42;58
72;46;59;26;42;55

[SEPARACIONES]
estudiante_i;estudiante_j
3;10
8;55
9;21
11;13
14;43
15;32
19;51
21;66
27;56
30;37
32;70
35;40
36;46
39;46
39;69
42;51
46;59
48;63

[NOTAS]
generacion=aleatoria_controlada
preferencias_por_estudiante=P_fijo
genero=balanceado_dentro_de_cada_curso_de_origen
criterios_perfil=sorteados_de_forma_independiente
separaciones=aprox_N_div_4
estado=instancia_de_experimento
pesos_funcion_objetivo=no_incluidos_en_la_instancia
factibilidad=se_uso_una_asignacion_testigo_solo_para_generar_la_instancia
