# ------------------------------------------------------------
# Instancia sintetica para pruebas del modelo exacto
# L = 18 estudiantes por curso
# P = 5 preferencias por estudiante
# C = 6 cursos nuevos
# Total = 108 estudiantes
# ------------------------------------------------------------

# INSTANCIA DE REASIGNACION DE ESTUDIANTES
# Este archivo contiene los datos de entrada de la instancia. La solucion se guarda aparte.

[INSTANCIA]
nombre=c_n_18_l_5_s_6_i_0
semilla=50695
N=108
C=6
L=18
P=5

[CURSOS_NUEVOS]
curso;capacidad
1;18
2;18
3;18
4;18
5;18
6;18

[BALANCE_GENERO]
grupos=F,M
diferencia_maxima=1

[CURSOS_ORIGEN]
cursos_origen=O1,O2,O3,O4,O5,O6
minimo_O1=2
minimo_O2=2
minimo_O3=2
minimo_O4=2
minimo_O5=2
minimo_O6=2

[CRITERIOS_BALANCE]
criterios=academico,socioemocional,convivencia
niveles=1,2,3

[ESTUDIANTES]
estudiante;curso_origen;genero;academico;socioemocional;convivencia
1;O1;M;3;3;2
2;O1;F;1;1;2
3;O1;M;3;2;3
4;O1;F;3;1;2
5;O1;F;2;1;3
6;O1;F;1;3;3
7;O1;F;1;1;2
8;O1;F;3;2;1
9;O1;M;1;1;1
10;O1;M;2;3;3
11;O1;M;1;2;2
12;O1;M;3;2;2
13;O1;M;2;1;2
14;O1;F;2;2;1
15;O1;M;1;2;3
16;O1;F;1;2;1
17;O1;M;3;2;3
18;O1;F;2;2;3
19;O2;F;2;2;1
20;O2;M;3;2;1
21;O2;F;2;1;3
22;O2;F;2;3;1
23;O2;M;2;2;1
24;O2;F;2;3;1
25;O2;F;3;3;3
26;O2;M;1;2;3
27;O2;M;1;1;2
28;O2;M;3;1;2
29;O2;M;2;2;1
30;O2;F;1;3;3
31;O2;M;3;1;1
32;O2;M;3;3;1
33;O2;F;1;2;3
34;O2;F;2;3;1
35;O2;M;3;2;3
36;O2;F;2;2;2
37;O3;F;2;2;1
38;O3;M;3;3;2
39;O3;F;3;3;2
40;O3;F;1;1;2
41;O3;F;1;3;2
42;O3;M;1;2;3
43;O3;M;2;3;1
44;O3;F;3;2;2
45;O3;F;3;1;3
46;O3;M;1;1;3
47;O3;F;2;1;2
48;O3;M;2;1;3
49;O3;M;3;2;2
50;O3;M;2;3;3
51;O3;M;3;2;2
52;O3;F;3;3;2
53;O3;F;3;3;2
54;O3;M;3;3;2
55;O4;F;2;3;2
56;O4;F;1;3;2
57;O4;M;3;2;2
58;O4;M;1;1;3
59;O4;F;3;1;3
60;O4;F;1;2;2
61;O4;M;3;3;3
62;O4;M;3;3;1
63;O4;F;3;1;2
64;O4;M;1;1;3
65;O4;F;2;3;1
66;O4;M;2;3;2
67;O4;F;2;2;2
68;O4;F;1;2;3
69;O4;M;2;1;1
70;O4;F;1;2;3
71;O4;M;2;1;2
72;O4;M;3;2;1
73;O5;F;2;1;3
74;O5;M;2;2;3
75;O5;M;3;2;3
76;O5;F;3;1;1
77;O5;F;3;3;3
78;O5;F;1;1;3
79;O5;F;2;1;2
80;O5;M;2;1;3
81;O5;M;2;3;1
82;O5;F;2;1;3
83;O5;F;1;1;2
84;O5;F;1;2;1
85;O5;M;1;2;2
86;O5;M;2;1;1
87;O5;M;3;2;3
88;O5;M;3;3;3
89;O5;M;2;3;1
90;O5;F;1;2;3
91;O6;M;3;3;2
92;O6;M;3;3;1
93;O6;F;2;3;1
94;O6;M;1;1;3
95;O6;F;3;1;2
96;O6;F;1;1;1
97;O6;M;1;1;3
98;O6;M;3;3;2
99;O6;F;2;1;3
100;O6;M;2;1;3
101;O6;M;1;1;3
102;O6;F;2;3;2
103;O6;M;3;3;2
104;O6;M;1;2;3
105;O6;F;1;2;3
106;O6;F;3;3;1
107;O6;F;1;3;2
108;O6;F;3;2;1

[PREFERENCIAS]
# En esta familia P=5, por lo que cada estudiante tiene 5 preferencias
estudiante;preferencia_1;preferencia_2;preferencia_3;preferencia_4;preferencia_5
1;70;69;21;66;86
2;97;89;22;92;106
3;90;83;23;11;27
4;94;46;38;95;89
5;72;63;29;9;27
6;99;57;25;75;62
7;45;23;44;73;97
8;63;15;107;1;88
9;21;70;47;103;41
10;9;88;1;35;40
11;76;72;99;8;59
12;73;79;11;78;21
13;45;48;76;18;29
14;95;80;57;82;66
15;4;79;18;65;16
16;41;74;57;98;7
17;100;86;4;67;76
18;26;83;53;3;44
19;35;21;1;97;92
20;19;75;86;67;37
21;15;101;43;103;27
22;25;10;78;82;84
23;96;92;104;90;65
24;91;92;94;19;4
25;60;89;76;14;46
26;30;63;32;73;12
27;20;14;64;79;54
28;97;72;93;102;51
29;102;25;82;28;40
30;60;102;85;93;20
31;63;106;92;17;93
32;16;93;14;70;97
33;10;78;13;91;14
34;60;101;105;71;108
35;32;95;45;84;66
36;108;53;5;4;76
37;54;45;103;50;26
38;15;52;31;35;70
39;17;42;55;24;11
40;49;99;86;106;13
41;44;72;39;30;40
42;79;35;17;43;84
43;92;48;33;58;91
44;36;10;70;61;105
45;28;3;105;61;36
46;8;98;70;71;76
47;40;31;18;105;10
48;87;106;47;21;31
49;29;20;25;2;37
50;94;52;70;105;49
51;62;68;9;15;92
52;93;37;72;90;33
53;40;33;86;17;31
54;77;10;94;107;76
55;19;7;45;68;52
56;53;71;15;93;57
57;68;54;91;46;6
58;104;89;27;36;16
59;21;29;47;63;98
60;63;41;18;77;10
61;51;58;65;95;85
62;31;59;79;6;35
63;57;54;33;26;93
64;35;87;13;80;27
65;83;88;5;3;66
66;9;5;55;21;36
67;58;2;48;25;1
68;64;77;38;48;46
69;18;2;75;47;102
70;83;73;28;2;10
71;8;53;88;57;18
72;78;94;60;76;73
73;82;107;18;43;77
74;103;57;90;42;80
75;57;59;105;40;31
76;40;53;21;54;22
77;92;101;86;23;14
78;17;101;68;84;107
79;74;84;36;88;76
80;53;98;16;56;44
81;40;108;31;53;1
82;8;52;23;88;37
83;58;79;104;4;99
84;100;19;52;64;8
85;52;73;104;94;1
86;8;78;106;16;57
87;82;85;64;17;52
88;51;5;89;31;13
89;36;15;97;64;82
90;58;9;13;44;36
91;55;71;102;29;97
92;61;33;41;85;64
93;14;35;16;70;75
94;2;6;9;35;17
95;99;29;85;65;1
96;53;64;103;22;90
97;59;20;62;77;89
98;50;1;52;65;73
99;18;28;25;31;40
100;53;52;62;81;9
101;99;18;52;7;9
102;44;106;99;41;67
103;87;104;53;8;71
104;64;94;21;90;102
105;50;65;76;51;23
106;7;52;13;76;31
107;25;4;3;28;74
108;19;39;97;42;22

[SEPARACIONES]
estudiante_i;estudiante_j
7;28
12;28
13;106
16;82
21;108
23;105
24;91
25;49
26;106
31;52
36;49
37;97
37;102
38;77
40;76
42;47
42;88
43;53
47;50
47;52
51;90
51;94
66;69
67;107
80;105
82;86
95;103

[NOTAS]
generacion=aleatoria_controlada
preferencias_por_estudiante=P_fijo
genero=balanceado_dentro_de_cada_curso_de_origen
criterios_perfil=sorteados_de_forma_independiente
separaciones=aprox_N_div_4
estado=instancia_de_experimento
pesos_funcion_objetivo=no_incluidos_en_la_instancia
factibilidad=se_uso_una_asignacion_testigo_solo_para_generar_la_instancia
