# ------------------------------------------------------------
# Instancia sintetica para pruebas del modelo exacto
# L = 18 estudiantes por curso
# P = 5 preferencias por estudiante
# C = 4 cursos nuevos
# Total = 72 estudiantes
# ------------------------------------------------------------

# INSTANCIA DE REASIGNACION DE ESTUDIANTES
# Este archivo contiene los datos de entrada de la instancia. La solucion se guarda aparte.

[INSTANCIA]
nombre=c_n_18_l_5_s_4_i_1
semilla=50500
N=72
C=4
L=18
P=5

[CURSOS_NUEVOS]
curso;capacidad
1;18
2;18
3;18
4;18

[BALANCE_GENERO]
grupos=F,M
diferencia_maxima=1

[CURSOS_ORIGEN]
cursos_origen=O1,O2,O3,O4
minimo_O1=3
minimo_O2=3
minimo_O3=3
minimo_O4=3

[CRITERIOS_BALANCE]
criterios=academico,socioemocional,convivencia
niveles=1,2,3

[ESTUDIANTES]
estudiante;curso_origen;genero;academico;socioemocional;convivencia
1;O1;M;1;1;3
2;O1;M;3;3;3
3;O1;M;1;2;1
4;O1;M;2;1;1
5;O1;F;1;3;3
6;O1;F;2;1;2
7;O1;F;1;1;2
8;O1;M;2;1;1
9;O1;M;3;1;1
10;O1;F;1;2;2
11;O1;F;1;3;2
12;O1;F;3;2;3
13;O1;F;3;2;3
14;O1;M;2;3;2
15;O1;F;2;1;2
16;O1;M;3;2;3
17;O1;F;3;1;1
18;O1;M;1;1;3
19;O2;F;3;1;1
20;O2;F;1;3;3
21;O2;F;2;2;3
22;O2;F;1;2;1
23;O2;M;1;3;3
24;O2;M;2;1;1
25;O2;M;3;1;1
26;O2;F;2;2;1
27;O2;M;3;3;3
28;O2;M;1;2;2
29;O2;F;1;1;1
30;O2;M;1;3;3
31;O2;F;3;2;1
32;O2;F;2;2;1
33;O2;M;3;3;2
34;O2;F;3;2;3
35;O2;M;2;3;3
36;O2;M;2;3;1
37;O3;M;1;1;1
38;O3;F;1;2;3
39;O3;M;2;1;3
40;O3;M;3;2;1
41;O3;M;1;2;1
42;O3;M;3;3;1
43;O3;M;1;1;3
44;O3;F;3;3;3
45;O3;F;1;1;1
46;O3;M;1;3;3
47;O3;F;1;3;1
48;O3;F;3;2;3
49;O3;F;3;3;2
50;O3;F;1;3;2
51;O3;M;3;2;2
52;O3;F;1;3;1
53;O3;F;3;2;1
54;O3;M;3;2;1
55;O4;F;2;3;3
56;O4;F;3;1;3
57;O4;M;3;2;2
58;O4;F;3;2;3
59;O4;M;2;2;3
60;O4;M;1;1;3
61;O4;F;1;1;3
62;O4;F;3;1;1
63;O4;M;2;3;1
64;O4;M;2;1;2
65;O4;F;1;3;2
66;O4;M;1;2;2
67;O4;M;3;1;3
68;O4;M;2;2;3
69;O4;F;1;2;1
70;O4;F;1;1;2
71;O4;F;3;1;3
72;O4;M;1;2;2

[PREFERENCIAS]
# En esta familia P=5, por lo que cada estudiante tiene 5 preferencias
estudiante;preferencia_1;preferencia_2;preferencia_3;preferencia_4;preferencia_5
1;37;46;72;2;14
2;47;60;28;51;38
3;21;50;48;39;68
4;56;15;58;42;11
5;32;6;63;50;66
6;59;55;2;5;70
7;49;27;31;36;23
8;5;25;41;2;6
9;11;60;17;61;53
10;63;29;6;34;50
11;37;40;28;65;45
12;50;35;29;7;3
13;1;4;9;33;30
14;6;58;32;56;8
15;26;50;38;29;53
16;70;15;5;46;63
17;65;42;59;18;3
18;22;16;6;39;42
19;2;1;7;64;68
20;16;72;42;18;5
21;35;72;67;62;30
22;1;35;5;54;46
23;21;5;47;27;28
24;72;62;49;2;3
25;39;34;32;10;67
26;45;35;50;1;25
27;63;41;57;59;34
28;47;8;72;55;51
29;44;22;3;43;1
30;23;71;47;3;10
31;39;28;10;46;32
32;16;30;46;21;58
33;5;1;43;17;49
34;65;35;12;57;31
35;6;14;31;29;30
36;15;6;23;68;19
37;16;1;22;71;13
38;24;49;46;28;34
39;66;6;11;14;17
40;32;1;7;41;13
41;38;21;56;9;12
42;65;2;18;38;24
43;40;33;62;70;25
44;21;53;20;70;15
45;10;68;23;11;16
46;15;68;39;20;12
47;42;53;60;54;57
48;10;56;5;22;17
49;65;23;46;36;10
50;69;43;33;21;14
51;29;28;9;14;10
52;49;4;65;21;68
53;16;51;63;56;26
54;14;1;7;50;57
55;64;40;49;22;56
56;37;47;26;55;1
57;6;63;24;29;37
58;9;19;43;14;27
59;69;7;17;36;23
60;72;40;12;48;64
61;59;16;4;46;48
62;61;44;47;8;4
63;68;72;48;24;16
64;41;39;16;38;3
65;6;39;70;19;59
66;43;33;42;50;2
67;40;34;50;25;64
68;62;59;25;66;49
69;13;41;15;5;56
70;27;18;1;60;69
71;10;28;9;61;44
72;59;19;66;25;57

[SEPARACIONES]
estudiante_i;estudiante_j
1;37
5;12
7;33
7;67
12;72
18;27
20;66
26;70
27;60
27;63
36;61
42;70
47;70
49;64
50;65
51;65
54;67
65;70

[NOTAS]
generacion=aleatoria_controlada
preferencias_por_estudiante=P_fijo
genero=balanceado_dentro_de_cada_curso_de_origen
criterios_perfil=sorteados_de_forma_independiente
separaciones=aprox_N_div_4
estado=instancia_de_experimento
pesos_funcion_objetivo=no_incluidos_en_la_instancia
factibilidad=se_uso_una_asignacion_testigo_solo_para_generar_la_instancia
