# ------------------------------------------------------------
# Instancia sintetica para pruebas del modelo exacto
# L = 27 estudiantes por curso
# P = 5 preferencias por estudiante
# C = 3 cursos nuevos
# Total = 81 estudiantes
# ------------------------------------------------------------

# INSTANCIA DE REASIGNACION DE ESTUDIANTES
# Este archivo contiene los datos de entrada de la instancia. La solucion se guarda aparte.

[INSTANCIA]
nombre=c_n_27_l_5_s_3_i_5
semilla=50454
N=81
C=3
L=27
P=5

[CURSOS_NUEVOS]
curso;capacidad
1;27
2;27
3;27

[BALANCE_GENERO]
grupos=F,M
diferencia_maxima=1

[CURSOS_ORIGEN]
cursos_origen=O1,O2,O3
minimo_O1=8
minimo_O2=8
minimo_O3=8

[CRITERIOS_BALANCE]
criterios=academico,socioemocional,convivencia
niveles=1,2,3

[ESTUDIANTES]
estudiante;curso_origen;genero;academico;socioemocional;convivencia
1;O1;M;2;3;3
2;O1;M;3;3;1
3;O1;M;2;2;2
4;O1;F;1;2;3
5;O1;F;2;1;3
6;O1;M;2;2;2
7;O1;F;1;2;3
8;O1;M;3;3;3
9;O1;M;3;2;3
10;O1;M;2;2;3
11;O1;F;1;1;3
12;O1;F;2;2;2
13;O1;F;3;2;3
14;O1;F;1;1;3
15;O1;M;3;1;3
16;O1;M;3;3;2
17;O1;F;2;2;2
18;O1;F;3;3;1
19;O1;M;1;2;1
20;O1;F;1;3;2
21;O1;F;1;3;1
22;O1;F;2;1;3
23;O1;M;2;3;3
24;O1;F;1;1;3
25;O1;M;1;1;1
26;O1;M;3;3;1
27;O1;M;2;1;2
28;O2;F;1;2;3
29;O2;M;1;2;3
30;O2;M;2;1;2
31;O2;F;3;3;1
32;O2;F;2;1;1
33;O2;F;3;3;1
34;O2;M;1;2;3
35;O2;F;1;1;2
36;O2;F;1;3;3
37;O2;F;2;2;1
38;O2;M;3;3;1
39;O2;M;2;2;1
40;O2;M;3;2;3
41;O2;F;2;2;1
42;O2;M;1;3;2
43;O2;M;2;2;2
44;O2;M;3;3;3
45;O2;F;3;2;3
46;O2;F;1;1;2
47;O2;M;2;2;2
48;O2;M;1;3;1
49;O2;M;2;1;1
50;O2;F;1;1;2
51;O2;M;3;1;1
52;O2;F;1;1;2
53;O2;F;1;3;3
54;O2;M;2;2;3
55;O3;M;3;3;2
56;O3;F;2;1;1
57;O3;F;3;1;2
58;O3;F;2;2;1
59;O3;M;2;3;1
60;O3;M;3;3;3
61;O3;M;1;3;3
62;O3;F;3;3;3
63;O3;F;1;3;2
64;O3;M;1;3;1
65;O3;M;1;1;2
66;O3;F;3;3;2
67;O3;F;1;1;3
68;O3;M;1;2;2
69;O3;M;3;3;3
70;O3;M;3;2;2
71;O3;M;2;3;3
72;O3;M;1;2;1
73;O3;M;3;1;1
74;O3;F;2;2;2
75;O3;M;2;2;1
76;O3;F;3;1;2
77;O3;F;1;1;2
78;O3;M;2;3;2
79;O3;F;2;2;1
80;O3;F;3;2;2
81;O3;F;2;1;1

[PREFERENCIAS]
# En esta familia P=5, por lo que cada estudiante tiene 5 preferencias
estudiante;preferencia_1;preferencia_2;preferencia_3;preferencia_4;preferencia_5
1;6;41;5;29;3
2;73;47;64;48;45
3;69;38;60;43;20
4;2;52;33;72;29
5;7;34;78;27;81
