# ------------------------------------------------------------
# Instancia sintetica para pruebas del modelo exacto
# L = 36 estudiantes por curso
# P = 4 preferencias por estudiante
# C = 4 cursos nuevos
# Total = 144 estudiantes
# ------------------------------------------------------------

# INSTANCIA DE REASIGNACION DE ESTUDIANTES
# Este archivo contiene los datos de entrada de la instancia. La solucion se guarda aparte.

[INSTANCIA]
nombre=c_n_36_l_4_s_4_i_3
semilla=40561
N=144
C=4
L=36
P=4

[CURSOS_NUEVOS]
curso;capacidad
1;36
2;36
3;36
4;36

[BALANCE_GENERO]
grupos=F,M
diferencia_maxima=1

[CURSOS_ORIGEN]
cursos_origen=O1,O2,O3,O4
minimo_O1=8
minimo_O2=8
minimo_O3=8
minimo_O4=8

[CRITERIOS_BALANCE]
criterios=academico,socioemocional,convivencia
niveles=1,2,3

[ESTUDIANTES]
estudiante;curso_origen;genero;academico;socioemocional;convivencia
1;O1;F;2;2;1
2;O1;F;3;1;1
3;O1;F;1;1;2
4;O1;F;3;1;1
5;O1;F;2;2;1
6;O1;F;1;2;1
7;O1;M;1;3;2
8;O1;M;1;1;2
9;O1;M;1;1;3
10;O1;M;3;1;1
11;O1;M;3;2;2
12;O1;F;3;1;3
13;O1;F;1;2;1
14;O1;F;2;2;2
15;O1;M;3;3;2
16;O1;M;1;1;3
17;O1;F;3;1;3
18;O1;F;1;2;2
19;O1;F;3;2;2
20;O1;M;2;1;3
21;O1;M;3;2;2
22;O1;F;2;1;3
23;O1;F;2;1;1
24;O1;F;3;1;1
25;O1;M;2;2;1
26;O1;M;3;3;1
27;O1;M;2;2;2
28;O1;M;3;2;2
29;O1;F;1;1;1
30;O1;M;1;3;2
31;O1;F;3;3;3
32;O1;M;1;3;2
33;O1;M;3;3;3
34;O1;M;2;3;3
35;O1;M;1;3;1
36;O1;F;1;2;1
37;O2;F;2;1;3
38;O2;M;1;2;1
39;O2;F;3;1;3
40;O2;F;3;2;2
41;O2;F;2;1;3
42;O2;M;1;3;2
43;O2;F;1;1;2
44;O2;F;2;3;1
45;O2;M;2;1;3
46;O2;F;3;3;3
47;O2;M;1;3;3
48;O2;M;3;1;3
49;O2;F;2;2;3
50;O2;F;3;3;2
51;O2;M;1;2;1
52;O2;F;3;1;1
53;O2;M;2;3;3
54;O2;F;1;2;1
55;O2;M;2;3;3
56;O2;M;1;3;2
57;O2;M;1;2;2
58;O2;M;2;3;1
59;O2;F;3;1;1
60;O2;M;1;3;2
61;O2;M;3;3;3
62;O2;F;2;2;2
63;O2;F;1;2;1
64;O2;M;1;1;1
65;O2;F;3;1;3
66;O2;F;3;2;1
67;O2;M;3;1;2
68;O2;F;3;1;1
69;O2;M;3;1;1
70;O2;M;3;3;2
71;O2;F;2;1;3
72;O2;M;3;2;3
73;O3;M;2;2;1
74;O3;F;3;3;2
75;O3;F;3;2;2
76;O3;M;1;1;3
77;O3;F;1;3;2
78;O3;M;2;3;2
79;O3;M;3;3;1
80;O3;F;3;3;2
81;O3;F;3;3;3
82;O3;F;3;3;3
83;O3;M;2;1;2
84;O3;F;2;3;1
85;O3;M;2;3;1
86;O3;F;3;1;1
87;O3;M;1;3;1
88;O3;F;1;3;3
89;O3;M;2;2;1
90;O3;F;1;1;3
91;O3;M;1;3;2
92;O3;F;1;2;3
93;O3;M;2;1;2
94;O3;M;3;1;2
95;O3;F;1;1;1
96;O3;M;2;3;2
97;O3;M;3;3;2
98;O3;M;3;1;1
99;O3;M;1;1;3
100;O3;M;1;2;1
101;O3;F;2;1;2
102;O3;F;2;2;3
103;O3;M;2;1;3
104;O3;M;2;2;1
105;O3;F;2;3;3
106;O3;F;3;3;3
107;O3;F;3;3;2
108;O3;F;2;1;3
109;O4;M;1;3;1
110;O4;M;3;2;2
111;O4;M;3;3;3
112;O4;F;2;1;2
113;O4;M;2;3;2
114;O4;F;3;1;2
115;O4;M;3;2;2
116;O4;M;3;1;1
117;O4;F;2;1;2
118;O4;F;1;2;1
119;O4;F;1;3;3
120;O4;F;2;3;1
121;O4;M;2;1;3
122;O4;M;3;3;3
123;O4;F;2;2;3
124;O4;F;1;1;1
125;O4;M;3;3;3
126;O4;M;2;1;1
127;O4;F;3;3;3
128;O4;M;1;3;3
129;O4;M;1;2;3
130;O4;M;2;2;3
131;O4;F;3;2;3
132;O4;M;2;2;2
133;O4;F;1;3;1
134;O4;F;3;3;3
135;O4;F;3;3;1
136;O4;M;3;1;2
137;O4;M;3;3;3
138;O4;F;2;3;3
139;O4;M;3;1;1
140;O4;F;3;1;2
141;O4;F;3;3;3
142;O4;M;3;2;3
143;O4;F;1;3;3
144;O4;F;1;1;2

[PREFERENCIAS]
# En esta familia P=4, por lo que cada estudiante tiene 4 preferencias
estudiante;preferencia_1;preferencia_2;preferencia_3;preferencia_4
1;49;117;109;36
2;127;117;122;95
3;81;40;94;41
4;114;95;115;33
5;78;49;61;72
6;107;100;21;15
7;3;14;13;11
8;97;1;51;72
9;56;131;29;55
10;138;48;80;116
11;23;53;49;32
12;105;27;107;101
13;77;80;72;88
14;88;62;79;11
15;88;126;29;125
16;72;69;84;67
17;82;98;132;133
18;111;133;61;119
19;101;80;31;116
20;137;142;30;37
21;91;12;119;70
22;25;6;72;109
23;65;130;69;70
24;129;104;57;113
25;113;42;41;53
26;40;13;43;34
27;65;51;45;85
28;73;109;9;88
29;21;125;110;131
30;62;43;87;106
31;122;52;124;43
32;59;117;105;57
33;6;80;19;94
34;4;69;60;105
35;26;115;78;134
36;123;59;111;34
37;58;127;123;116
38;50;118;115;47
39;72;99;52;113
40;135;34;110;103
41;33;128;18;50
42;108;141;89;5
43;29;62;142;140
44;45;114;56;76
45;101;64;17;106
46;121;71;77;76
47;35;2;69;14
48;71;27;34;47
49;142;7;94;123
50;92;15;10;110
51;35;33;81;79
52;98;41;13;125
53;71;97;121;112
54;10;127;80;67
55;47;29;118;92
56;9;139;131;23
57;18;129;112;27
58;56;73;134;108
59;113;136;144;42
60;141;127;110;109
61;32;140;125;136
62;128;98;97;61
63;54;38;39;90
64;130;71;76;72
65;86;85;131;71
66;144;29;10;119
67;94;84;83;39
68;111;34;9;85
69;107;45;139;46
70;42;62;25;93
71;69;77;132;113
72;3;140;7;126
73;84;140;12;70
74;69;33;90;125
75;74;120;20;17
76;139;97;107;104
77;18;128;96;28
78;112;48;91;47
79;4;109;34;59
80;87;7;75;70
81;91;65;32;116
82;114;120;88;78
83;143;27;127;117
84;140;81;60;127
85;48;17;57;22
86;38;43;64;25
87;56;139;133;16
88;107;9;142;60
89;115;32;47;139
90;120;43;41;107
91;49;21;95;24
92;74;136;8;66
93;23;88;8;87
94;130;9;45;76
95;13;65;17;67
96;75;10;80;137
97;44;140;54;25
98;19;23;111;25
99;80;109;66;44
100;20;61;38;105
101;85;27;102;94
102;80;137;68;57
103;142;91;114;138
104;69;106;86;105
105;73;88;57;133
106;68;108;130;98
107;127;23;102;60
108;102;111;115;110
109;46;72;104;123
110;130;112;97;44
111;92;32;69;70
112;67;79;30;28
113;59;65;29;122
114;12;21;11;119
115;100;56;82;38
116;124;88;17;16
117;112;13;79;85
118;94;93;47;104
119;89;105;76;14
120;94;51;77;131
121;64;39;137;2
122;78;82;11;87
123;13;120;40;138
124;26;34;11;93
125;108;38;12;46
126;13;140;119;31
127;90;12;131;100
128;111;67;96;105
129;124;51;72;117
130;118;105;71;32
131;25;74;21;77
132;49;19;9;107
133;115;24;53;132
134;34;77;81;73
135;42;89;64;62
136;144;118;111;20
137;119;123;85;109
138;88;111;44;82
139;103;98;83;108
140;88;137;43;16
141;93;143;20;17
142;60;104;68;87
143;93;131;77;46
144;115;63;122;31

[SEPARACIONES]
estudiante_i;estudiante_j
4;8
5;75
7;15
8;143
9;57
13;66
16;113
25;50
30;78
31;108
32;74
36;79
37;38
40;59
40;123
41;82
42;99
43;107
44;111
47;110
52;74
57;98
58;70
58;141
66;93
69;80
75;77
77;114
81;90
81;123
96;125
103;114
105;124
109;118
112;135
124;130

[NOTAS]
generacion=aleatoria_controlada
preferencias_por_estudiante=P_fijo
genero=balanceado_dentro_de_cada_curso_de_origen
criterios_perfil=sorteados_de_forma_independiente
separaciones=aprox_N_div_4
estado=instancia_de_experimento
pesos_funcion_objetivo=no_incluidos_en_la_instancia
factibilidad=se_uso_una_asignacion_testigo_solo_para_generar_la_instancia
