# ------------------------------------------------------------
# Instancia sintetica para pruebas del modelo exacto
# L = 36 estudiantes por curso
# P = 6 preferencias por estudiante
# C = 4 cursos nuevos
# Total = 144 estudiantes
# ------------------------------------------------------------

# INSTANCIA DE REASIGNACION DE ESTUDIANTES
# Este archivo contiene los datos de entrada de la instancia. La solucion se guarda aparte.

[INSTANCIA]
nombre=c_n_36_l_6_s_4_i_9
semilla=60617
N=144
C=4
L=36
P=6

[CURSOS_NUEVOS]
curso;capacidad
1;36
2;36
3;36
4;36

[BALANCE_GENERO]
grupos=F,M
diferencia_maxima=1

[CURSOS_ORIGEN]
cursos_origen=O1,O2,O3,O4
minimo_O1=8
minimo_O2=8
minimo_O3=8
minimo_O4=8

[CRITERIOS_BALANCE]
criterios=academico,socioemocional,convivencia
niveles=1,2,3

[ESTUDIANTES]
estudiante;curso_origen;genero;academico;socioemocional;convivencia
1;O1;F;2;2;1
2;O1;F;3;1;1
3;O1;F;1;3;1
4;O1;M;2;3;1
5;O1;F;3;1;1
6;O1;M;2;2;3
7;O1;F;2;2;3
8;O1;F;1;3;1
9;O1;M;2;2;3
10;O1;F;3;2;1
11;O1;F;2;3;1
12;O1;F;1;3;1
13;O1;M;3;1;3
14;O1;M;3;1;2
15;O1;F;1;3;3
16;O1;M;3;2;3
17;O1;M;1;2;1
18;O1;F;3;3;3
19;O1;M;2;1;3
20;O1;F;3;1;1
21;O1;M;1;1;1
22;O1;M;2;2;1
23;O1;M;2;2;3
24;O1;M;2;1;3
25;O1;M;2;3;3
26;O1;F;3;2;2
27;O1;F;1;1;2
28;O1;M;1;1;1
29;O1;M;3;2;1
30;O1;F;3;2;3
31;O1;F;1;1;3
32;O1;M;2;1;3
33;O1;F;1;3;1
34;O1;M;3;1;2
35;O1;M;1;1;1
36;O1;F;1;2;2
37;O2;M;2;2;3
38;O2;M;3;3;2
39;O2;M;1;3;2
40;O2;F;2;3;3
41;O2;M;3;2;1
42;O2;M;2;2;2
43;O2;M;2;1;1
44;O2;F;2;2;1
45;O2;F;1;2;1
46;O2;M;3;1;2
47;O2;M;3;3;1
48;O2;M;1;3;1
49;O2;F;2;3;2
50;O2;M;2;2;2
51;O2;F;2;1;1
52;O2;F;1;1;3
53;O2;M;3;1;1
54;O2;F;1;1;2
55;O2;M;2;2;2
56;O2;F;3;3;3
57;O2;F;3;1;3
58;O2;F;3;1;3
59;O2;F;2;3;2
60;O2;M;1;3;3
61;O2;M;2;1;2
62;O2;F;1;2;1
63;O2;M;1;2;3
64;O2;F;3;2;3
65;O2;M;3;2;3
66;O2;F;3;2;3
67;O2;F;2;1;1
68;O2;M;1;2;3
69;O2;F;1;2;3
70;O2;F;1;1;2
71;O2;F;2;2;2
72;O2;M;1;2;1
73;O3;M;3;1;3
74;O3;F;1;2;3
75;O3;F;3;2;1
76;O3;F;1;3;1
77;O3;F;3;3;3
78;O3;M;1;3;2
79;O3;F;2;3;3
80;O3;M;3;3;2
81;O3;M;1;2;2
82;O3;M;1;3;2
83;O3;M;3;3;2
84;O3;F;1;3;2
85;O3;F;3;3;1
86;O3;M;2;3;2
87;O3;F;2;1;3
88;O3;M;1;2;3
89;O3;M;3;3;1
90;O3;F;3;1;1
91;O3;M;3;2;3
92;O3;F;2;1;3
93;O3;F;2;1;1
94;O3;M;2;1;1
95;O3;F;3;1;3
96;O3;F;2;3;3
97;O3;F;1;2;3
98;O3;M;1;3;2
99;O3;M;1;3;3
100;O3;F;3;3;3
101;O3;M;2;3;1
102;O3;F;3;1;1
103;O3;M;1;1;3
104;O3;F;3;1;3
105;O3;F;1;1;2
106;O3;M;1;2;2
107;O3;M;2;1;1
108;O3;M;3;2;1
109;O4;M;1;1;1
110;O4;F;3;3;1
111;O4;F;1;3;1
112;O4;F;3;1;2
113;O4;F;3;2;3
114;O4;M;3;2;3
115;O4;F;3;2;2
116;O4;M;3;3;3
117;O4;M;3;1;3
118;O4;F;1;3;3
119;O4;M;1;3;3
120;O4;F;1;1;2
121;O4;M;1;3;1
122;O4;F;1;1;1
123;O4;F;2;1;3
124;O4;F;2;1;1
125;O4;M;1;3;3
126;O4;F;2;2;2
127;O4;M;1;1;2
128;O4;F;3;2;3
129;O4;M;3;2;3
130;O4;F;3;3;3
131;O4;M;1;3;3
132;O4;M;2;3;2
133;O4;F;2;3;2
134;O4;F;2;3;1
135;O4;F;3;1;1
136;O4;M;1;3;2
137;O4;F;3;1;3
138;O4;F;1;3;1
139;O4;M;2;2;1
140;O4;M;2;2;3
141;O4;M;3;1;1
142;O4;M;1;3;2
143;O4;M;2;2;1
144;O4;M;3;2;3

[PREFERENCIAS]
# En esta familia P=6, por lo que cada estudiante tiene 6 preferencias
estudiante;preferencia_1;preferencia_2;preferencia_3;preferencia_4;preferencia_5;preferencia_6
1;21;23;31;67;139;105
2;89;73;38;113;133;81
3;8;16;30;43;49;102
4;13;78;135;81;29;91
5;56;110;36;93;45;70
6;81;24;104;82;28;78
7;98;123;35;142;80;95
8;69;140;143;39;60;74
9;58;110;129;68;53;1
10;136;122;34;82;133;12
11;28;77;59;8;139;44
12;69;117;88;79;61;1
13;88;137;40;5;35;107
14;13;106;15;132;11;97
15;3;21;102;8;16;107
16;110;100;82;29;113;87
17;59;61;95;37;119;27
18;11;138;1;116;59;8
19;37;69;142;55;20;138
20;84;140;86;134;117;115
21;23;143;20;96;73;17
22;130;119;127;6;54;3
23;12;65;36;100;130;4
24;34;37;32;53;9;21
25;87;139;142;77;18;62
26;32;62;70;109;135;27
27;141;110;125;24;62;113
28;105;73;26;22;91;15
29;50;44;89;137;35;130
30;20;80;140;136;131;130
31;131;81;11;89;117;9
32;137;89;50;75;52;38
33;117;72;44;130;41;43
34;11;38;85;23;9;139
35;3;58;40;85;50;23
36;77;20;135;38;124;125
37;94;139;105;8;62;29
38;132;133;21;34;25;66
39;32;5;135;56;4;20
40;67;38;88;28;25;32
41;14;76;118;110;11;122
42;10;60;125;53;65;119
43;119;140;64;33;80;118
44;2;93;101;109;107;80
45;104;37;115;108;30;19
46;52;5;53;25;36;43
47;92;91;132;63;78;6
48;33;82;130;129;99;127
49;143;23;37;129;38;121
50;51;112;12;32;44;67
51;5;130;72;114;79;38
52;125;103;69;124;106;140
53;101;45;77;130;34;25
54;96;31;128;55;127;136
55;36;38;136;89;44;31
56;54;59;122;93;25;14
57;45;39;9;61;72;97
58;45;137;140;119;82;86
59;72;71;66;93;141;37
60;2;98;129;131;64;68
61;33;35;80;15;103;48
62;60;82;109;113;6;137
63;128;26;97;61;139;118
64;106;49;135;78;40;92
65;52;93;96;110;4;126
66;68;134;11;42;96;128
67;103;76;140;90;59;138
68;29;3;7;108;118;77
69;121;84;76;50;72;62
70;93;84;9;52;21;120
71;97;40;56;24;80;13
72;47;89;107;82;62;68
73;94;102;129;21;110;76
74;33;116;37;39;73;43
75;18;25;35;33;88;72
76;134;18;124;12;63;102
77;99;62;55;56;26;68
78;80;100;92;126;28;77
79;10;18;136;105;12;139
80;70;112;33;67;35;36
81;82;53;96;97;124;66
82;57;29;18;24;129;90
83;62;115;18;28;44;125
84;68;10;2;138;23;121
85;38;113;99;132;143;79
86;124;72;73;90;95;87
87;89;139;4;135;130;55
88;94;31;119;128;89;61
89;28;116;118;61;90;70
90;76;117;70;110;53;140
91;93;54;8;118;26;51
92;17;2;12;74;76;111
93;27;75;107;11;44;100
94;81;19;33;79;111;86
95;14;25;5;131;26;104
96;143;66;71;17;131;5
97;29;106;131;109;46;102
98;36;76;59;46;29;45
99;3;25;113;1;85;133
100;144;23;97;67;83;57
101;128;112;85;95;67;11
102;64;45;95;50;6;70
103;121;14;94;5;139;115
104;102;63;41;40;13;133
105;125;76;82;121;2;139
106;124;138;77;26;66;8
107;114;47;76;35;83;32
108;87;10;83;58;136;50
109;116;53;106;94;139;136
110;1;39;48;107;119;124
111;38;11;21;144;69;45
112;35;137;31;140;58;81
113;46;42;142;91;137;53
114;133;138;88;31;98;128
115;3;1;87;127;119;58
116;57;3;67;90;10;141
117;60;139;92;64;111;58
118;114;60;76;70;20;142
119;76;82;86;30;93;144
120;94;107;60;128;41;96
121;57;58;66;103;70;28
122;47;12;123;1;16;133
123;138;50;63;39;112;134
124;144;77;12;56;117;69
125;14;38;107;84;12;92
126;10;24;112;22;21;115
127;63;88;46;123;5;19
128;43;113;21;7;42;35
129;52;101;120;114;108;90
130;97;118;115;13;25;44
131;8;133;63;85;114;121
132;101;122;9;130;75;74
133;100;140;39;53;43;11
134;25;1;38;33;69;93
135;116;101;39;94;1;79
136;81;1;40;30;57;86
137;65;143;74;25;115;63
138;54;81;9;79;3;87
139;83;71;76;70;21;126
140;127;83;82;115;113;122
141;116;121;103;94;87;70
142;51;70;103;96;39;81
143;11;79;128;133;4;9
144;43;67;49;38;14;98

[SEPARACIONES]
estudiante_i;estudiante_j
3;82
5;60
9;24
10;116
11;102
11;120
12;129
17;122
21;80
25;37
26;111
27;143
28;105
32;38
32;129
35;137
38;70
41;112
42;70
44;45
46;62
50;71
50;98
54;59
54;69
59;144
73;116
78;134
86;93
87;89
88;113
102;123
104;108
104;143
106;111
114;132

[NOTAS]
generacion=aleatoria_controlada
preferencias_por_estudiante=P_fijo
genero=balanceado_dentro_de_cada_curso_de_origen
criterios_perfil=sorteados_de_forma_independiente
separaciones=aprox_N_div_4
estado=instancia_de_experimento
pesos_funcion_objetivo=no_incluidos_en_la_instancia
factibilidad=se_uso_una_asignacion_testigo_solo_para_generar_la_instancia
