# ------------------------------------------------------------
# Instancia sintetica para pruebas del modelo exacto
# L = 36 estudiantes por curso
# P = 5 preferencias por estudiante
# C = 2 cursos nuevos
# Total = 72 estudiantes
# ------------------------------------------------------------

# INSTANCIA DE REASIGNACION DE ESTUDIANTES
# Este archivo contiene los datos de entrada de la instancia. La solucion se guarda aparte.

[INSTANCIA]
nombre=c_n_36_l_5_s_2_i_9
semilla=50408
N=72
C=2
L=36
P=5

[CURSOS_NUEVOS]
curso;capacidad
1;36
2;36

[BALANCE_GENERO]
grupos=F,M
diferencia_maxima=1

[CURSOS_ORIGEN]
cursos_origen=O1,O2
minimo_O1=17
minimo_O2=17

[CRITERIOS_BALANCE]
criterios=academico,socioemocional,convivencia
niveles=1,2,3

[ESTUDIANTES]
estudiante;curso_origen;genero;academico;socioemocional;convivencia
1;O1;M;2;2;3
2;O1;M;3;1;3
3;O1;F;3;3;3
4;O1;M;3;2;3
5;O1;M;3;1;1
6;O1;M;2;2;3
7;O1;M;2;2;1
8;O1;M;1;3;1
9;O1;M;3;1;1
10;O1;F;2;1;3
11;O1;F;1;1;3
12;O1;M;1;2;2
13;O1;F;3;3;3
14;O1;F;2;1;2
15;O1;M;3;2;1
16;O1;F;2;3;3
17;O1;F;3;3;3
18;O1;M;1;1;2
19;O1;F;2;1;3
20;O1;M;1;1;2
21;O1;F;2;2;1
22;O1;F;1;2;2
23;O1;F;3;3;2
24;O1;M;1;2;2
25;O1;M;1;1;1
26;O1;M;3;3;1
27;O1;F;1;2;1
28;O1;F;1;1;2
29;O1;M;3;1;1
30;O1;F;1;2;3
31;O1;M;1;2;1
32;O1;M;1;2;1
33;O1;F;3;1;1
34;O1;F;3;3;1
35;O1;F;1;2;1
36;O1;F;3;1;3
37;O2;M;2;1;1
38;O2;F;2;1;1
39;O2;F;3;1;1
40;O2;M;1;2;2
41;O2;M;3;2;2
42;O2;F;2;3;3
43;O2;M;2;3;2
44;O2;M;3;3;2
45;O2;M;3;3;1
46;O2;M;3;2;3
47;O2;F;1;1;1
48;O2;M;3;2;2
49;O2;F;2;3;1
50;O2;M;2;1;2
51;O2;F;1;2;3
52;O2;M;3;2;2
53;O2;F;3;2;2
54;O2;M;2;3;3
55;O2;M;1;1;1
56;O2;M;1;3;1
57;O2;F;1;1;1
58;O2;F;2;2;1
59;O2;F;2;1;2
60;O2;F;1;1;2
61;O2;F;2;1;3
62;O2;M;1;1;3
63;O2;M;3;3;1
64;O2;F;1;2;2
65;O2;F;2;3;2
66;O2;M;1;1;3
67;O2;F;2;1;2
68;O2;F;3;3;3
69;O2;M;2;2;3
70;O2;F;2;2;3
71;O2;F;3;1;2
72;O2;M;3;3;3

[PREFERENCIAS]
# En esta familia P=5, por lo que cada estudiante tiene 5 preferencias
estudiante;preferencia_1;preferencia_2;preferencia_3;preferencia_4;preferencia_5
1;27;7;65;43;21
2;8;72;69;56;63
3;9;45;59;46;13
4;2;11;16;38;9
5;7;10;17;43;51
6;45;5;38;25;63
7;38;18;44;60;34
8;16;14;63;10;43
9;60;40;11;43;12
10;36;41;28;62;6
11;13;53;35;29;42
12;16;51;48;28;69
13;69;51;57;26;22
14;53;49;11;36;63
15;54;58;23;47;35
16;3;19;69;54;46
17;16;42;41;53;38
18;60;14;24;7;48
19;3;12;30;58;62
20;48;38;30;50;62
21;6;10;57;14;12
22;23;15;47;49;6
23;48;28;36;19;24
24;19;67;21;4;68
25;23;44;14;72;43
26;43;2;61;24;67
27;37;67;56;52;51
28;9;48;4;29;40
29;4;54;3;13;67
30;18;35;33;58;44
31;32;23;35;25;16
32;13;66;64;29;18
33;23;34;7;32;49
34;11;24;67;9;57
35;70;72;53;26;41
36;65;30;35;42;58
37;66;23;57;51;71
38;19;61;72;35;24
39;20;62;36;11;3
40;63;11;7;58;62
41;11;45;28;61;37
42;14;41;29;30;32
43;51;65;21;19;20
44;46;10;3;63;35
45;58;33;6;23;4
46;61;64;11;23;43
47;24;51;8;69;10
48;67;36;55;54;17
49;4;25;32;47;23
50;15;65;56;49;12
51;12;11;37;67;35
52;16;64;29;26;60
53;25;56;61;1;59
54;34;47;5;66;43
55;68;3;31;39;40
56;51;13;12;3;47
57;3;69;39;70;6
58;1;57;10;26;62
59;39;10;54;67;48
60;44;64;24;61;66
61;32;63;3;6;15
62;14;43;53;12;16
63;49;47;6;3;68
64;47;17;63;12;38
65;50;71;51;40;11
66;2;57;25;47;21
67;26;30;48;18;31
68;9;42;29;51;17
69;32;42;17;1;12
70;37;19;24;59;54
71;36;69;61;26;49
72;23;59;68;62;31

[SEPARACIONES]
estudiante_i;estudiante_j
2;24
3;20
9;24
12;27
12;51
17;61
18;22
19;49
20;70
21;29
22;23
23;30
23;43
27;50
30;42
42;43
43;69
55;56

[NOTAS]
generacion=aleatoria_controlada
preferencias_por_estudiante=P_fijo
genero=balanceado_dentro_de_cada_curso_de_origen
criterios_perfil=sorteados_de_forma_independiente
separaciones=aprox_N_div_4
estado=instancia_de_experimento
pesos_funcion_objetivo=no_incluidos_en_la_instancia
factibilidad=se_uso_una_asignacion_testigo_solo_para_generar_la_instancia
