# ------------------------------------------------------------
# Instancia sintetica para pruebas del modelo exacto
# L = 36 estudiantes por curso
# P = 5 preferencias por estudiante
# C = 5 cursos nuevos
# Total = 180 estudiantes
# ------------------------------------------------------------

# INSTANCIA DE REASIGNACION DE ESTUDIANTES
# Este archivo contiene los datos de entrada de la instancia. La solucion se guarda aparte.

[INSTANCIA]
nombre=c_n_36_l_5_s_5_i_3
semilla=50669
N=180
C=5
L=36
P=5

[CURSOS_NUEVOS]
curso;capacidad
1;36
2;36
3;36
4;36
5;36

[BALANCE_GENERO]
grupos=F,M
diferencia_maxima=1

[CURSOS_ORIGEN]
cursos_origen=O1,O2,O3,O4,O5
minimo_O1=6
minimo_O2=6
minimo_O3=6
minimo_O4=6
minimo_O5=6

[CRITERIOS_BALANCE]
criterios=academico,socioemocional,convivencia
niveles=1,2,3

[ESTUDIANTES]
estudiante;curso_origen;genero;academico;socioemocional;convivencia
1;O1;M;1;3;1
2;O1;F;2;3;1
3;O1;M;3;3;1
4;O1;M;2;1;3
5;O1;M;2;3;2
6;O1;M;3;3;1
7;O1;F;2;1;1
8;O1;F;1;3;2
9;O1;M;3;2;3
10;O1;M;1;3;3
11;O1;M;3;2;2
12;O1;M;1;1;2
13;O1;F;1;1;3
14;O1;M;2;3;1
15;O1;M;3;1;2
16;O1;M;3;1;1
17;O1;F;3;2;2
18;O1;F;3;1;1
19;O1;F;2;2;3
20;O1;F;1;1;3
21;O1;M;1;1;3
22;O1;F;1;3;1
23;O1;M;1;2;2
24;O1;F;3;2;2
25;O1;F;1;2;3
26;O1;F;1;3;2
27;O1;M;3;2;2
28;O1;M;2;1;1
29;O1;F;2;1;1
30;O1;F;1;1;2
31;O1;F;3;1;3
32;O1;F;1;2;2
33;O1;F;2;3;3
34;O1;M;1;1;2
35;O1;F;1;1;1
36;O1;M;1;2;3
37;O2;F;1;2;2
38;O2;F;1;3;2
39;O2;M;2;3;1
40;O2;F;1;3;2
41;O2;M;2;2;3
42;O2;F;2;2;1
43;O2;M;1;1;2
44;O2;F;2;2;3
45;O2;M;3;2;2
46;O2;F;1;3;1
47;O2;F;2;1;2
48;O2;M;1;1;1
49;O2;M;1;2;3
50;O2;M;2;2;3
51;O2;M;3;1;2
52;O2;M;3;3;1
53;O2;F;2;2;3
54;O2;F;1;3;2
55;O2;F;2;3;2
