# ------------------------------------------------------------
# Instancia sintetica para pruebas del modelo exacto
# L = 27 estudiantes por curso
# P = 5 preferencias por estudiante
# C = 2 cursos nuevos
# Total = 54 estudiantes
# ------------------------------------------------------------

# INSTANCIA DE REASIGNACION DE ESTUDIANTES
# Este archivo contiene los datos de entrada de la instancia. La solucion se guarda aparte.

[INSTANCIA]
nombre=c_n_27_l_5_s_2_i_3
semilla=50339
N=54
C=2
L=27
P=5

[CURSOS_NUEVOS]
curso;capacidad
1;27
2;27

[BALANCE_GENERO]
grupos=F,M
diferencia_maxima=1

[CURSOS_ORIGEN]
cursos_origen=O1,O2
minimo_O1=12
minimo_O2=12

[CRITERIOS_BALANCE]
criterios=academico,socioemocional,convivencia
niveles=1,2,3

[ESTUDIANTES]
estudiante;curso_origen;genero;academico;socioemocional;convivencia
1;O1;M;3;2;1
2;O1;M;2;1;2
3;O1;M;1;1;2
4;O1;F;1;2;2
5;O1;M;3;2;2
6;O1;F;3;3;1
7;O1;F;2;1;3
8;O1;F;1;2;3
9;O1;M;1;2;3
10;O1;F;1;1;1
11;O1;F;2;2;2
12;O1;M;2;2;1
13;O1;F;2;2;2
14;O1;M;2;1;3
15;O1;F;2;1;1
16;O1;M;1;1;1
17;O1;M;1;2;2
18;O1;F;1;3;3
19;O1;M;1;1;2
20;O1;M;1;3;1
21;O1;M;3;2;2
22;O1;F;1;3;1
23;O1;M;1;2;2
24;O1;F;2;1;2
25;O1;F;2;2;1
26;O1;M;3;3;2
27;O1;F;3;2;2
28;O2;M;2;3;3
29;O2;M;2;3;1
30;O2;M;2;1;2
31;O2;F;3;2;2
32;O2;M;3;2;3
33;O2;M;2;3;1
34;O2;M;3;3;2
35;O2;F;2;1;3
36;O2;M;1;3;3
37;O2;F;2;2;1
38;O2;F;1;1;1
39;O2;F;2;1;1
40;O2;M;3;2;1
41;O2;M;1;2;1
42;O2;F;1;2;2
43;O2;M;2;3;2
44;O2;F;1;2;3
45;O2;M;3;3;3
46;O2;F;3;3;3
47;O2;F;3;2;2
48;O2;F;1;1;3
49;O2;M;1;3;2
50;O2;F;1;1;2
51;O2;M;1;2;1
52;O2;M;1;2;3
53;O2;F;2;1;3
54;O2;F;2;1;2

[PREFERENCIAS]
# En esta familia P=5, por lo que cada estudiante tiene 5 preferencias
estudiante;preferencia_1;preferencia_2;preferencia_3;preferencia_4;preferencia_5
1;2;50;49;51;28
2;29;47;34;48;20
3;54;12;34;20;10
4;46;42;16;11;10
5;50;24;23;13;45
6;20;33;51;43;54
7;19;6;42;38;5
8;42;35;53;13;3
9;35;45;1;17;23
10;46;18;52;4;12
11;38;5;10;51;37
12;33;41;8;26;31
13;8;28;32;29;15
14;43;17;30;1;47
15;14;19;17;37;23
16;11;4;21;25;46
17;33;16;48;42;24
18;27;7;19;13;47
19;22;1;12;11;45
20;22;2;28;36;54
21;49;10;7;11;23
22;13;4;47;2;21
23;9;41;50;1;46
24;52;5;31;16;43
25;42;34;37;50;4
26;27;23;12;43;41
27;1;46;22;42;16
28;20;49;5;46;53
29;1;33;49;40;8
30;21;32;54;42;48
31;51;32;54;42;16
32;20;36;42;12;35
33;34;18;30;36;37
34;3;44;14;1;15
35;43;1;47;10;48
36;21;34;51;4;52
37;54;53;32;8;40
38;49;45;14;13;47
39;42;44;7;36;32
40;30;52;44;47;14
41;43;12;17;40;19
42;13;21;6;9;24
43;53;30;47;31;17
44;5;48;3;24;13
45;36;46;52;7;49
46;23;13;2;1;49
47;42;36;34;28;4
48;34;30;17;43;12
49;48;31;4;10;2
50;20;45;16;23;21
51;37;3;35;20;9
52;12;3;37;54;24
53;3;45;21;9;28
54;25;21;24;4;44

[SEPARACIONES]
estudiante_i;estudiante_j
1;7
1;38
6;41
6;46
15;42
19;20
21;29
22;53
23;53
30;54
34;51
35;37
41;44
41;52

[NOTAS]
generacion=aleatoria_controlada
preferencias_por_estudiante=P_fijo
genero=balanceado_dentro_de_cada_curso_de_origen
criterios_perfil=sorteados_de_forma_independiente
separaciones=aprox_N_div_4
estado=instancia_de_experimento
pesos_funcion_objetivo=no_incluidos_en_la_instancia
factibilidad=se_uso_una_asignacion_testigo_solo_para_generar_la_instancia
