# ------------------------------------------------------------
# Instancia sintetica para pruebas del modelo exacto
# L = 36 estudiantes por curso
# P = 3 preferencias por estudiante
# C = 3 cursos nuevos
# Total = 108 estudiantes
# ------------------------------------------------------------

# INSTANCIA DE REASIGNACION DE ESTUDIANTES
# Este archivo contiene los datos de entrada de la instancia. La solucion se guarda aparte.

[INSTANCIA]
nombre=c_n_36_l_3_s_3_i_4
semilla=30460
N=108
C=3
L=36
P=3

[CURSOS_NUEVOS]
curso;capacidad
1;36
2;36
3;36

[BALANCE_GENERO]
grupos=F,M
diferencia_maxima=1

[CURSOS_ORIGEN]
cursos_origen=O1,O2,O3
minimo_O1=11
minimo_O2=11
minimo_O3=11

[CRITERIOS_BALANCE]
criterios=academico,socioemocional,convivencia
niveles=1,2,3

[ESTUDIANTES]
estudiante;curso_origen;genero;academico;socioemocional;convivencia
1;O1;F;1;2;2
2;O1;F;2;1;2
3;O1;M;1;2;2
4;O1;M;2;2;1
5;O1;M;1;1;1
6;O1;F;1;1;1
7;O1;M;1;2;2
8;O1;F;1;3;2
9;O1;F;3;2;3
10;O1;F;2;1;1
11;O1;M;1;3;1
12;O1;M;3;3;2
13;O1;M;3;3;2
14;O1;M;2;2;3
15;O1;M;1;2;2
16;O1;F;1;1;1
17;O1;F;1;1;1
18;O1;F;2;1;1
19;O1;M;2;3;2
20;O1;M;1;1;3
21;O1;F;2;3;2
22;O1;M;2;3;1
23;O1;F;3;3;1
24;O1;M;2;2;3
25;O1;F;1;3;1
26;O1;M;3;3;1
27;O1;F;2;2;1
28;O1;M;1;2;2
29;O1;M;3;3;3
30;O1;F;2;2;3
31;O1;M;2;2;1
32;O1;F;3;1;3
33;O1;M;2;1;1
34;O1;F;1;2;2
35;O1;F;2;1;1
36;O1;F;1;2;1
37;O2;M;1;2;2
38;O2;M;2;2;1
39;O2;F;2;2;2
40;O2;M;2;3;3
41;O2;F;2;2;3
42;O2;F;1;3;1
43;O2;F;2;3;3
44;O2;F;2;2;2
45;O2;M;2;3;3
46;O2;F;1;2;3
47;O2;F;2;2;2
48;O2;F;2;1;2
49;O2;M;1;2;3
50;O2;M;1;3;3
51;O2;M;1;1;2
52;O2;F;1;2;3
53;O2;F;3;2;2
54;O2;M;2;2;1
55;O2;F;1;1;2
56;O2;F;2;1;1
57;O2;M;1;1;3
58;O2;M;1;3;1
59;O2;M;1;1;1
60;O2;F;2;1;2
61;O2;M;3;1;1
62;O2;M;1;2;2
63;O2;F;2;2;3
64;O2;F;1;2;2
65;O2;M;2;3;3
66;O2;F;1;2;2
67;O2;M;1;1;3
68;O2;M;2;3;1
69;O2;F;3;2;1
70;O2;F;3;1;1
71;O2;M;2;3;1
72;O2;M;3;2;1
73;O3;M;2;3;2
74;O3;M;2;3;2
75;O3;F;1;1;3
76;O3;M;2;2;1
77;O3;M;1;3;1
78;O3;M;3;3;3
79;O3;F;3;1;1
80;O3;M;3;3;3
81;O3;M;3;2;1
82;O3;M;1;2;2
83;O3;F;3;3;1
84;O3;F;1;1;3
85;O3;F;3;1;3
86;O3;F;2;3;2
87;O3;F;3;3;2
88;O3;F;2;1;2
89;O3;F;1;1;3
90;O3;M;1;1;2
91;O3;F;2;2;2
92;O3;M;2;1;1
93;O3;M;2;3;2
94;O3;F;2;1;2
95;O3;M;2;2;1
96;O3;M;1;3;3
97;O3;M;1;3;1
98;O3;F;3;1;3
99;O3;F;3;3;1
100;O3;F;3;1;2
101;O3;F;2;1;3
102;O3;M;3;2;3
103;O3;M;3;3;2
104;O3;M;2;2;1
105;O3;F;2;3;2
106;O3;M;1;3;1
107;O3;F;1;3;1
108;O3;F;1;3;2

[PREFERENCIAS]
# En esta familia P=3, por lo que cada estudiante tiene 3 preferencias
estudiante;preferencia_1;preferencia_2;preferencia_3
1;102;8;85
2;32;55;9
3;72;8;59
4;65;40;35
5;81;88;21
6;22;70;78
7;75;81;47
8;95;92;67
9;24;69;3
10;6;85;44
11;51;16;49
12;9;75;79
13;73;36;103
14;93;5;106
15;1;21;8
16;61;90;24
17;107;3;10
18;54;61;75
19;46;6;71
20;30;36;72
21;48;52;90
22;82;72;80
23;27;1;9
24;101;20;34
25;21;56;105
26;107;27;12
27;15;76;74
28;62;66;49
29;85;19;83
30;63;89;22
31;89;94;13
32;71;19;96
33;10;49;94
34;35;14;7
35;30;67;27
36;46;39;38
37;22;65;11
38;65;18;80
39;47;13;19
40;13;18;43
41;2;27;49
42;5;31;35
43;29;5;35
44;19;45;83
45;48;67;35
46;61;90;7
47;42;53;28
48;15;103;55
49;17;20;14
50;65;61;31
51;79;12;77
52;62;3;72
53;57;69;89
54;87;24;77
55;28;23;103
56;4;83;35
57;22;11;76
58;82;63;62
59;35;42;104
60;32;25;93
61;19;72;100
62;60;61;59
63;69;79;1
64;66;32;28
65;47;75;52
66;33;82;11
67;65;55;7
68;43;70;48
69;19;53;50
70;41;36;30
71;65;11;79
72;49;33;78
73;84;43;20
74;89;53;56
75;5;65;87
76;45;79;27
77;55;59;101
78;97;53;7
79;83;28;74
80;33;77;45
81;16;48;40
82;50;102;22
83;10;40;13
84;53;25;10
85;74;80;67
86;37;8;21
87;25;59;101
88;94;45;5
89;15;69;63
90;12;2;60
91;28;79;87
92;43;85;75
93;9;27;49
94;22;61;59
95;97;80;36
96;23;81;104
97;11;54;84
98;14;45;49
99;27;11;32
100;45;67;78
101;106;46;34
102;37;26;2
103;70;91;36
104;57;42;5
105;45;76;69
106;34;86;53
107;84;51;73
108;27;78;4

[SEPARACIONES]
estudiante_i;estudiante_j
2;101
8;69
9;52
9;105
10;44
11;70
12;16
16;86
16;101
20;57
21;76
22;49
31;57
33;74
36;38
37;61
48;57
50;55
51;64
56;62
56;91
65;87
66;93
68;97
74;106
75;94
93;102

[NOTAS]
generacion=aleatoria_controlada
preferencias_por_estudiante=P_fijo
genero=balanceado_dentro_de_cada_curso_de_origen
criterios_perfil=sorteados_de_forma_independiente
separaciones=aprox_N_div_4
estado=instancia_de_experimento
pesos_funcion_objetivo=no_incluidos_en_la_instancia
