# ------------------------------------------------------------
# Instancia sintetica para pruebas del modelo exacto
# L = 27 estudiantes por curso
# P = 3 preferencias por estudiante
# C = 4 cursos nuevos
# Total = 108 estudiantes
# ------------------------------------------------------------

# INSTANCIA DE REASIGNACION DE ESTUDIANTES
# Este archivo contiene los datos de entrada de la instancia. La solucion se guarda aparte.

[INSTANCIA]
nombre=c_n_27_l_3_s_4_i_0
semilla=30506
N=108
C=4
L=27
P=3

[CURSOS_NUEVOS]
curso;capacidad
1;27
2;27
3;27
4;27

[BALANCE_GENERO]
grupos=F,M
diferencia_maxima=1

[CURSOS_ORIGEN]
cursos_origen=O1,O2,O3,O4
minimo_O1=5
minimo_O2=5
minimo_O3=5
minimo_O4=5

[CRITERIOS_BALANCE]
criterios=academico,socioemocional,convivencia
niveles=1,2,3

[ESTUDIANTES]
estudiante;curso_origen;genero;academico;socioemocional;convivencia
1;O1;M;1;2;1
2;O1;F;3;1;2
3;O1;M;3;1;1
4;O1;M;2;2;2
5;O1;M;2;3;1
6;O1;M;1;2;3
7;O1;M;2;3;3
8;O1;M;2;3;2
9;O1;M;2;3;2
10;O1;M;2;3;1
11;O1;F;1;2;1
12;O1;F;3;2;2
13;O1;F;3;1;1
14;O1;M;1;1;1
15;O1;F;3;3;1
16;O1;F;2;3;2
17;O1;F;1;1;1
18;O1;F;3;1;3
19;O1;F;2;1;1
20;O1;M;1;2;2
21;O1;M;2;1;2
22;O1;F;2;2;2
23;O1;F;1;3;3
24;O1;M;3;1;1
25;O1;M;3;2;3
26;O1;F;3;3;3
27;O1;F;2;2;2
28;O2;F;1;1;3
29;O2;M;2;2;3
30;O2;F;1;1;2
31;O2;M;3;2;2
32;O2;M;3;3;2
33;O2;M;3;3;1
34;O2;F;2;1;1
35;O2;F;1;3;2
36;O2;F;1;3;3
37;O2;M;2;2;1
38;O2;M;1;1;2
39;O2;M;1;2;2
40;O2;M;1;1;2
41;O2;M;2;3;3
42;O2;M;3;2;1
43;O2;F;3;3;3
