# ------------------------------------------------------------
# Instancia sintetica para pruebas del modelo exacto
# L = 18 estudiantes por curso
# P = 5 preferencias por estudiante
# C = 6 cursos nuevos
# Total = 108 estudiantes
# ------------------------------------------------------------

# INSTANCIA DE REASIGNACION DE ESTUDIANTES
# Este archivo contiene los datos de entrada de la instancia. La solucion se guarda aparte.

[INSTANCIA]
nombre=c_n_18_l_5_s_6_i_8
semilla=50751
N=108
C=6
L=18
P=5

[CURSOS_NUEVOS]
curso;capacidad
1;18
2;18
3;18
4;18
5;18
6;18

[BALANCE_GENERO]
grupos=F,M
diferencia_maxima=1

[CURSOS_ORIGEN]
cursos_origen=O1,O2,O3,O4,O5,O6
minimo_O1=2
minimo_O2=2
minimo_O3=2
minimo_O4=2
minimo_O5=2
minimo_O6=2

[CRITERIOS_BALANCE]
criterios=academico,socioemocional,convivencia
niveles=1,2,3

[ESTUDIANTES]
estudiante;curso_origen;genero;academico;socioemocional;convivencia
1;O1;F;1;3;2
2;O1;F;3;1;1
3;O1;M;2;3;3
4;O1;M;2;1;1
5;O1;F;1;1;1
6;O1;F;3;1;2
7;O1;M;3;2;1
8;O1;F;3;2;2
9;O1;M;2;3;1
10;O1;M;1;2;3
11;O1;F;2;3;1
12;O1;M;2;1;1
13;O1;F;3;3;1
14;O1;F;2;3;3
15;O1;M;2;2;2
16;O1;M;2;1;2
17;O1;M;3;2;3
18;O1;F;1;3;1
19;O2;F;2;3;2
20;O2;M;3;2;1
21;O2;M;1;1;1
22;O2;F;1;1;1
23;O2;F;2;2;2
24;O2;M;2;1;2
25;O2;M;2;1;1
26;O2;M;2;3;3
27;O2;F;2;1;2
28;O2;M;1;1;2
29;O2;F;1;2;1
30;O2;F;1;1;1
31;O2;M;1;2;1
32;O2;M;2;2;3
33;O2;F;3;2;2
34;O2;M;1;2;3
35;O2;F;1;2;3
36;O2;F;1;2;3
37;O3;F;3;3;3
38;O3;F;3;3;2
39;O3;M;1;1;2
40;O3;F;1;3;3
41;O3;M;1;3;1
42;O3;F;2;1;1
43;O3;M;1;1;2
44;O3;M;3;2;2
45;O3;M;3;2;1
46;O3;F;2;1;2
47;O3;M;1;3;1
48;O3;F;1;3;3
49;O3;F;2;2;1
50;O3;F;3;3;1
51;O3;M;1;3;1
52;O3;F;3;1;1
53;O3;M;1;3;1
54;O3;M;1;3;2
55;O4;F;3;3;3
56;O4;M;2;2;2
57;O4;M;1;3;3
58;O4;M;2;1;2
59;O4;F;1;1;3
60;O4;F;3;3;2
61;O4;F;3;1;1
62;O4;M;1;2;3
63;O4;M;1;3;1
64;O4;F;1;1;2
65;O4;F;3;3;3
66;O4;F;2;2;2
67;O4;F;2;3;2
68;O4;M;1;1;2
69;O4;M;3;2;2
70;O4;M;3;2;1
71;O4;M;2;2;2
72;O4;F;2;1;2
73;O5;F;3;2;2
74;O5;F;1;1;2
75;O5;M;2;1;2
76;O5;F;3;1;2
77;O5;M;3;2;2
78;O5;M;1;1;2
79;O5;F;3;3;3
80;O5;F;3;2;3
81;O5;F;1;2;1
82;O5;M;2;3;2
83;O5;M;3;2;1
84;O5;M;1;2;1
85;O5;F;3;1;1
86;O5;M;1;1;2
87;O5;F;3;3;3
88;O5;M;1;3;3
89;O5;M;2;2;3
90;O5;F;3;1;2
91;O6;F;3;3;3
92;O6;M;1;1;1
93;O6;M;1;1;1
94;O6;M;1;1;1
95;O6;F;1;2;2
96;O6;F;3;3;2
97;O6;F;1;2;1
98;O6;F;3;3;2
99;O6;M;1;1;3
100;O6;M;2;2;1
101;O6;M;1;2;1
102;O6;M;1;2;1
103;O6;M;1;1;2
104;O6;F;2;2;2
105;O6;F;3;1;3
106;O6;F;1;1;3
107;O6;M;2;3;1
108;O6;F;3;1;3

[PREFERENCIAS]
# En esta familia P=5, por lo que cada estudiante tiene 5 preferencias
estudiante;preferencia_1;preferencia_2;preferencia_3;preferencia_4;preferencia_5
1;80;22;99;43;87
2;22;69;99;43;41
3;35;105;67;33;62
4;11;89;73;100;46
5;77;19;102;43;58
6;72;96;5;43;108
7;98;12;43;19;16
8;13;94;86;62;101
9;17;19;98;21;102
10;54;43;53;99;24
11;61;107;7;77;20
12;101;69;99;67;38
13;69;17;37;103;90
14;80;96;58;16;15
15;106;33;50;53;24
16;42;11;64;40;46
17;1;86;68;26;21
18;56;29;27;5;39
19;39;97;108;3;94
20;89;102;59;80;17
21;97;37;98;15;30
22;43;29;83;34;88
23;102;92;63;108;96
24;30;77;26;62;14
25;106;65;61;62;21
26;83;63;89;76;28
27;85;24;3;11;60
28;88;90;52;31;32
29;34;37;73;52;22
30;85;108;66;18;46
31;18;35;76;10;19
32;86;91;67;1;23
33;71;9;85;18;75
34;14;43;64;60;70
35;50;40;6;87;96
36;85;84;40;45;69
37;96;57;1;35;22
38;49;51;50;52;40
39;70;99;18;30;7
40;44;5;67;80;51
41;98;54;84;20;23
42;72;95;29;71;58
43;48;12;99;107;53
44;19;75;5;42;76
45;43;92;17;6;84
46;23;12;30;103;8
47;1;4;73;3;27
48;51;78;42;95;41
49;10;70;44;14;64
50;108;91;97;13;89
51;69;46;8;62;32
52;45;71;85;96;77
53;72;87;58;55;26
54;84;4;26;31;64
55;75;9;19;12;50
56;50;71;106;98;92
57;102;62;83;80;52
58;104;17;64;40;15
59;56;79;19;53;106
60;51;32;104;52;23
61;37;58;92;74;87
62;103;89;88;99;108
63;14;97;108;77;41
64;47;44;45;42;2
65;107;84;51;62;47
66;17;41;18;12;78
67;33;42;82;43;101
68;43;107;34;95;87
69;59;102;67;75;98
70;7;103;31;12;22
71;16;39;80;45;49
72;83;91;52;61;17
73;68;52;82;39;42
74;86;38;36;52;8
75;36;64;82;93;105
76;80;90;47;11;8
77;102;9;84;52;91
78;101;15;53;19;71
79;5;66;50;102;89
80;17;82;76;104;103
81;101;48;41;95;38
82;64;57;22;5;108
83;16;1;3;38;92
84;42;99;75;15;8
85;29;63;18;17;70
86;84;97;50;77;74
87;28;100;1;96;41
88;78;108;94;10;34
89;19;99;40;75;106
90;20;45;67;63;59
91;10;28;22;58;12
92;2;21;29;76;59
93;92;25;98;21;100
94;52;74;80;97;79
95;49;31;63;91;86
96;28;86;41;10;35
97;96;60;63;12;22
98;82;100;103;12;4
99;91;89;13;100;77
100;88;62;45;41;99
101;50;100;53;52;105
102;73;95;13;48;77
103;7;1;35;2;84
104;19;61;3;89;70
105;28;24;90;30;103
106;67;32;17;39;43
107;80;34;104;79;70
108;10;62;91;5;107

[SEPARACIONES]
estudiante_i;estudiante_j
1;33
10;35
14;91
14;105
18;47
19;29
19;86
21;24
21;33
22;46
24;105
26;102
27;97
28;103
29;49
31;75
32;77
40;67
43;58
46;50
57;105
61;71
61;84
66;95
67;102
86;91
86;106

[NOTAS]
generacion=aleatoria_controlada
preferencias_por_estudiante=P_fijo
genero=balanceado_dentro_de_cada_curso_de_origen
criterios_perfil=sorteados_de_forma_independiente
separaciones=aprox_N_div_4
estado=instancia_de_experimento
pesos_funcion_objetivo=no_incluidos_en_la_instancia
factibilidad=se_uso_una_asignacion_testigo_solo_para_generar_la_instancia
