# ------------------------------------------------------------
# Instancia sintetica para pruebas del modelo exacto
# L = 72 estudiantes por curso
# P = 7 preferencias por estudiante
# C = 4 cursos nuevos
# Total = 288 estudiantes
# ------------------------------------------------------------

# INSTANCIA DE REASIGNACION DE ESTUDIANTES
# Este archivo contiene los datos de entrada de la instancia. La solucion se guarda aparte.

[INSTANCIA]
nombre=c_n_72_l_7_s_4_i_6
semilla=70711
N=288
C=4
L=72
P=7

[CURSOS_NUEVOS]
curso;capacidad
1;72
2;72
3;72
4;72

[BALANCE_GENERO]
grupos=F,M
diferencia_maxima=1

[CURSOS_ORIGEN]
cursos_origen=O1,O2,O3,O4
minimo_O1=17
minimo_O2=17
minimo_O3=17
minimo_O4=17

[CRITERIOS_BALANCE]
criterios=academico,socioemocional,convivencia
niveles=1,2,3

[ESTUDIANTES]
estudiante;curso_origen;genero;academico;socioemocional;convivencia
1;O1;M;2;3;3
2;O1;M;2;2;3
3;O1;F;3;1;1
4;O1;M;1;2;2
5;O1;M;2;2;3
6;O1;F;2;2;2
7;O1;F;1;1;3
8;O1;F;3;3;3
9;O1;M;2;1;1
10;O1;F;3;1;1
11;O1;F;3;1;3
12;O1;F;3;1;3
13;O1;F;2;1;3
14;O1;F;2;2;3
15;O1;M;3;1;3
16;O1;F;3;3;2
17;O1;M;2;3;2
18;O1;M;1;3;2
19;O1;F;3;1;2
20;O1;M;3;2;2
21;O1;M;2;2;3
22;O1;F;1;1;2
23;O1;F;2;1;1
24;O1;M;2;2;3
25;O1;F;1;2;1
26;O1;M;2;3;1
27;O1;F;1;2;3
28;O1;M;1;3;1
29;O1;M;3;2;3
30;O1;F;1;1;2
31;O1;F;3;3;3
32;O1;F;2;1;2
33;O1;F;3;3;3
34;O1;F;3;3;3
35;O1;M;2;1;1
36;O1;F;3;2;3
37;O1;M;1;3;2
38;O1;F;3;3;2
39;O1;F;1;3;1
40;O1;M;1;3;3
41;O1;M;1;3;1
42;O1;M;2;3;1
43;O1;M;2;1;2
44;O1;F;2;1;3
45;O1;M;3;3;3
46;O1;F;1;1;3
47;O1;F;1;2;3
48;O1;M;2;1;2
49;O1;M;3;3;1
50;O1;F;1;3;3
51;O1;M;1;1;2
52;O1;F;2;1;3
53;O1;M;3;2;2
54;O1;F;3;1;3
55;O1;M;1;1;2
56;O1;M;3;2;2
57;O1;M;3;3;1
58;O1;M;1;2;3
59;O1;M;3;2;2
60;O1;M;3;3;2
61;O1;F;1;1;1
62;O1;F;2;1;1
63;O1;M;3;1;3
64;O1;M;2;2;1
65;O1;M;3;1;2
66;O1;M;2;3;1
67;O1;F;3;2;2
68;O1;F;1;2;3
69;O1;M;2;3;3
70;O1;F;1;1;1
71;O1;F;3;3;1
72;O1;F;1;2;2
73;O2;M;2;1;1
74;O2;F;2;2;1
75;O2;M;3;1;1
76;O2;F;2;2;2
77;O2;F;3;3;2
78;O2;F;3;1;3
79;O2;F;3;1;1
80;O2;F;3;1;1
81;O2;F;2;1;1
82;O2;M;1;2;1
83;O2;M;2;3;3
84;O2;M;2;1;2
85;O2;M;2;1;2
86;O2;F;2;3;1
87;O2;F;2;1;1
88;O2;M;3;3;1
89;O2;M;3;3;1
90;O2;F;2;3;2
91;O2;M;3;2;1
92;O2;M;3;3;3
93;O2;M;3;3;3
94;O2;F;3;2;3
95;O2;M;2;1;3
96;O2;M;1;1;1
97;O2;M;2;3;3
98;O2;F;3;3;3
99;O2;M;2;2;1
100;O2;F;1;1;2
101;O2;F;3;2;1
102;O2;F;2;1;2
103;O2;F;1;3;1
104;O2;F;1;1;3
105;O2;M;1;1;3
106;O2;M;3;1;2
107;O2;M;2;1;2
108;O2;M;3;2;1
109;O2;M;3;2;2
110;O2;M;3;1;2
111;O2;F;3;2;3
112;O2;M;1;1;1
113;O2;M;3;1;1
114;O2;F;1;1;1
115;O2;M;3;2;3
116;O2;M;2;2;2
117;O2;F;1;1;1
118;O2;M;3;2;3
119;O2;F;3;2;2
120;O2;M;1;3;3
121;O2;F;1;1;3
122;O2;M;2;3;3
123;O2;F;2;1;2
124;O2;M;2;1;3
125;O2;F;1;3;2
126;O2;M;3;2;2
127;O2;F;3;2;2
128;O2;M;2;2;2
129;O2;M;3;2;3
130;O2;F;3;2;3
131;O2;F;3;3;3
132;O2;F;1;2;1
133;O2;M;3;2;1
134;O2;M;1;2;3
135;O2;M;2;1;3
136;O2;F;1;2;2
137;O2;F;1;1;1
138;O2;F;2;3;1
139;O2;F;1;3;2
140;O2;F;2;1;3
141;O2;F;3;3;3
142;O2;F;2;3;2
143;O2;M;2;3;2
144;O2;F;3;3;2
145;O3;M;1;3;3
146;O3;M;3;2;1
147;O3;M;2;2;3
148;O3;M;2;1;2
149;O3;M;3;2;2
150;O3;M;1;3;3
151;O3;F;1;2;3
152;O3;F;2;3;1
153;O3;M;1;3;3
154;O3;M;3;3;1
155;O3;M;3;3;1
156;O3;M;1;1;2
157;O3;F;1;3;3
158;O3;M;2;2;3
159;O3;F;2;1;3
160;O3;M;2;2;2
161;O3;F;1;2;2
162;O3;F;3;2;3
163;O3;F;3;1;3
164;O3;F;1;3;1
165;O3;F;1;3;1
166;O3;M;2;2;1
167;O3;M;1;3;1
168;O3;M;3;3;2
169;O3;F;2;3;1
170;O3;F;1;3;3
171;O3;M;3;1;3
172;O3;M;1;3;2
173;O3;F;3;1;3
174;O3;M;1;1;2
175;O3;F;1;1;1
176;O3;M;3;2;3
177;O3;F;1;1;3
178;O3;F;1;3;2
179;O3;M;2;2;2
180;O3;M;1;2;1
181;O3;M;1;3;2
182;O3;F;1;1;1
183;O3;F;1;2;2
184;O3;F;2;3;3
185;O3;M;3;3;1
186;O3;F;2;2;3
187;O3;F;2;3;1
188;O3;M;1;2;1
189;O3;F;1;2;3
190;O3;M;2;2;3
191;O3;F;2;3;1
192;O3;M;2;1;1
193;O3;M;2;1;2
194;O3;F;1;2;1
195;O3;M;3;2;3
196;O3;F;2;2;3
197;O3;F;2;3;1
198;O3;M;2;3;2
199;O3;F;2;1;2
200;O3;M;2;1;3
201;O3;F;2;1;2
202;O3;M;2;3;3
203;O3;F;3;3;1
204;O3;M;1;1;1
205;O3;F;3;1;1
206;O3;M;3;3;1
207;O3;F;3;3;1
208;O3;F;3;2;2
209;O3;M;3;3;1
210;O3;M;1;2;2
211;O3;F;3;3;3
212;O3;F;2;1;1
213;O3;F;3;3;3
214;O3;F;3;3;1
215;O3;M;3;2;3
216;O3;F;1;2;1
217;O4;F;3;1;2
218;O4;F;1;1;1
219;O4;F;3;2;1
220;O4;M;2;2;1
221;O4;F;1;1;3
222;O4;F;2;1;2
223;O4;F;1;3;1
224;O4;F;3;3;1
225;O4;F;1;1;3
226;O4;F;2;2;1
227;O4;M;1;3;2
228;O4;F;3;1;1
229;O4;M;1;3;2
230;O4;M;2;2;3
231;O4;F;3;2;3
232;O4;M;3;3;3
233;O4;F;3;1;3
234;O4;F;1;3;3
235;O4;F;3;2;1
236;O4;M;3;3;1
237;O4;M;2;3;2
238;O4;F;2;1;2
239;O4;M;1;2;3
240;O4;F;3;3;2
241;O4;M;1;2;2
242;O4;M;2;2;1
243;O4;M;2;2;1
244;O4;M;1;3;3
245;O4;M;3;2;3
246;O4;M;3;2;2
247;O4;M;3;2;1
248;O4;F;3;1;1
249;O4;F;1;1;2
250;O4;M;3;3;1
251;O4;M;3;1;3
252;O4;F;1;3;2
253;O4;M;2;2;2
254;O4;M;2;1;3
255;O4;F;3;1;2
256;O4;M;1;2;2
257;O4;M;1;3;2
258;O4;F;1;1;2
259;O4;F;3;1;1
260;O4;F;1;3;1
261;O4;F;3;3;2
262;O4;M;2;2;2
263;O4;F;1;2;3
264;O4;M;1;1;1
265;O4;M;1;3;1
266;O4;M;1;3;2
267;O4;F;2;2;2
268;O4;M;1;3;1
269;O4;M;2;2;2
270;O4;M;2;1;1
271;O4;F;1;3;2
272;O4;F;2;2;3
273;O4;F;3;2;2
274;O4;M;2;3;2
275;O4;M;1;1;2
276;O4;M;2;2;3
277;O4;F;3;2;2
278;O4;F;3;2;3
279;O4;F;2;2;2
280;O4;F;1;1;3
281;O4;M;2;3;2
282;O4;F;3;1;1
283;O4;F;3;3;1
284;O4;M;1;2;3
285;O4;M;3;1;3
286;O4;M;3;3;1
287;O4;F;1;2;2
288;O4;M;1;3;3

[PREFERENCIAS]
