# ------------------------------------------------------------
# Instancia sintetica para pruebas del modelo exacto
# L = 27 estudiantes por curso
# P = 5 preferencias por estudiante
# C = 2 cursos nuevos
# Total = 54 estudiantes
# ------------------------------------------------------------

# INSTANCIA DE REASIGNACION DE ESTUDIANTES
# Este archivo contiene los datos de entrada de la instancia. La solucion se guarda aparte.

[INSTANCIA]
nombre=c_n_27_l_5_s_2_i_4
semilla=50346
N=54
C=2
L=27
P=5

[CURSOS_NUEVOS]
curso;capacidad
1;27
2;27

[BALANCE_GENERO]
grupos=F,M
diferencia_maxima=1

[CURSOS_ORIGEN]
cursos_origen=O1,O2
minimo_O1=12
minimo_O2=12

[CRITERIOS_BALANCE]
criterios=academico,socioemocional,convivencia
niveles=1,2,3

[ESTUDIANTES]
estudiante;curso_origen;genero;academico;socioemocional;convivencia
1;O1;F;1;2;1
2;O1;M;2;3;3
3;O1;F;2;1;1
4;O1;M;3;2;1
5;O1;F;3;3;3
6;O1;F;3;2;1
7;O1;M;1;2;2
8;O1;M;3;1;3
9;O1;F;2;2;2
10;O1;M;3;3;2
11;O1;M;1;2;1
12;O1;F;1;1;1
13;O1;M;3;2;2
14;O1;F;3;1;2
15;O1;F;3;3;2
16;O1;M;2;1;3
17;O1;M;1;2;1
18;O1;M;1;2;2
19;O1;M;3;2;1
20;O1;F;3;2;1
21;O1;M;2;3;2
22;O1;F;3;1;1
23;O1;M;3;1;2
24;O1;F;1;2;2
25;O1;F;1;3;3
26;O1;M;2;3;3
27;O1;F;3;1;1
28;O2;F;2;1;2
29;O2;M;1;1;1
30;O2;M;3;3;2
31;O2;F;2;2;3
32;O2;F;3;3;1
33;O2;M;1;1;3
34;O2;M;1;3;3
35;O2;M;3;3;3
36;O2;M;2;3;1
37;O2;M;2;2;3
38;O2;M;3;3;3
39;O2;M;3;3;1
40;O2;F;3;1;1
41;O2;F;1;1;2
42;O2;F;1;2;2
43;O2;M;1;1;3
44;O2;M;1;2;2
45;O2;F;1;1;1
46;O2;M;1;1;3
47;O2;F;3;3;2
48;O2;F;3;3;2
49;O2;F;3;2;3
50;O2;M;1;2;1
51;O2;M;3;1;1
52;O2;F;1;3;3
53;O2;F;1;1;1
54;O2;F;1;2;1

[PREFERENCIAS]
# En esta familia P=5, por lo que cada estudiante tiene 5 preferencias
estudiante;preferencia_1;preferencia_2;preferencia_3;preferencia_4;preferencia_5
1;41;52;8;14;51
2;17;20;14;15;51
3;30;6;25;22;39
4;21;47;40;5;24
5;53;20;42;52;8
6;4;44;20;34;23
7;45;53;34;22;13
8;9;54;4;51;19
9;13;26;32;29;24
10;24;3;1;34;9
11;14;45;1;10;6
12;14;8;5;36;42
13;43;3;46;27;34
14;40;10;53;34;22
15;46;51;42;23;35
16;11;2;20;17;43
17;50;28;1;43;12
18;31;17;29;39;16
19;42;27;8;31;41
20;1;11;46;23;52
21;6;15;41;46;1
22;41;6;40;28;11
23;48;45;50;46;17
24;3;4;33;29;39
25;40;45;27;23;11
26;5;49;10;1;3
27;38;14;54;6;50
28;35;44;21;34;14
29;48;54;17;21;11
30;47;31;52;36;24
31;39;6;13;12;4
32;22;44;51;5;43
33;22;8;13;35;6
34;33;27;46;26;28
35;3;33;16;13;39
36;12;42;54;45;32
37;8;11;5;23;20
38;33;51;27;25;23
39;3;51;6;15;26
40;36;3;19;9;7
41;49;10;45;23;44
42;50;49;30;20;21
43;29;42;18;30;33
44;19;54;46;37;9
45;25;40;21;53;39
46;38;39;34;22;36
47;25;50;54;46;34
48;49;46;33;19;14
49;45;30;22;42;24
50;32;28;44;3;35
51;37;40;17;11;44
52;11;41;3;51;6
53;32;13;8;16;41
54;44;31;29;7;26

[SEPARACIONES]
estudiante_i;estudiante_j
1;17
2;4
5;17
5;38
7;37
10;50
11;48
17;18
17;26
20;23
26;48
28;29
33;36
44;45

[NOTAS]
generacion=aleatoria_controlada
preferencias_por_estudiante=P_fijo
genero=balanceado_dentro_de_cada_curso_de_origen
criterios_perfil=sorteados_de_forma_independiente
separaciones=aprox_N_div_4
estado=instancia_de_experimento
pesos_funcion_objetivo=no_incluidos_en_la_instancia
factibilidad=se_uso_una_asignacion_testigo_solo_para_generar_la_instancia
