# ------------------------------------------------------------
# Instancia sintetica para pruebas del modelo exacto
# L = 27 estudiantes por curso
# P = 5 preferencias por estudiante
# C = 2 cursos nuevos
# Total = 54 estudiantes
# ------------------------------------------------------------

# INSTANCIA DE REASIGNACION DE ESTUDIANTES
# Este archivo contiene los datos de entrada de la instancia. La solucion se guarda aparte.

[INSTANCIA]
nombre=c_n_27_l_5_s_2_i_2
semilla=50332
N=54
C=2
L=27
P=5

[CURSOS_NUEVOS]
curso;capacidad
1;27
2;27

[BALANCE_GENERO]
grupos=F,M
diferencia_maxima=1

[CURSOS_ORIGEN]
cursos_origen=O1,O2
minimo_O1=12
minimo_O2=12

[CRITERIOS_BALANCE]
criterios=academico,socioemocional,convivencia
niveles=1,2,3

[ESTUDIANTES]
estudiante;curso_origen;genero;academico;socioemocional;convivencia
1;O1;M;1;3;2
2;O1;F;2;1;2
3;O1;M;3;1;3
4;O1;F;2;2;3
5;O1;M;1;3;3
6;O1;F;1;2;2
7;O1;M;2;3;3
8;O1;F;3;1;3
9;O1;M;1;2;3
10;O1;F;3;2;1
11;O1;F;3;3;2
12;O1;M;3;3;3
13;O1;F;3;1;1
14;O1;F;2;1;1
15;O1;M;1;1;2
16;O1;M;2;1;2
17;O1;M;2;1;1
18;O1;F;2;3;1
19;O1;F;2;3;3
20;O1;F;3;3;3
21;O1;F;3;2;2
22;O1;M;2;2;2
23;O1;F;1;2;2
24;O1;M;3;3;3
25;O1;M;2;3;3
26;O1;M;3;1;2
27;O1;M;1;1;3
28;O2;M;3;3;2
29;O2;M;1;3;3
30;O2;F;3;1;3
31;O2;F;1;1;2
32;O2;M;2;2;1
33;O2;F;3;3;2
34;O2;M;1;2;2
35;O2;M;2;2;2
36;O2;M;1;3;3
37;O2;F;3;3;1
38;O2;F;3;1;2
39;O2;F;2;2;1
40;O2;M;3;3;3
41;O2;M;2;3;1
42;O2;M;1;3;2
43;O2;F;1;1;3
44;O2;M;3;3;2
45;O2;M;3;3;2
46;O2;M;2;3;1
47;O2;F;1;2;2
48;O2;F;3;2;1
49;O2;F;2;3;3
50;O2;F;1;3;1
51;O2;F;2;1;3
52;O2;F;2;1;2
53;O2;M;1;1;3
54;O2;M;3;3;2

[PREFERENCIAS]
# En esta familia P=5, por lo que cada estudiante tiene 5 preferencias
estudiante;preferencia_1;preferencia_2;preferencia_3;preferencia_4;preferencia_5
1;43;18;45;28;29
2;47;41;3;34;1
3;29;2;28;27;43
4;3;8;42;20;38
5;41;32;13;38;46
6;36;39;22;44;28
7;52;2;33;16;42
8;45;34;15;9;40
9;36;31;47;21;45
10;40;13;23;5;49
11;29;12;3;24;26
12;1;2;36;44;49
13;44;50;27;20;53
14;45;34;16;7;38
15;51;46;48;36;27
16;45;33;19;23;1
17;16;40;18;35;47
18;52;32;42;53;31
19;39;34;17;45;42
20;33;42;34;6;51
21;7;18;44;42;39
22;8;36;49;53;38
23;36;7;53;19;52
24;7;20;26;5;38
25;5;34;33;47;38
26;44;45;23;11;1
27;52;3;50;26;14
28;17;24;10;46;15
29;47;34;23;14;5
30;3;8;47;23;17
31;27;40;19;8;38
32;40;6;48;46;20
33;16;44;27;12;2
34;42;22;32;17;11
35;44;52;7;14;22
36;38;31;50;29;33
37;26;5;25;40;4
38;52;47;37;8;33
39;53;28;31;25;27
40;45;9;21;46;43
41;1;33;31;3;25
42;31;10;27;26;32
43;53;45;8;44;35
44;1;35;7;39;34
45;26;7;49;1;51
46;22;24;16;10;43
47;27;17;54;30;44
48;33;1;29;25;26
49;5;41;1;32;16
50;26;23;15;11;43
51;40;39;45;26;3
52;44;32;21;37;26
53;20;38;39;10;37
54;48;6;4;23;45

[SEPARACIONES]
estudiante_i;estudiante_j
1;31
4;13
4;49
10;26
11;35
11;51
20;54
24;47
28;50
32;36
32;52
34;45
43;47
53;54

[NOTAS]
generacion=aleatoria_controlada
preferencias_por_estudiante=P_fijo
genero=balanceado_dentro_de_cada_curso_de_origen
criterios_perfil=sorteados_de_forma_independiente
separaciones=aprox_N_div_4
estado=instancia_de_experimento
pesos_funcion_objetivo=no_incluidos_en_la_instancia
factibilidad=se_uso_una_asignacion_testigo_solo_para_generar_la_instancia
